anio,prov_cod,prov_desc,tipo_informalidad,valor,geocodigoFundar,geonombreFundar
2017,22,Chaco,Informalidad (definición productiva),0.557615491619429,AR-H,Chaco
2017,22,Chaco,Informalidad (definición legal),0.479596684389953,AR-H,Chaco
2017,26,Chubut,Informalidad (definición productiva),0.329600015303097,AR-U,Chubut
2017,26,Chubut,Informalidad (definición legal),0.22060510721847,AR-U,Chubut
2017,30,Entre Ríos,Informalidad (definición productiva),0.411007349679733,AR-E,Entre Ríos
2017,30,Entre Ríos,Informalidad (definición legal),0.328399578690615,AR-E,Entre Ríos
2017,34,Formosa,Informalidad (definición productiva),0.450415347958023,AR-P,Formosa
2017,34,Formosa,Informalidad (definición legal),0.362265830623936,AR-P,Formosa
2017,38,Jujuy,Informalidad (definición productiva),0.441756978466013,AR-Y,Jujuy
2017,38,Jujuy,Informalidad (definición legal),0.390160195318356,AR-Y,Jujuy
2017,42,La Pampa,Informalidad (definición productiva),0.502680172357144,AR-L,La Pampa
2017,42,La Pampa,Informalidad (definición legal),0.31634914737422,AR-L,La Pampa
2017,46,La Rioja,Informalidad (definición productiva),0.357867691160499,AR-F,La Rioja
2017,46,La Rioja,Informalidad (definición legal),0.345136916985173,AR-F,La Rioja
2017,50,Mendoza,Informalidad (definición productiva),0.41260269388438,AR-M,Mendoza
2017,50,Mendoza,Informalidad (definición legal),0.381603262898529,AR-M,Mendoza
2017,54,Misiones,Informalidad (definición productiva),0.455377063810799,AR-N,Misiones
2017,54,Misiones,Informalidad (definición legal),0.390389664482443,AR-N,Misiones
2017,58,Neuquén,Informalidad (definición productiva),0.398550075675482,AR-Q,Neuquén
2017,58,Neuquén,Informalidad (definición legal),0.233137845690305,AR-Q,Neuquén
2017,62,Río Negro,Informalidad (definición productiva),0.441015544891514,AR-R,Río Negro
2017,62,Río Negro,Informalidad (definición legal),0.275969520018854,AR-R,Río Negro
2017,66,Salta,Informalidad (definición productiva),0.466816172506739,AR-A,Salta
2017,66,Salta,Informalidad (definición legal),0.462094481580643,AR-A,Salta
2017,70,San Juan,Informalidad (definición productiva),0.402576169329003,AR-J,San Juan
2017,70,San Juan,Informalidad (definición legal),0.396608848177743,AR-J,San Juan
2017,74,San Luis,Informalidad (definición productiva),0.452027077197238,AR-D,San Luis
2017,74,San Luis,Informalidad (definición legal),0.374737275174628,AR-D,San Luis
2017,78,Santa Cruz,Informalidad (definición productiva),0.217030908523259,AR-Z,Santa Cruz
2017,78,Santa Cruz,Informalidad (definición legal),0.177077818951826,AR-Z,Santa Cruz
2017,82,Santa Fe,Informalidad (definición productiva),0.450853323573043,AR-S,Santa Fe
2017,82,Santa Fe,Informalidad (definición legal),0.340607639291636,AR-S,Santa Fe
2017,86,Santiago del Estero,Informalidad (definición productiva),0.477967084338727,AR-G,Santiago del Estero
2017,86,Santiago del Estero,Informalidad (definición legal),0.431633707827089,AR-G,Santiago del Estero
2017,90,Tucumán,Informalidad (definición productiva),0.443435020541286,AR-T,Tucumán
2017,90,Tucumán,Informalidad (definición legal),0.465941880449693,AR-T,Tucumán
2017,94,Tierra del Fuego,Informalidad (definición productiva),0.201091765020116,AR-V,Tierra del Fuego
2017,94,Tierra del Fuego,Informalidad (definición legal),0.100911170134278,AR-V,Tierra del Fuego
2018,2,CABA,Informalidad (definición productiva),0.302962125045601,AR-C,CABA
2018,2,CABA,Informalidad (definición legal),0.19490428503304,AR-C,CABA
2018,6,Buenos Aires,Informalidad (definición productiva),0.459219081804953,AR-B,Buenos Aires
2018,6,Buenos Aires,Informalidad (definición legal),0.366337252360218,AR-B,Buenos Aires
2018,10,Catamarca,Informalidad (definición productiva),0.37022367194781,AR-K,Catamarca
2018,10,Catamarca,Informalidad (definición legal),0.356542333955339,AR-K,Catamarca
2018,14,Córdoba,Informalidad (definición productiva),0.483885971619966,AR-X,Córdoba
2018,14,Córdoba,Informalidad (definición legal),0.434829558292326,AR-X,Córdoba
2018,18,Corrientes,Informalidad (definición productiva),0.446970767239869,AR-W,Corrientes
2018,18,Corrientes,Informalidad (definición legal),0.407343939231663,AR-W,Corrientes
2018,22,Chaco,Informalidad (definición productiva),0.534976693318751,AR-H,Chaco
2018,22,Chaco,Informalidad (definición legal),0.503853320936312,AR-H,Chaco
2018,26,Chubut,Informalidad (definición productiva),0.3248081471811,AR-U,Chubut
2018,26,Chubut,Informalidad (definición legal),0.229607928767256,AR-U,Chubut
2018,30,Entre Ríos,Informalidad (definición productiva),0.487298599557084,AR-E,Entre Ríos
2018,30,Entre Ríos,Informalidad (definición legal),0.390180729826177,AR-E,Entre Ríos
2018,34,Formosa,Informalidad (definición productiva),0.456890223781592,AR-P,Formosa
2018,34,Formosa,Informalidad (definición legal),0.273906931113651,AR-P,Formosa
2018,38,Jujuy,Informalidad (definición productiva),0.383224957714715,AR-Y,Jujuy
2018,38,Jujuy,Informalidad (definición legal),0.3913840697979,AR-Y,Jujuy
2018,42,La Pampa,Informalidad (definición productiva),0.540246617571502,AR-L,La Pampa
2018,42,La Pampa,Informalidad (definición legal),0.365525939220489,AR-L,La Pampa
2018,46,La Rioja,Informalidad (definición productiva),0.354465274273362,AR-F,La Rioja
2018,46,La Rioja,Informalidad (definición legal),0.358911681275482,AR-F,La Rioja
2018,50,Mendoza,Informalidad (definición productiva),0.421472807818882,AR-M,Mendoza
2018,50,Mendoza,Informalidad (definición legal),0.402315009061928,AR-M,Mendoza
2018,54,Misiones,Informalidad (definición productiva),0.483226321295536,AR-N,Misiones
2018,54,Misiones,Informalidad (definición legal),0.454729324141939,AR-N,Misiones
2018,58,Neuquén,Informalidad (definición productiva),0.367471812265102,AR-Q,Neuquén
2018,58,Neuquén,Informalidad (definición legal),0.243215319287047,AR-Q,Neuquén
2018,62,Río Negro,Informalidad (definición productiva),0.430129213769722,AR-R,Río Negro
2018,62,Río Negro,Informalidad (definición legal),0.281061438961066,AR-R,Río Negro
2018,66,Salta,Informalidad (definición productiva),0.494431458820294,AR-A,Salta
2018,66,Salta,Informalidad (definición legal),0.484144288436583,AR-A,Salta
2018,70,San Juan,Informalidad (definición productiva),0.487811947103634,AR-J,San Juan
2018,70,San Juan,Informalidad (definición legal),0.425606541003217,AR-J,San Juan
2018,74,San Luis,Informalidad (definición productiva),0.384514774564397,AR-D,San Luis
2018,74,San Luis,Informalidad (definición legal),0.446070587524908,AR-D,San Luis
2018,78,Santa Cruz,Informalidad (definición productiva),0.272579168558927,AR-Z,Santa Cruz
2018,78,Santa Cruz,Informalidad (definición legal),0.237048934400835,AR-Z,Santa Cruz
2018,82,Santa Fe,Informalidad (definición productiva),0.446129736046202,AR-S,Santa Fe
2018,82,Santa Fe,Informalidad (definición legal),0.32246472001201,AR-S,Santa Fe
2018,86,Santiago del Estero,Informalidad (definición productiva),0.47155138511242,AR-G,Santiago del Estero
2018,86,Santiago del Estero,Informalidad (definición legal),0.438823758015416,AR-G,Santiago del Estero
2018,90,Tucumán,Informalidad (definición productiva),0.446548058071817,AR-T,Tucumán
2018,90,Tucumán,Informalidad (definición legal),0.456499231407185,AR-T,Tucumán
2018,94,Tierra del Fuego,Informalidad (definición productiva),0.238748867335638,AR-V,Tierra del Fuego
2018,94,Tierra del Fuego,Informalidad (definición legal),0.116292996968222,AR-V,Tierra del Fuego
2019,2,CABA,Informalidad (definición productiva),0.26959518395425,AR-C,CABA
2019,2,CABA,Informalidad (definición legal),0.254540520048938,AR-C,CABA
2019,6,Buenos Aires,Informalidad (definición productiva),0.450572204193828,AR-B,Buenos Aires
2019,6,Buenos Aires,Informalidad (definición legal),0.359667881110482,AR-B,Buenos Aires
2019,10,Catamarca,Informalidad (definición productiva),0.395702953721051,AR-K,Catamarca
2019,10,Catamarca,Informalidad (definición legal),0.397352493103306,AR-K,Catamarca
2019,14,Córdoba,Informalidad (definición productiva),0.513043218197627,AR-X,Córdoba
2019,14,Córdoba,Informalidad (definición legal),0.478122379711498,AR-X,Córdoba
2019,18,Corrientes,Informalidad (definición productiva),0.436792496231608,AR-W,Corrientes
2019,18,Corrientes,Informalidad (definición legal),0.440861241097124,AR-W,Corrientes
2019,26,Chubut,Informalidad (definición productiva),0.343164336215792,AR-U,Chubut
2019,26,Chubut,Informalidad (definición legal),0.249621401910724,AR-U,Chubut
2019,30,Entre Ríos,Informalidad (definición productiva),0.474163178114287,AR-E,Entre Ríos
2019,30,Entre Ríos,Informalidad (definición legal),0.420191843019139,AR-E,Entre Ríos
2019,34,Formosa,Informalidad (definición productiva),0.469618136540766,AR-P,Formosa
2019,34,Formosa,Informalidad (definición legal),0.412521407442005,AR-P,Formosa
2019,38,Jujuy,Informalidad (definición productiva),0.436833791779772,AR-Y,Jujuy
2019,38,Jujuy,Informalidad (definición legal),0.406234189805832,AR-Y,Jujuy
2019,42,La Pampa,Informalidad (definición productiva),0.528437754606579,AR-L,La Pampa
2019,42,La Pampa,Informalidad (definición legal),0.343568266124207,AR-L,La Pampa
2019,46,La Rioja,Informalidad (definición productiva),0.324868658032598,AR-F,La Rioja
2019,46,La Rioja,Informalidad (definición legal),0.334473705875358,AR-F,La Rioja
2019,50,Mendoza,Informalidad (definición productiva),0.45384124994765,AR-M,Mendoza
2019,50,Mendoza,Informalidad (definición legal),0.420632338273543,AR-M,Mendoza
2019,54,Misiones,Informalidad (definición productiva),0.451270874370555,AR-N,Misiones
2019,54,Misiones,Informalidad (definición legal),0.384603770871902,AR-N,Misiones
2019,58,Neuquén,Informalidad (definición productiva),0.350022529771484,AR-Q,Neuquén
2019,58,Neuquén,Informalidad (definición legal),0.218663250053385,AR-Q,Neuquén
2019,62,Río Negro,Informalidad (definición productiva),0.436508692092386,AR-R,Río Negro
2019,62,Río Negro,Informalidad (definición legal),0.305946195357795,AR-R,Río Negro
2019,66,Salta,Informalidad (definición productiva),0.505481774167978,AR-A,Salta
2019,66,Salta,Informalidad (definición legal),0.53792162501507,AR-A,Salta
2019,70,San Juan,Informalidad (definición productiva),0.503630617436214,AR-J,San Juan
2019,70,San Juan,Informalidad (definición legal),0.449481434744154,AR-J,San Juan
2019,74,San Luis,Informalidad (definición productiva),0.356219692288357,AR-D,San Luis
2019,74,San Luis,Informalidad (definición legal),0.413851691671256,AR-D,San Luis
2019,78,Santa Cruz,Informalidad (definición productiva),0.301122231877978,AR-Z,Santa Cruz
2019,78,Santa Cruz,Informalidad (definición legal),0.204157272665164,AR-Z,Santa Cruz
2019,82,Santa Fe,Informalidad (definición productiva),0.424905226743235,AR-S,Santa Fe
2019,82,Santa Fe,Informalidad (definición legal),0.337630272371134,AR-S,Santa Fe
2019,86,Santiago del Estero,Informalidad (definición productiva),0.507530970100233,AR-G,Santiago del Estero
2019,86,Santiago del Estero,Informalidad (definición legal),0.451368382269277,AR-G,Santiago del Estero
2019,90,Tucumán,Informalidad (definición productiva),0.471831333539315,AR-T,Tucumán
2019,90,Tucumán,Informalidad (definición legal),0.479882599333353,AR-T,Tucumán
2019,94,Tierra del Fuego,Informalidad (definición productiva),0.216254301163362,AR-V,Tierra del Fuego
2019,94,Tierra del Fuego,Informalidad (definición legal),0.121822013784723,AR-V,Tierra del Fuego
2020,2,CABA,Informalidad (definición productiva),0.258504774039242,AR-C,CABA
2020,2,CABA,Informalidad (definición legal),0.188105579014432,AR-C,CABA
2020,6,Buenos Aires,Informalidad (definición productiva),0.428969875042378,AR-B,Buenos Aires
2020,6,Buenos Aires,Informalidad (definición legal),0.27361605102971,AR-B,Buenos Aires
2020,10,Catamarca,Informalidad (definición productiva),0.329079253589642,AR-K,Catamarca
2020,10,Catamarca,Informalidad (definición legal),0.316700483192838,AR-K,Catamarca
2020,14,Córdoba,Informalidad (definición productiva),0.514234926638399,AR-X,Córdoba
2020,14,Córdoba,Informalidad (definición legal),0.47012640065053,AR-X,Córdoba
2020,18,Corrientes,Informalidad (definición productiva),0.484241047408382,AR-W,Corrientes
2020,18,Corrientes,Informalidad (definición legal),0.394489005340077,AR-W,Corrientes
2020,22,Chaco,Informalidad (definición productiva),0.480818827063749,AR-H,Chaco
2020,22,Chaco,Informalidad (definición legal),0.440079155672823,AR-H,Chaco
2020,26,Chubut,Informalidad (definición productiva),0.333368031826061,AR-U,Chubut
2020,26,Chubut,Informalidad (definición legal),0.197257019817564,AR-U,Chubut
2020,30,Entre Ríos,Informalidad (definición productiva),0.455425900472595,AR-E,Entre Ríos
2020,30,Entre Ríos,Informalidad (definición legal),0.354175364331,AR-E,Entre Ríos
2020,34,Formosa,Informalidad (definición productiva),0.526214426346877,AR-P,Formosa
2020,34,Formosa,Informalidad (definición legal),0.449253473720549,AR-P,Formosa
2020,38,Jujuy,Informalidad (definición productiva),0.460077870819777,AR-Y,Jujuy
2020,38,Jujuy,Informalidad (definición legal),0.361277690140499,AR-Y,Jujuy
2020,42,La Pampa,Informalidad (definición productiva),0.518491032776747,AR-L,La Pampa
2020,42,La Pampa,Informalidad (definición legal),0.251218840215139,AR-L,La Pampa
2020,46,La Rioja,Informalidad (definición productiva),0.331095765433655,AR-F,La Rioja
2020,46,La Rioja,Informalidad (definición legal),0.321608278293171,AR-F,La Rioja
2020,50,Mendoza,Informalidad (definición productiva),0.477666841828692,AR-M,Mendoza
2020,50,Mendoza,Informalidad (definición legal),0.395880718274583,AR-M,Mendoza
2020,54,Misiones,Informalidad (definición productiva),0.453485555403427,AR-N,Misiones
2020,54,Misiones,Informalidad (definición legal),0.381093924087511,AR-N,Misiones
2020,58,Neuquén,Informalidad (definición productiva),0.432566373476986,AR-Q,Neuquén
2020,58,Neuquén,Informalidad (definición legal),0.201219661232371,AR-Q,Neuquén
2020,62,Río Negro,Informalidad (definición productiva),0.421111422492905,AR-R,Río Negro
2020,62,Río Negro,Informalidad (definición legal),0.260165569124856,AR-R,Río Negro
2020,66,Salta,Informalidad (definición productiva),0.519568735376274,AR-A,Salta
2020,66,Salta,Informalidad (definición legal),0.459869035883912,AR-A,Salta
2020,70,San Juan,Informalidad (definición productiva),0.479771086170375,AR-J,San Juan
2020,70,San Juan,Informalidad (definición legal),0.426248084872662,AR-J,San Juan
2020,74,San Luis,Informalidad (definición productiva),0.353651337492621,AR-D,San Luis
2020,74,San Luis,Informalidad (definición legal),0.401202274327506,AR-D,San Luis
2020,78,Santa Cruz,Informalidad (definición productiva),0.28203388635823,AR-Z,Santa Cruz
2020,78,Santa Cruz,Informalidad (definición legal),0.139933695846129,AR-Z,Santa Cruz
2020,82,Santa Fe,Informalidad (definición productiva),0.479244160879303,AR-S,Santa Fe
2020,82,Santa Fe,Informalidad (definición legal),0.307026029651008,AR-S,Santa Fe
2020,90,Tucumán,Informalidad (definición productiva),0.466792460120684,AR-T,Tucumán
2020,90,Tucumán,Informalidad (definición legal),0.486717604791826,AR-T,Tucumán
2021,2,CABA,Informalidad (definición productiva),0.26535067176487,AR-C,CABA
2021,2,CABA,Informalidad (definición legal),0.228341637428118,AR-C,CABA
2021,6,Buenos Aires,Informalidad (definición productiva),0.436215401861134,AR-B,Buenos Aires
2021,6,Buenos Aires,Informalidad (definición legal),0.343024916478011,AR-B,Buenos Aires
2021,10,Catamarca,Informalidad (definición productiva),0.367266880029829,AR-K,Catamarca
2021,10,Catamarca,Informalidad (definición legal),0.369491694021685,AR-K,Catamarca
2021,14,Córdoba,Informalidad (definición productiva),0.464157134491649,AR-X,Córdoba
2021,14,Córdoba,Informalidad (definición legal),0.456972638116899,AR-X,Córdoba
2021,18,Corrientes,Informalidad (definición productiva),0.498656856187291,AR-W,Corrientes
2021,18,Corrientes,Informalidad (definición legal),0.468964287451165,AR-W,Corrientes
2021,22,Chaco,Informalidad (definición productiva),0.544792192495373,AR-H,Chaco
2021,22,Chaco,Informalidad (definición legal),0.500089861689476,AR-H,Chaco
2021,26,Chubut,Informalidad (definición productiva),0.360070265229555,AR-U,Chubut
2021,26,Chubut,Informalidad (definición legal),0.250255373834342,AR-U,Chubut
2021,30,Entre Ríos,Informalidad (definición productiva),0.444447012693923,AR-E,Entre Ríos
2021,30,Entre Ríos,Informalidad (definición legal),0.33986714450659,AR-E,Entre Ríos
2021,34,Formosa,Informalidad (definición productiva),0.499745614617205,AR-P,Formosa
2021,34,Formosa,Informalidad (definición legal),0.48128625157511,AR-P,Formosa
2021,38,Jujuy,Informalidad (definición productiva),0.455051176981889,AR-Y,Jujuy
2021,38,Jujuy,Informalidad (definición legal),0.453757783588828,AR-Y,Jujuy
2021,42,La Pampa,Informalidad (definición productiva),0.502814020016468,AR-L,La Pampa
2021,42,La Pampa,Informalidad (definición legal),0.326424739983379,AR-L,La Pampa
2021,46,La Rioja,Informalidad (definición productiva),0.346734264673888,AR-F,La Rioja
2021,46,La Rioja,Informalidad (definición legal),0.328198868813285,AR-F,La Rioja
2021,50,Mendoza,Informalidad (definición productiva),0.429630255972149,AR-M,Mendoza
2021,50,Mendoza,Informalidad (definición legal),0.424433032260134,AR-M,Mendoza
2021,54,Misiones,Informalidad (definición productiva),0.430920228098759,AR-N,Misiones
2021,54,Misiones,Informalidad (definición legal),0.448691401483497,AR-N,Misiones
2021,58,Neuquén,Informalidad (definición productiva),0.441671935370565,AR-Q,Neuquén
2021,58,Neuquén,Informalidad (definición legal),0.274615756036957,AR-Q,Neuquén
2021,62,Río Negro,Informalidad (definición productiva),0.414328613388278,AR-R,Río Negro
2021,62,Río Negro,Informalidad (definición legal),0.26385459665908,AR-R,Río Negro
2021,66,Salta,Informalidad (definición productiva),0.509127604456318,AR-A,Salta
2021,66,Salta,Informalidad (definición legal),0.497869347443511,AR-A,Salta
2021,70,San Juan,Informalidad (definición productiva),0.466346188704965,AR-J,San Juan
2021,70,San Juan,Informalidad (definición legal),0.437434593327473,AR-J,San Juan
2021,74,San Luis,Informalidad (definición productiva),0.372491405242802,AR-D,San Luis
2021,74,San Luis,Informalidad (definición legal),0.419495990676316,AR-D,San Luis
2021,78,Santa Cruz,Informalidad (definición productiva),0.270663673815748,AR-Z,Santa Cruz
2021,78,Santa Cruz,Informalidad (definición legal),0.186407459300774,AR-Z,Santa Cruz
2021,82,Santa Fe,Informalidad (definición productiva),0.4823484958541,AR-S,Santa Fe
2021,82,Santa Fe,Informalidad (definición legal),0.354566749500957,AR-S,Santa Fe
2021,86,Santiago del Estero,Informalidad (definición productiva),0.48902118847761,AR-G,Santiago del Estero
2021,86,Santiago del Estero,Informalidad (definición legal),0.456771562843067,AR-G,Santiago del Estero
2021,90,Tucumán,Informalidad (definición productiva),0.455461591873085,AR-T,Tucumán
2021,90,Tucumán,Informalidad (definición legal),0.474282738557761,AR-T,Tucumán
2021,94,Tierra del Fuego,Informalidad (definición productiva),0.235944025000691,AR-V,Tierra del Fuego
2021,94,Tierra del Fuego,Informalidad (definición legal),0.106582326643204,AR-V,Tierra del Fuego
2022,2,CABA,Informalidad (definición productiva),0.242188027917483,AR-C,CABA
2022,2,CABA,Informalidad (definición legal),0.241468670484844,AR-C,CABA
2022,6,Buenos Aires,Informalidad (definición productiva),0.475011703480703,AR-B,Buenos Aires
2022,6,Buenos Aires,Informalidad (definición legal),0.400642669551619,AR-B,Buenos Aires
2022,10,Catamarca,Informalidad (definición productiva),0.377821479296406,AR-K,Catamarca
2022,10,Catamarca,Informalidad (definición legal),0.394506955536321,AR-K,Catamarca
2022,14,Córdoba,Informalidad (definición productiva),0.477875111379618,AR-X,Córdoba
2022,14,Córdoba,Informalidad (definición legal),0.491746631465169,AR-X,Córdoba
2022,18,Corrientes,Informalidad (definición productiva),0.487166129948854,AR-W,Corrientes
2022,18,Corrientes,Informalidad (definición legal),0.442555667379545,AR-W,Corrientes
2022,22,Chaco,Informalidad (definición productiva),0.546267623447339,AR-H,Chaco
2022,22,Chaco,Informalidad (definición legal),0.510087020468195,AR-H,Chaco
2022,26,Chubut,Informalidad (definición productiva),0.313487807186347,AR-U,Chubut
2022,26,Chubut,Informalidad (definición legal),0.232534984520124,AR-U,Chubut
2022,30,Entre Ríos,Informalidad (definición productiva),0.452913943192855,AR-E,Entre Ríos
2022,30,Entre Ríos,Informalidad (definición legal),0.391936982427792,AR-E,Entre Ríos
2022,34,Formosa,Informalidad (definición productiva),0.494722877933631,AR-P,Formosa
2022,34,Formosa,Informalidad (definición legal),0.477614331099661,AR-P,Formosa
2022,38,Jujuy,Informalidad (definición productiva),0.435308485647365,AR-Y,Jujuy
2022,38,Jujuy,Informalidad (definición legal),0.470530946387824,AR-Y,Jujuy
2022,42,La Pampa,Informalidad (definición productiva),0.480670810098181,AR-L,La Pampa
2022,42,La Pampa,Informalidad (definición legal),0.374374530898174,AR-L,La Pampa
2022,46,La Rioja,Informalidad (definición productiva),0.352337620130925,AR-F,La Rioja
2022,46,La Rioja,Informalidad (definición legal),0.396511150420115,AR-F,La Rioja
2022,50,Mendoza,Informalidad (definición productiva),0.413853893573301,AR-M,Mendoza
2022,50,Mendoza,Informalidad (definición legal),0.422107209685489,AR-M,Mendoza
2022,54,Misiones,Informalidad (definición productiva),0.437772236076475,AR-N,Misiones
2022,54,Misiones,Informalidad (definición legal),0.382803452995052,AR-N,Misiones
2022,58,Neuquén,Informalidad (definición productiva),0.415535989122138,AR-Q,Neuquén
2022,58,Neuquén,Informalidad (definición legal),0.284627588746919,AR-Q,Neuquén
2022,62,Río Negro,Informalidad (definición productiva),0.403347847937556,AR-R,Río Negro
2022,62,Río Negro,Informalidad (definición legal),0.247179738501655,AR-R,Río Negro
2022,66,Salta,Informalidad (definición productiva),0.479069225920677,AR-A,Salta
2022,66,Salta,Informalidad (definición legal),0.524185887051397,AR-A,Salta
2022,70,San Juan,Informalidad (definición productiva),0.405717956954706,AR-J,San Juan
2022,70,San Juan,Informalidad (definición legal),0.466354621106749,AR-J,San Juan
2022,74,San Luis,Informalidad (definición productiva),0.405911406883644,AR-D,San Luis
2022,74,San Luis,Informalidad (definición legal),0.408939717477004,AR-D,San Luis
2022,78,Santa Cruz,Informalidad (definición productiva),0.236502332618837,AR-Z,Santa Cruz
2022,78,Santa Cruz,Informalidad (definición legal),0.189394667751359,AR-Z,Santa Cruz
2022,82,Santa Fe,Informalidad (definición productiva),0.441646616541353,AR-S,Santa Fe
2022,82,Santa Fe,Informalidad (definición legal),0.348253191509231,AR-S,Santa Fe
2022,86,Santiago del Estero,Informalidad (definición productiva),0.507823359324478,AR-G,Santiago del Estero
2022,86,Santiago del Estero,Informalidad (definición legal),0.500696991929567,AR-G,Santiago del Estero
2022,90,Tucumán,Informalidad (definición productiva),0.460145595935802,AR-T,Tucumán
2022,90,Tucumán,Informalidad (definición legal),0.479800026375418,AR-T,Tucumán
2022,94,Tierra del Fuego,Informalidad (definición productiva),0.250876227053594,AR-V,Tierra del Fuego
2022,94,Tierra del Fuego,Informalidad (definición legal),0.0814981876761982,AR-V,Tierra del Fuego
2023,2,CABA,Informalidad (definición productiva),0.267744522745345,AR-C,CABA
2023,2,CABA,Informalidad (definición legal),0.248610377716043,AR-C,CABA
