geocodigoFundar,geonombreFundar,anio,valor_en_porcentaje
IDN,Indonesia,2008,3.5247178
IDN,Indonesia,2009,3.6053057
IDN,Indonesia,2010,4.3475184
IDN,Indonesia,2011,3.431125
IDN,Indonesia,2012,3.5263355
IDN,Indonesia,2013,4.4679456
IDN,Indonesia,2014,4.608102
IDN,Indonesia,2015,3.9044187
IDN,Indonesia,2016,5.6316724
IDN,Indonesia,2017,5.4710994
IDN,Indonesia,2018,7.7867928
IDN,Indonesia,2019,8.279649
IDN,Indonesia,2020,10.217818
IDN,Indonesia,2021,10.79372
IDN,Indonesia,2022,9.899512
IDN,Indonesia,2023,10.446613
IND,India,1965,9.149455
IND,India,1966,9.270713
IND,India,1967,10.058605
IND,India,1968,10.8575325
IND,India,1969,11.137484
IND,India,1970,12.270132
IND,India,1971,12.774062
IND,India,1972,11.776673
IND,India,1973,12.607008
IND,India,1974,11.425445
IND,India,1975,12.693411
IND,India,1976,12.776077
IND,India,1977,12.903142
IND,India,1978,15.391042
IND,India,1979,14.103171
IND,India,1980,14.023217
IND,India,1981,13.466771
IND,India,1982,11.493147
IND,India,1983,10.732102
IND,India,1984,11.339728
IND,India,1985,10.478157
IND,India,1986,10.0077715
IND,India,1987,8.868162
IND,India,1988,9.108613
IND,India,1989,9.274704
IND,India,1990,9.331527
IND,India,1991,9.662641
IND,India,1992,8.852425
IND,India,1993,8.711294
IND,India,1994,9.176176
IND,India,1995,8.415953
IND,India,1996,7.5632095
IND,India,1997,7.4497075
IND,India,1998,8.317193
IND,India,1999,8.14926
IND,India,2000,7.5991325
IND,India,2001,7.4460416
IND,India,2002,6.929616
IND,India,2003,6.7044916
IND,India,2004,8.628651
IND,India,2005,7.7883387
IND,India,2006,8.53145
IND,India,2007,8.5994835
IND,India,2008,7.829808
IND,India,2009,7.104907
IND,India,2010,7.434389
IND,India,2011,8.72043
IND,India,2012,7.9469213
IND,India,2013,8.541108
IND,India,2014,8.512785
IND,India,2015,8.387506
IND,India,2016,8.148585
IND,India,2017,8.596824
IND,India,2018,9.045123
IND,India,2019,10.130373
IND,India,2020,11.012775
IND,India,2021,10.638703
IND,India,2022,11.417062
IND,India,2023,10.785127
HUN,Hungría,1965,0.11989387
HUN,Hungría,1966,0.15773733
HUN,Hungría,1967,0.13554126
HUN,Hungría,1968,0.14179073
HUN,Hungría,1969,0.14133148
HUN,Hungría,1970,0.12151648
HUN,Hungría,1971,0.128392
HUN,Hungría,1972,0.14248806
HUN,Hungría,1973,0.12081837
HUN,Hungría,1974,0.094015844
HUN,Hungría,1975,0.17870052
HUN,Hungría,1976,0.16931991
HUN,Hungría,1977,0.14541946
HUN,Hungría,1978,0.12593117
HUN,Hungría,1979,0.13454616
HUN,Hungría,1980,0.10290331
HUN,Hungría,1981,0.15593338
HUN,Hungría,1982,0.14692831
HUN,Hungría,1983,2.3771007
HUN,Hungría,1984,3.4739003
HUN,Hungría,1985,5.6528172
HUN,Hungría,1986,6.485686
HUN,Hungría,1987,9.136688
HUN,Hungría,1988,11.4127865
HUN,Hungría,1989,12.089269
HUN,Hungría,1990,12.232595
HUN,Hungría,1991,13.116209
HUN,Hungría,1992,13.891533
HUN,Hungría,1993,14.25962
HUN,Hungría,1994,14.275795
HUN,Hungría,1995,14.107273
HUN,Hungría,1996,14.031773
HUN,Hungría,1997,14.180471
HUN,Hungría,1998,13.897599
HUN,Hungría,1999,14.08054
HUN,Hungría,2000,14.590266
HUN,Hungría,2001,14.113013
HUN,Hungría,2002,14.162515
HUN,Hungría,2003,11.136251
HUN,Hungría,2004,12.4149065
HUN,Hungría,2005,14.263126
HUN,Hungría,2006,13.761328
HUN,Hungría,2007,15.449145
HUN,Hungría,2008,16.747751
HUN,Hungría,2009,19.18269
HUN,Hungría,2010,19.190865
HUN,Hungría,2011,19.16413
HUN,Hungría,2012,20.44679
HUN,Hungría,2013,21.100122
HUN,Hungría,2014,22.000332
HUN,Hungría,2015,20.997887
HUN,Hungría,2016,20.817377
HUN,Hungría,2017,19.832886
HUN,Hungría,2018,19.686523
HUN,Hungría,2019,20.784164
HUN,Hungría,2020,21.981966
HUN,Hungría,2021,22.122425
HUN,Hungría,2022,24.080204
HUN,Hungría,2023,26.665575
CZE,Chequia,1965,1.4077874
CZE,Chequia,1966,1.3170925
CZE,Chequia,1967,1.2057945
CZE,Chequia,1968,0.89475876
CZE,Chequia,1969,0.7005399
CZE,Chequia,1970,0.9598853
CZE,Chequia,1971,0.64512116
CZE,Chequia,1972,0.6712159
CZE,Chequia,1973,0.57063675
CZE,Chequia,1974,0.9500237
CZE,Chequia,1975,0.91022944
CZE,Chequia,1976,0.7058947
CZE,Chequia,1977,0.9296591
CZE,Chequia,1978,0.8529741
CZE,Chequia,1979,1.0576006
CZE,Chequia,1980,1.1426239
CZE,Chequia,1981,0.9889818
CZE,Chequia,1982,0.8108596
CZE,Chequia,1983,0.89533144
CZE,Chequia,1984,1.1667187
CZE,Chequia,1985,1.8594567
CZE,Chequia,1986,3.6011386
CZE,Chequia,1987,5.76394
CZE,Chequia,1988,6.0560846
CZE,Chequia,1989,6.3041806
CZE,Chequia,1990,7.1593256
CZE,Chequia,1991,7.5646973
CZE,Chequia,1992,8.059378
CZE,Chequia,1993,8.442584
CZE,Chequia,1994,9.055599
CZE,Chequia,1995,8.658679
CZE,Chequia,1996,8.643803
CZE,Chequia,1997,8.796525
CZE,Chequia,1998,9.354208
CZE,Chequia,1999,10.143412
CZE,Chequia,2000,9.721938
CZE,Chequia,2001,10.263885
CZE,Chequia,2002,12.758459
CZE,Chequia,2003,15.215675
CZE,Chequia,2004,15.398664
CZE,Chequia,2005,14.854158
CZE,Chequia,2006,15.422816
CZE,Chequia,2007,15.526436
CZE,Chequia,2008,16.336832
CZE,Chequia,2009,18.04391
CZE,Chequia,2010,18.406664
CZE,Chequia,2011,19.824572
CZE,Chequia,2012,21.347332
CZE,Chequia,2013,22.620626
CZE,Chequia,2014,22.841854
CZE,Chequia,2015,21.36828
CZE,Chequia,2016,20.034739
CZE,Chequia,2017,21.252377
CZE,Chequia,2018,21.894527
CZE,Chequia,2019,22.952013
CZE,Chequia,2020,24.860415
CZE,Chequia,2021,24.026306
CZE,Chequia,2022,24.565102
CZE,Chequia,2023,25.889376
COL,Colombia,1965,10.729045
COL,Colombia,1966,10.590929
COL,Colombia,1967,11.202192
COL,Colombia,1968,12.023638
COL,Colombia,1969,13.203888
COL,Colombia,1970,13.413398
COL,Colombia,1971,14.3879595
COL,Colombia,1972,13.823888
COL,Colombia,1973,15.555398
COL,Colombia,1974,15.7888975
COL,Colombia,1975,18.878565
COL,Colombia,1976,19.034077
COL,Colombia,1977,18.79995
COL,Colombia,1978,20.633047
COL,Colombia,1979,21.762644
COL,Colombia,1980,22.777384
COL,Colombia,1981,22.155632
COL,Colombia,1982,23.009438
COL,Colombia,1983,22.032003
COL,Colombia,1984,24.247952
COL,Colombia,1985,25.23612
COL,Colombia,1986,27.80027
COL,Colombia,1987,27.698511
COL,Colombia,1988,29.223629
COL,Colombia,1989,30.273563
COL,Colombia,1990,32.54881
COL,Colombia,1991,31.96542
COL,Colombia,1992,24.941273
COL,Colombia,1993,28.616268
COL,Colombia,1994,30.40986
COL,Colombia,1995,29.690346
COL,Colombia,1996,31.470236
COL,Colombia,1997,27.651566
COL,Colombia,1998,26.757204
COL,Colombia,1999,31.315977
COL,Colombia,2000,29.508314
COL,Colombia,2001,29.830153
COL,Colombia,2002,31.78181
COL,Colombia,2003,32.990623
COL,Colombia,2004,33.021286
COL,Colombia,2005,34.17347
COL,Colombia,2006,32.25097
COL,Colombia,2007,32.76647
COL,Colombia,2008,32.606388
COL,Colombia,2009,29.99507
COL,Colombia,2010,28.606323
COL,Colombia,2011,32.644135
COL,Colombia,2012,30.217394
COL,Colombia,2013,27.414104
COL,Colombia,2014,26.4035
COL,Colombia,2015,27.78511
COL,Colombia,2016,25.639427
COL,Colombia,2017,30.291828
COL,Colombia,2018,29.727283
COL,Colombia,2019,28.663414
COL,Colombia,2020,29.010368
COL,Colombia,2021,30.987612
COL,Colombia,2022,30.924702
COL,Colombia,2023,28.916952
CHN,China,1965,4.253407
CHN,China,1966,3.9831228
CHN,China,1967,3.818398
CHN,China,1968,4.458871
CHN,China,1969,3.7274022
CHN,China,1970,3.0095923
CHN,China,1971,3.0704048
CHN,China,1972,3.227597
CHN,China,1973,3.417015
CHN,China,1974,3.7493546
CHN,China,1975,3.503824
CHN,China,1976,3.3725686
CHN,China,1977,3.2287142
CHN,China,1978,2.7594638
CHN,China,1979,3.008899
CHN,China,1980,3.566198
CHN,China,1981,4.066497
CHN,China,1982,4.4212723
CHN,China,1983,4.8234906
CHN,China,1984,4.515455
CHN,China,1985,4.441829
CHN,China,1986,4.3385277
CHN,China,1987,4.2555475
CHN,China,1988,4.3230724
CHN,China,1989,4.4680266
CHN,China,1990,4.723668
CHN,China,1991,4.4247785
CHN,China,1992,4.4127026
CHN,China,1993,4.805984
CHN,China,1994,5.369144
CHN,China,1995,5.905554
CHN,China,1996,5.516128
CHN,China,1997,5.734295
CHN,China,1998,5.7914777
CHN,China,1999,5.560829
CHN,China,2000,6.0593867
CHN,China,2001,7.0136123
CHN,China,2002,6.798719
CHN,China,2003,6.063613
CHN,China,2004,6.3549356
CHN,China,2005,6.2482066
CHN,China,2006,6.227543
CHN,China,2007,6.3925853
CHN,China,2008,7.98265
CHN,China,2009,7.6267467
CHN,China,2010,8.300759
CHN,China,2011,7.820168
CHN,China,2012,9.314398
CHN,China,2013,9.819577
CHN,China,2014,11.224645
CHN,China,2015,12.096299
CHN,China,2016,13.277345
CHN,China,2017,14.020008
CHN,China,2018,14.812676
CHN,China,2019,15.653786
CHN,China,2020,16.304447
CHN,China,2021,17.229813
CHN,China,2022,18.293669
CHN,China,2023,18.449507
CHL,Chile,1965,16.141762
CHL,Chile,1966,15.867013
CHL,Chile,1967,15.8887
CHL,Chile,1968,13.367759
CHL,Chile,1969,13.999327
CHL,Chile,1970,14.19122
CHL,Chile,1971,14.860414
CHL,Chile,1972,17.308092
CHL,Chile,1973,17.450201
CHL,Chile,1974,19.770317
CHL,Chile,1975,21.942268
CHL,Chile,1976,21.900364
CHL,Chile,1977,22.105398
CHL,Chile,1978,22.151817
CHL,Chile,1979,21.552887
CHL,Chile,1980,22.069942
CHL,Chile,1981,22.72726
CHL,Chile,1982,26.627869
CHL,Chile,1983,27.825817
CHL,Chile,1984,27.770302
CHL,Chile,1985,30.351582
CHL,Chile,1986,31.423769
CHL,Chile,1987,32.36392
CHL,Chile,1988,28.551182
CHL,Chile,1989,21.783056
CHL,Chile,1990,18.957916
CHL,Chile,1991,24.08466
CHL,Chile,1992,28.355387
CHL,Chile,1993,27.529266
CHL,Chile,1994,25.954521
CHL,Chile,1995,26.028479
CHL,Chile,1996,22.5519
CHL,Chile,1997,21.909548
CHL,Chile,1998,18.059258
CHL,Chile,1999,15.275814
CHL,Chile,2000,19.783125
CHL,Chile,2001,22.047363
CHL,Chile,2002,22.87545
CHL,Chile,2003,22.010805
CHL,Chile,2004,19.43779
CHL,Chile,2005,22.099463
CHL,Chile,2006,22.957874
CHL,Chile,2007,19.440195
CHL,Chile,2008,21.59478
CHL,Chile,2009,22.96064
CHL,Chile,2010,19.835663
CHL,Chile,2011,18.481121
CHL,Chile,2012,18.747072
CHL,Chile,2013,18.79665
CHL,Chile,2014,20.39204
CHL,Chile,2015,21.905157
CHL,Chile,2016,20.180143
CHL,Chile,2017,22.318325
CHL,Chile,2018,24.333767
CHL,Chile,2019,23.463417
CHL,Chile,2020,25.859335
CHL,Chile,2021,24.355661
CHL,Chile,2022,27.08363
CHL,Chile,2023,30.532255
TWN,Taiwán,1965,10.868428
TWN,Taiwán,1966,10.4390545
TWN,Taiwán,1967,9.467523
TWN,Taiwán,1968,12.089816
TWN,Taiwán,1969,9.123023
TWN,Taiwán,1970,7.867682
TWN,Taiwán,1971,6.7593374
TWN,Taiwán,1972,7.442085
TWN,Taiwán,1973,5.9530554
TWN,Taiwán,1974,8.604859
TWN,Taiwán,1975,8.733823
TWN,Taiwán,1976,5.838051
TWN,Taiwán,1977,5.116251
TWN,Taiwán,1978,7.917228
TWN,Taiwán,1979,10.541493
TWN,Taiwán,1980,10.143001
TWN,Taiwán,1981,15.080439
TWN,Taiwán,1982,15.588453
TWN,Taiwán,1983,18.794779
TWN,Taiwán,1984,21.796032
TWN,Taiwán,1985,24.98251
TWN,Taiwán,1986,21.872889
TWN,Taiwán,1987,23.56369
TWN,Taiwán,1988,19.496855
TWN,Taiwán,1989,17.369738
TWN,Taiwán,1990,19.307625
TWN,Taiwán,1991,18.193588
TWN,Taiwán,1992,17.726065
TWN,Taiwán,1993,15.905823
TWN,Taiwán,1994,15.578918
TWN,Taiwán,1995,14.791194
TWN,Taiwán,1996,15.066139
TWN,Taiwán,1997,13.92907
TWN,Taiwán,1998,13.6822405
TWN,Taiwán,1999,13.106171
TWN,Taiwán,2000,12.3477745
TWN,Taiwán,2001,11.316285
TWN,Taiwán,2002,11.319007
TWN,Taiwán,2003,10.717558
TWN,Taiwán,2004,10.427074
TWN,Taiwán,2005,10.5619
TWN,Taiwán,2006,10.249655
TWN,Taiwán,2007,10.10865
TWN,Taiwán,2008,10.429374
TWN,Taiwán,2009,10.75738
TWN,Taiwán,2010,10.172043
TWN,Taiwán,2011,10.32354
TWN,Taiwán,2012,10.381339
TWN,Taiwán,2013,10.408933
TWN,Taiwán,2014,10.031784
TWN,Taiwán,2015,8.918052
TWN,Taiwán,2016,8.348537
TWN,Taiwán,2017,6.4747753
TWN,Taiwán,2018,7.376962
TWN,Taiwán,2019,8.889905
TWN,Taiwán,2020,8.944595
TWN,Taiwán,2021,8.162406
TWN,Taiwán,2022,8.9565
TWN,Taiwán,2023,8.784306
LUX,Luxemburgo,1965,0.61123115
LUX,Luxemburgo,1966,0.57401025
LUX,Luxemburgo,1967,0.6577615
LUX,Luxemburgo,1968,0.621158
LUX,Luxemburgo,1969,0.50225776
LUX,Luxemburgo,1970,0.53466296
LUX,Luxemburgo,1971,0.31431046
LUX,Luxemburgo,1972,0.35941938
LUX,Luxemburgo,1973,0.2993406
LUX,Luxemburgo,1974,0.43540335
LUX,Luxemburgo,1975,0.45285672
LUX,Luxemburgo,1976,0.2848827
LUX,Luxemburgo,1977,0.69326395
LUX,Luxemburgo,1978,0.65441746
LUX,Luxemburgo,1979,0.69214594
LUX,Luxemburgo,1980,0.77743924
LUX,Luxemburgo,1981,0.99061763
LUX,Luxemburgo,1982,0.9594649
LUX,Luxemburgo,1983,1.0039246
LUX,Luxemburgo,1984,1.0007659
LUX,Luxemburgo,1985,0.81546617
LUX,Luxemburgo,1986,0.9784457
LUX,Luxemburgo,1987,1.2274541
LUX,Luxemburgo,1988,1.1297147
LUX,Luxemburgo,1989,0.762681
LUX,Luxemburgo,1990,0.66460145
LUX,Luxemburgo,1991,0.7338108
LUX,Luxemburgo,1992,0.6107495
LUX,Luxemburgo,1993,0.6041136
LUX,Luxemburgo,1994,0.77528113
LUX,Luxemburgo,1995,0.9501822
LUX,Luxemburgo,1996,0.6496766
LUX,Luxemburgo,1997,0.90258384
LUX,Luxemburgo,1998,1.294618
LUX,Luxemburgo,1999,1.0463189
LUX,Luxemburgo,2000,1.3703701
LUX,Luxemburgo,2001,1.2522314
LUX,Luxemburgo,2002,1.0301425
LUX,Luxemburgo,2003,0.91741097
LUX,Luxemburgo,2004,1.1120354
LUX,Luxemburgo,2005,1.1679211
LUX,Luxemburgo,2006,1.3908709
LUX,Luxemburgo,2007,2.5581582
LUX,Luxemburgo,2008,2.6651092
LUX,Luxemburgo,2009,2.6304793
LUX,Luxemburgo,2010,2.5002356
LUX,Luxemburgo,2011,2.5544233
LUX,Luxemburgo,2012,2.9861996
LUX,Luxemburgo,2013,3.662436
LUX,Luxemburgo,2014,4.3592978
LUX,Luxemburgo,2015,5.030449
LUX,Luxemburgo,2016,5.4342875
LUX,Luxemburgo,2017,6.6963987
LUX,Luxemburgo,2018,7.1412535
LUX,Luxemburgo,2019,7.9173098
LUX,Luxemburgo,2020,10.869298
LUX,Luxemburgo,2021,10.174548
LUX,Luxemburgo,2022,11.169679
LUX,Luxemburgo,2023,11.749724
VEN,Venezuela,1965,2.1140683
VEN,Venezuela,1966,2.1339142
VEN,Venezuela,1967,2.3735323
VEN,Venezuela,1968,3.6946754
VEN,Venezuela,1969,4.2418756
VEN,Venezuela,1970,5.406153
VEN,Venezuela,1971,6.983936
VEN,Venezuela,1972,7.378936
VEN,Venezuela,1973,6.668882
VEN,Venezuela,1974,7.9816513
VEN,Venezuela,1975,8.893406
VEN,Venezuela,1976,9.633482
VEN,Venezuela,1977,9.939145
VEN,Venezuela,1978,9.782297
VEN,Venezuela,1979,10.329237
VEN,Venezuela,1980,9.45448
VEN,Venezuela,1981,9.426736
VEN,Venezuela,1982,9.688069
VEN,Venezuela,1983,11.105164
VEN,Venezuela,1984,12.205674
VEN,Venezuela,1985,13.293667
VEN,Venezuela,1986,13.745109
VEN,Venezuela,1987,16.863823
VEN,Venezuela,1988,17.953766
VEN,Venezuela,1989,18.045055
VEN,Venezuela,1990,18.11904
VEN,Venezuela,1991,21.675652
VEN,Venezuela,1992,21.255587
VEN,Venezuela,1993,21.57694
VEN,Venezuela,1994,21.46965
VEN,Venezuela,1995,20.915274
VEN,Venezuela,1996,22.462038
VEN,Venezuela,1997,22.598196
VEN,Venezuela,1998,22.783644
VEN,Venezuela,1999,24.484877
VEN,Venezuela,2000,24.086826
VEN,Venezuela,2001,21.733475
VEN,Venezuela,2002,21.299461
VEN,Venezuela,2003,23.916454
VEN,Venezuela,2004,24.717348
VEN,Venezuela,2005,25.993856
VEN,Venezuela,2006,24.803205
VEN,Venezuela,2007,24.064661
VEN,Venezuela,2008,24.359007
VEN,Venezuela,2009,23.716719
VEN,Venezuela,2010,22.234074
VEN,Venezuela,2011,22.715034
VEN,Venezuela,2012,21.245789
VEN,Venezuela,2013,21.442986
VEN,Venezuela,2014,21.540855
VEN,Venezuela,2015,20.805126
VEN,Venezuela,2016,18.97061
VEN,Venezuela,2017,21.387169
VEN,Venezuela,2018,23.74739
VEN,Venezuela,2019,25.21792
VEN,Venezuela,2020,33.440247
VEN,Venezuela,2021,29.397217
VEN,Venezuela,2022,27.475101
VEN,Venezuela,2023,24.237406
OWID_USS,Unión Soviética,1965,3.5576594
OWID_USS,Unión Soviética,1966,3.770632
OWID_USS,Unión Soviética,1967,3.4704354
OWID_USS,Unión Soviética,1968,3.9467227
OWID_USS,Unión Soviética,1969,4.1816716
OWID_USS,Unión Soviética,1970,4.3159747
OWID_USS,Unión Soviética,1971,4.199794
OWID_USS,Unión Soviética,1972,4.028969
OWID_USS,Unión Soviética,1973,3.941008
OWID_USS,Unión Soviética,1974,4.1886034
OWID_USS,Unión Soviética,1975,4.0131335
OWID_USS,Unión Soviética,1976,4.3382497
OWID_USS,Unión Soviética,1977,4.721385
OWID_USS,Unión Soviética,1978,5.0810037
OWID_USS,Unión Soviética,1979,5.152096
OWID_USS,Unión Soviética,1980,5.6027513
OWID_USS,Unión Soviética,1981,5.8181744
OWID_USS,Unión Soviética,1982,5.6887503
OWID_USS,Unión Soviética,1983,5.908102
OWID_USS,Unión Soviética,1984,6.75758
OWID_USS,Unión Soviética,1985,
OWID_USS,Unión Soviética,1986,
OWID_USS,Unión Soviética,1987,
OWID_USS,Unión Soviética,1988,
OWID_USS,Unión Soviética,1989,
OWID_USS,Unión Soviética,1990,
OWID_USS,Unión Soviética,1991,
OWID_USS,Unión Soviética,1992,
OWID_USS,Unión Soviética,1993,
OWID_USS,Unión Soviética,1994,
OWID_USS,Unión Soviética,1995,
OWID_USS,Unión Soviética,1996,
OWID_USS,Unión Soviética,1997,
OWID_USS,Unión Soviética,1998,
OWID_USS,Unión Soviética,1999,
OWID_USS,Unión Soviética,2000,
OWID_USS,Unión Soviética,2001,
OWID_USS,Unión Soviética,2002,
OWID_USS,Unión Soviética,2003,
OWID_USS,Unión Soviética,2004,
OWID_USS,Unión Soviética,2005,
OWID_USS,Unión Soviética,2006,
OWID_USS,Unión Soviética,2007,
OWID_USS,Unión Soviética,2008,
OWID_USS,Unión Soviética,2009,
OWID_USS,Unión Soviética,2010,
OWID_USS,Unión Soviética,2011,
OWID_USS,Unión Soviética,2012,
OWID_USS,Unión Soviética,2013,
OWID_USS,Unión Soviética,2014,
OWID_USS,Unión Soviética,2015,
OWID_USS,Unión Soviética,2016,
OWID_USS,Unión Soviética,2017,
OWID_USS,Unión Soviética,2018,
OWID_USS,Unión Soviética,2019,
OWID_USS,Unión Soviética,2020,
OWID_USS,Unión Soviética,2021,
OWID_USS,Unión Soviética,2022,
OWID_USS,Unión Soviética,2023,
WLD,Mundo,1965,6.6126475
WLD,Mundo,1966,6.729844
WLD,Mundo,1967,6.669403
WLD,Mundo,1968,6.684432
WLD,Mundo,1969,6.6564164
WLD,Mundo,1970,6.63174
WLD,Mundo,1971,6.79883
WLD,Mundo,1972,6.9197135
WLD,Mundo,1973,6.85375
WLD,Mundo,1974,7.661969
WLD,Mundo,1975,8.124145
WLD,Mundo,1976,7.9574704
WLD,Mundo,1977,8.300753
WLD,Mundo,1978,8.805774
WLD,Mundo,1979,8.934903
WLD,Mundo,1980,9.393417
WLD,Mundo,1981,10.057821
WLD,Mundo,1982,10.536512
WLD,Mundo,1983,11.128161
WLD,Mundo,1984,11.682365
WLD,Mundo,1985,12.319098
WLD,Mundo,1986,12.534044
WLD,Mundo,1987,12.653455
WLD,Mundo,1988,12.900422
WLD,Mundo,1989,12.831059
WLD,Mundo,1990,13.124117
WLD,Mundo,1991,13.47748
WLD,Mundo,1992,13.4732275
WLD,Mundo,1993,14.002715
WLD,Mundo,1994,14.018832
WLD,Mundo,1995,14.393081
WLD,Mundo,1996,14.3237095
WLD,Mundo,1997,14.304956
WLD,Mundo,1998,14.421622
WLD,Mundo,1999,14.51893
WLD,Mundo,2000,14.450629
WLD,Mundo,2001,14.265134
WLD,Mundo,2002,14.2016945
WLD,Mundo,2003,13.573612
WLD,Mundo,2004,13.689369
WLD,Mundo,2005,13.512879
WLD,Mundo,2006,13.526164
WLD,Mundo,2007,13.245191
WLD,Mundo,2008,13.628599
WLD,Mundo,2009,13.92395
WLD,Mundo,2010,14.009277
WLD,Mundo,2011,13.833176
WLD,Mundo,2012,13.844666
WLD,Mundo,2013,14.209606
WLD,Mundo,2014,14.59617
WLD,Mundo,2015,14.881831
WLD,Mundo,2016,15.351226
WLD,Mundo,2017,15.619766
WLD,Mundo,2018,15.987536
WLD,Mundo,2019,16.557459
WLD,Mundo,2020,17.702589
WLD,Mundo,2021,17.715328
WLD,Mundo,2022,18.093586
WLD,Mundo,2023,18.526943
CHE,Suiza,1965,
CHE,Suiza,1966,
CHE,Suiza,1967,
CHE,Suiza,1968,39.6735
CHE,Suiza,1969,37.368385
CHE,Suiza,1970,36.64664
CHE,Suiza,1971,35.24591
CHE,Suiza,1972,32.882725
CHE,Suiza,1973,34.763435
CHE,Suiza,1974,38.581486
CHE,Suiza,1975,42.586536
CHE,Suiza,1976,37.609077
CHE,Suiza,1977,43.15841
CHE,Suiza,1978,40.785473
CHE,Suiza,1979,42.576237
CHE,Suiza,1980,45.622498
CHE,Suiza,1981,48.46403
CHE,Suiza,1982,50.06023
CHE,Suiza,1983,47.80799
CHE,Suiza,1984,46.826828
CHE,Suiza,1985,49.264248
CHE,Suiza,1986,47.78144
CHE,Suiza,1987,50.01514
CHE,Suiza,1988,50.43704
CHE,Suiza,1989,48.427616
CHE,Suiza,1990,47.075417
CHE,Suiza,1991,47.254543
CHE,Suiza,1992,47.487736
CHE,Suiza,1993,50.1286
CHE,Suiza,1994,51.231426
CHE,Suiza,1995,51.163883
CHE,Suiza,1996,47.49946
CHE,Suiza,1997,49.083054
CHE,Suiza,1998,48.695683
CHE,Suiza,1999,51.14623
CHE,Suiza,2000,51.092148
CHE,Suiza,2001,51.217323
CHE,Suiza,2002,50.068127
CHE,Suiza,2003,50.1807
CHE,Suiza,2004,48.853306
CHE,Suiza,2005,45.925068
CHE,Suiza,2006,47.802074
CHE,Suiza,2007,50.41999
CHE,Suiza,2008,49.555088
CHE,Suiza,2009,50.051743
CHE,Suiza,2010,48.76519
CHE,Suiza,2011,49.498528
CHE,Suiza,2012,50.654423
CHE,Suiza,2013,50.164814
CHE,Suiza,2014,53.23249
CHE,Suiza,2015,51.183556
CHE,Suiza,2016,49.871227
CHE,Suiza,2017,49.001484
CHE,Suiza,2018,51.856716
CHE,Suiza,2019,52.775436
CHE,Suiza,2020,55.701344
CHE,Suiza,2021,53.080994
CHE,Suiza,2022,52.942966
CHE,Suiza,2023,56.81123
ESP,España,1965,
ESP,España,1966,
ESP,España,1967,
ESP,España,1968,
ESP,España,1969,18.939919
ESP,España,1970,16.054634
ESP,España,1971,17.417469
ESP,España,1972,18.831684
ESP,España,1973,15.124355
ESP,España,1974,15.479853
ESP,España,1975,13.414354
ESP,España,1976,10.660241
ESP,España,1977,16.74441
ESP,España,1978,17.292536
ESP,España,1979,17.786201
ESP,España,1980,11.640144
ESP,España,1981,10.44322
ESP,España,1982,11.669606
ESP,España,1983,12.242547
ESP,España,1984,17.25076
ESP,España,1985,18.870678
ESP,España,1986,19.78858
ESP,España,1987,20.471462
ESP,España,1988,24.472641
ESP,España,1989,20.43944
ESP,España,1990,21.606882
ESP,España,1991,21.705122
ESP,España,1992,18.668533
ESP,España,1993,20.80885
ESP,España,1994,20.674896
ESP,España,1995,18.842426
ESP,España,1996,22.272806
ESP,España,1997,20.23763
ESP,España,1998,20.099207
ESP,España,1999,17.22073
ESP,España,2000,18.536455
ESP,España,2001,20.494308
ESP,España,2002,17.28027
ESP,España,2003,19.85852
ESP,España,2004,18.527071
ESP,España,2005,15.731419
ESP,España,2006,17.572033
ESP,España,2007,17.50518
ESP,España,2008,19.438904
ESP,España,2009,22.083391
ESP,España,2010,26.948923
ESP,España,2011,25.212488
ESP,España,2012,26.408073
ESP,España,2013,29.574608
ESP,España,2014,29.904213
ESP,España,2015,27.156168
ESP,España,2016,28.45428
ESP,España,2017,25.271378
ESP,España,2018,27.386232
ESP,España,2019,27.119333
ESP,España,2020,33.15918
ESP,España,2021,32.487694
ESP,España,2022,30.959538
ESP,España,2023,33.921154
NZL,Nueva Zelanda,1965,
NZL,Nueva Zelanda,1966,
NZL,Nueva Zelanda,1967,
NZL,Nueva Zelanda,1968,
NZL,Nueva Zelanda,1969,
NZL,Nueva Zelanda,1970,38.82334
NZL,Nueva Zelanda,1971,41.630173
NZL,Nueva Zelanda,1972,41.191326
NZL,Nueva Zelanda,1973,39.168327
NZL,Nueva Zelanda,1974,40.95153
NZL,Nueva Zelanda,1975,43.82888
NZL,Nueva Zelanda,1976,39.66771
NZL,Nueva Zelanda,1977,36.97633
NZL,Nueva Zelanda,1978,39.497875
NZL,Nueva Zelanda,1979,44.850327
NZL,Nueva Zelanda,1980,46.991554
NZL,Nueva Zelanda,1981,47.48469
NZL,Nueva Zelanda,1982,43.100174
NZL,Nueva Zelanda,1983,44.462418
NZL,Nueva Zelanda,1984,43.45358
NZL,Nueva Zelanda,1985,41.613804
NZL,Nueva Zelanda,1986,42.98595
NZL,Nueva Zelanda,1987,42.211864
NZL,Nueva Zelanda,1988,42.28657
NZL,Nueva Zelanda,1989,41.45156
NZL,Nueva Zelanda,1990,41.426918
NZL,Nueva Zelanda,1991,40.412006
NZL,Nueva Zelanda,1992,37.46697
NZL,Nueva Zelanda,1993,40.20715
NZL,Nueva Zelanda,1994,41.244785
NZL,Nueva Zelanda,1995,42.02623
NZL,Nueva Zelanda,1996,39.501213
NZL,Nueva Zelanda,1997,35.65875
