geocodigoFundar,geonombreFundar,anio,valor_en_gw
PRT,Portugal,2012,4.411552
PRT,Portugal,2013,4.6099496
PRT,Portugal,2014,4.8565564
PRT,Portugal,2015,4.936838
PRT,Portugal,2016,5.124103
PRT,Portugal,2017,5.1241055
PRT,Portugal,2018,5.172359
PRT,Portugal,2019,5.2227454
PRT,Portugal,2020,5.122259
PRT,Portugal,2021,5.427326
PRT,Portugal,2022,5.4553266
PRT,Portugal,2000,0.083000004
PRT,Portugal,2001,0.125
PRT,Portugal,2002,0.19000001
PRT,Portugal,2003,0.268
PRT,Portugal,2004,0.55300003
PRT,Portugal,2005,1.064
PRT,Portugal,2006,1.6810001
PRT,Portugal,2007,2.2010002
PRT,Portugal,2008,2.857
PRT,Portugal,2009,3.3260002
PRT,Portugal,2010,3.7960002
PRT,Portugal,2011,4.256215
PRI,Puerto Rico,2012,0.099805005
PRI,Puerto Rico,2013,0.09980201
PRI,Puerto Rico,2014,0.09902201
PRI,Puerto Rico,2015,0.100422
PRI,Puerto Rico,2016,0.09902201
PRI,Puerto Rico,2017,0.09902201
PRI,Puerto Rico,2018,0.099042006
PRI,Puerto Rico,2019,0.099042006
PRI,Puerto Rico,2020,0.099044
PRI,Puerto Rico,2021,0.099044
PRI,Puerto Rico,2022,0.099044
PRI,Puerto Rico,2000,
PRI,Puerto Rico,2001,
PRI,Puerto Rico,2002,
PRI,Puerto Rico,2003,
PRI,Puerto Rico,2004,
PRI,Puerto Rico,2005,
PRI,Puerto Rico,2006,
PRI,Puerto Rico,2007,
PRI,Puerto Rico,2008,
PRI,Puerto Rico,2009,
PRI,Puerto Rico,2010,0.0
PRI,Puerto Rico,2011,5.0000003e-06
REU,Reunión,2012,0.014830001
REU,Reunión,2013,0.014830001
REU,Reunión,2014,0.014830001
REU,Reunión,2015,0.014830001
REU,Reunión,2016,0.0165
REU,Reunión,2017,0.0165
REU,Reunión,2018,0.0165
REU,Reunión,2019,0.0165
REU,Reunión,2020,0.0165
REU,Reunión,2021,0.0165
REU,Reunión,2022,0.0165
REU,Reunión,2000,
REU,Reunión,2001,
REU,Reunión,2002,
REU,Reunión,2003,
REU,Reunión,2004,0.0066000004
REU,Reunión,2005,0.01045
REU,Reunión,2006,0.013475001
REU,Reunión,2007,0.014830001
REU,Reunión,2008,0.014830001
REU,Reunión,2009,0.014830001
REU,Reunión,2010,0.014830001
REU,Reunión,2011,0.014830001
ROU,Rumania,2012,1.8220001
ROU,Rumania,2013,2.7730002
ROU,Rumania,2014,3.2440002
ROU,Rumania,2015,3.13
ROU,Rumania,2016,3.025
ROU,Rumania,2017,3.0297983
ROU,Rumania,2018,3.0322583
ROU,Rumania,2019,3.037515
ROU,Rumania,2020,3.0125272
ROU,Rumania,2021,3.0149581
ROU,Rumania,2022,3.0149581
ROU,Rumania,2000,
ROU,Rumania,2001,
ROU,Rumania,2002,
ROU,Rumania,2003,
ROU,Rumania,2004,
ROU,Rumania,2005,0.001
ROU,Rumania,2006,0.001
ROU,Rumania,2007,0.003
ROU,Rumania,2008,0.0050000004
ROU,Rumania,2009,0.015000001
ROU,Rumania,2010,0.38900003
ROU,Rumania,2011,0.98800004
RUS,Rusia,2012,0.010000001
RUS,Rusia,2013,0.010000001
RUS,Rusia,2014,0.010000001
RUS,Rusia,2015,0.0109
RUS,Rusia,2016,0.0109
RUS,Rusia,2017,0.0109
RUS,Rusia,2018,0.051900003
RUS,Rusia,2019,0.101900004
RUS,Rusia,2020,0.94530004
RUS,Rusia,2021,1.955
RUS,Rusia,2022,2.2180002
RUS,Rusia,2000,0.003
RUS,Rusia,2001,0.003
RUS,Rusia,2002,0.007
RUS,Rusia,2003,0.009000001
RUS,Rusia,2004,0.009000001
RUS,Rusia,2005,0.010000001
RUS,Rusia,2006,0.010000001
RUS,Rusia,2007,0.010000001
RUS,Rusia,2008,0.010000001
RUS,Rusia,2009,0.010000001
RUS,Rusia,2010,0.010000001
RUS,Rusia,2011,0.010000001
KNA,Saint Kitts y Nevis,2012,0.0022000002
KNA,Saint Kitts y Nevis,2013,0.0022000002
KNA,Saint Kitts y Nevis,2014,0.0022000002
KNA,Saint Kitts y Nevis,2015,0.0022000002
KNA,Saint Kitts y Nevis,2016,0.0022000002
KNA,Saint Kitts y Nevis,2017,0.0022000002
KNA,Saint Kitts y Nevis,2018,0.0022000002
KNA,Saint Kitts y Nevis,2019,0.0022000002
KNA,Saint Kitts y Nevis,2020,0.0022000002
KNA,Saint Kitts y Nevis,2021,0.0022000002
KNA,Saint Kitts y Nevis,2022,0.0022000002
KNA,Saint Kitts y Nevis,2000,
KNA,Saint Kitts y Nevis,2001,
KNA,Saint Kitts y Nevis,2002,
KNA,Saint Kitts y Nevis,2003,
KNA,Saint Kitts y Nevis,2004,
KNA,Saint Kitts y Nevis,2005,
KNA,Saint Kitts y Nevis,2006,
KNA,Saint Kitts y Nevis,2007,
KNA,Saint Kitts y Nevis,2008,
KNA,Saint Kitts y Nevis,2009,
KNA,Saint Kitts y Nevis,2010,0.0022000002
KNA,Saint Kitts y Nevis,2011,0.0022000002
SPM,San Pedro y Miquelón,2012,0.0006
SPM,San Pedro y Miquelón,2013,0.0006
SPM,San Pedro y Miquelón,2014,
SPM,San Pedro y Miquelón,2015,
SPM,San Pedro y Miquelón,2016,
SPM,San Pedro y Miquelón,2017,
SPM,San Pedro y Miquelón,2018,
SPM,San Pedro y Miquelón,2019,
SPM,San Pedro y Miquelón,2020,
SPM,San Pedro y Miquelón,2021,
SPM,San Pedro y Miquelón,2022,
SPM,San Pedro y Miquelón,2000,
SPM,San Pedro y Miquelón,2001,
SPM,San Pedro y Miquelón,2002,
SPM,San Pedro y Miquelón,2003,
SPM,San Pedro y Miquelón,2004,
SPM,San Pedro y Miquelón,2005,
SPM,San Pedro y Miquelón,2006,
SPM,San Pedro y Miquelón,2007,
SPM,San Pedro y Miquelón,2008,0.0006
SPM,San Pedro y Miquelón,2009,0.0006
SPM,San Pedro y Miquelón,2010,0.0006
SPM,San Pedro y Miquelón,2011,0.0006
WSM,Samoa,2012,
WSM,Samoa,2013,
WSM,Samoa,2014,0.00055000006
WSM,Samoa,2015,0.00055000006
WSM,Samoa,2016,0.00055000006
WSM,Samoa,2017,0.00055000006
WSM,Samoa,2018,0.00055000006
WSM,Samoa,2019,0.00055000006
WSM,Samoa,2020,0.00055000006
WSM,Samoa,2021,0.00055000006
WSM,Samoa,2022,0.00055000006
WSM,Samoa,2000,
WSM,Samoa,2001,
WSM,Samoa,2002,
WSM,Samoa,2003,
WSM,Samoa,2004,
WSM,Samoa,2005,
WSM,Samoa,2006,
WSM,Samoa,2007,
WSM,Samoa,2008,
WSM,Samoa,2009,
WSM,Samoa,2010,
WSM,Samoa,2011,
SAU,Arabia Saudita,2012,
SAU,Arabia Saudita,2013,
SAU,Arabia Saudita,2014,
SAU,Arabia Saudita,2015,
SAU,Arabia Saudita,2016,
SAU,Arabia Saudita,2017,0.0027500002
SAU,Arabia Saudita,2018,0.0027500002
SAU,Arabia Saudita,2019,0.00325
SAU,Arabia Saudita,2020,0.00325
SAU,Arabia Saudita,2021,0.00325
SAU,Arabia Saudita,2022,0.00325
SAU,Arabia Saudita,2000,
SAU,Arabia Saudita,2001,
SAU,Arabia Saudita,2002,
SAU,Arabia Saudita,2003,
SAU,Arabia Saudita,2004,
SAU,Arabia Saudita,2005,
SAU,Arabia Saudita,2006,
SAU,Arabia Saudita,2007,
SAU,Arabia Saudita,2008,
SAU,Arabia Saudita,2009,
SAU,Arabia Saudita,2010,
SAU,Arabia Saudita,2011,
SEN,Senegal,2012,
SEN,Senegal,2013,
SEN,Senegal,2014,
SEN,Senegal,2015,
SEN,Senegal,2016,
SEN,Senegal,2017,
SEN,Senegal,2018,
SEN,Senegal,2019,0.055200003
SEN,Senegal,2020,0.1587
SEN,Senegal,2021,0.1587
SEN,Senegal,2022,0.1587
SEN,Senegal,2000,
SEN,Senegal,2001,
SEN,Senegal,2002,
SEN,Senegal,2003,
SEN,Senegal,2004,
SEN,Senegal,2005,
SEN,Senegal,2006,
SEN,Senegal,2007,
SEN,Senegal,2008,
SEN,Senegal,2009,
SEN,Senegal,2010,
SEN,Senegal,2011,
SRB,Serbia,2012,0.0005
SRB,Serbia,2013,0.0005
SRB,Serbia,2014,0.0005
SRB,Serbia,2015,0.0104
SRB,Serbia,2016,0.017
SRB,Serbia,2017,0.025
SRB,Serbia,2018,0.22700001
SRB,Serbia,2019,0.39800003
SRB,Serbia,2020,0.39800003
SRB,Serbia,2021,0.39800003
SRB,Serbia,2022,0.39800003
SRB,Serbia,2000,
SRB,Serbia,2001,
SRB,Serbia,2002,
SRB,Serbia,2003,
SRB,Serbia,2004,
SRB,Serbia,2005,
SRB,Serbia,2006,
SRB,Serbia,2007,
SRB,Serbia,2008,
SRB,Serbia,2009,
SRB,Serbia,2010,
SRB,Serbia,2011,
SYC,Seychelles,2012,
SYC,Seychelles,2013,0.006
SYC,Seychelles,2014,0.006
SYC,Seychelles,2015,0.006
SYC,Seychelles,2016,0.006
SYC,Seychelles,2017,0.006
SYC,Seychelles,2018,0.006
SYC,Seychelles,2019,0.006
SYC,Seychelles,2020,0.006
SYC,Seychelles,2021,0.006
SYC,Seychelles,2022,0.006
SYC,Seychelles,2000,
SYC,Seychelles,2001,
SYC,Seychelles,2002,
SYC,Seychelles,2003,
SYC,Seychelles,2004,
SYC,Seychelles,2005,
SYC,Seychelles,2006,
SYC,Seychelles,2007,
SYC,Seychelles,2008,
SYC,Seychelles,2009,
SYC,Seychelles,2010,
SYC,Seychelles,2011,
SGP,Singapur,2012,
SGP,Singapur,2013,
SGP,Singapur,2014,
SGP,Singapur,2015,
SGP,Singapur,2016,
SGP,Singapur,2017,0.000100000005
SGP,Singapur,2018,0.000100000005
SGP,Singapur,2019,0.000100000005
SGP,Singapur,2020,0.000100000005
SGP,Singapur,2021,0.000100000005
SGP,Singapur,2022,0.000100000005
SGP,Singapur,2000,
SGP,Singapur,2001,
SGP,Singapur,2002,
SGP,Singapur,2003,
SGP,Singapur,2004,
SGP,Singapur,2005,
SGP,Singapur,2006,
SGP,Singapur,2007,
SGP,Singapur,2008,
SGP,Singapur,2009,
SGP,Singapur,2010,
SGP,Singapur,2011,
SVK,Eslovaquia,2012,0.003
SVK,Eslovaquia,2013,0.0050000004
SVK,Eslovaquia,2014,0.003
SVK,Eslovaquia,2015,0.003
SVK,Eslovaquia,2016,0.003
SVK,Eslovaquia,2017,0.004
SVK,Eslovaquia,2018,0.003
SVK,Eslovaquia,2019,0.004
SVK,Eslovaquia,2020,0.004
SVK,Eslovaquia,2021,0.004
SVK,Eslovaquia,2022,0.004
SVK,Eslovaquia,2000,
SVK,Eslovaquia,2001,
SVK,Eslovaquia,2002,
SVK,Eslovaquia,2003,0.003
SVK,Eslovaquia,2004,0.003
SVK,Eslovaquia,2005,0.0050000004
SVK,Eslovaquia,2006,0.0050000004
SVK,Eslovaquia,2007,0.0050000004
SVK,Eslovaquia,2008,0.0050000004
SVK,Eslovaquia,2009,0.003
SVK,Eslovaquia,2010,0.003
SVK,Eslovaquia,2011,0.003
SVN,Eslovenia,2012,0.002
SVN,Eslovenia,2013,0.002
SVN,Eslovenia,2014,0.003
SVN,Eslovenia,2015,0.003
SVN,Eslovenia,2016,0.003
SVN,Eslovenia,2017,0.0033000002
SVN,Eslovenia,2018,0.0033000002
SVN,Eslovenia,2019,0.0033000002
SVN,Eslovenia,2020,0.0033000002
SVN,Eslovenia,2021,0.0033280002
SVN,Eslovenia,2022,0.0033280002
SVN,Eslovenia,2000,
SVN,Eslovenia,2001,
SVN,Eslovenia,2002,
SVN,Eslovenia,2003,
SVN,Eslovenia,2004,
SVN,Eslovenia,2005,
SVN,Eslovenia,2006,
SVN,Eslovenia,2007,
SVN,Eslovenia,2008,
SVN,Eslovenia,2009,
SVN,Eslovenia,2010,
SVN,Eslovenia,2011,
SOM,Somalia,2012,0.0022000002
SOM,Somalia,2013,0.0022000002
SOM,Somalia,2014,0.0022000002
SOM,Somalia,2015,0.0028000001
SOM,Somalia,2016,0.0028000001
SOM,Somalia,2017,0.00355
SOM,Somalia,2018,0.00355
SOM,Somalia,2019,0.00355
SOM,Somalia,2020,0.00355
SOM,Somalia,2021,0.00355
SOM,Somalia,2022,0.00355
SOM,Somalia,2000,
SOM,Somalia,2001,
SOM,Somalia,2002,
SOM,Somalia,2003,
SOM,Somalia,2004,
SOM,Somalia,2005,
SOM,Somalia,2006,
SOM,Somalia,2007,
SOM,Somalia,2008,
SOM,Somalia,2009,
SOM,Somalia,2010,
SOM,Somalia,2011,
ZAF,Sudáfrica,2012,0.01016
ZAF,Sudáfrica,2013,0.257
ZAF,Sudáfrica,2014,0.569
ZAF,Sudáfrica,2015,1.079
ZAF,Sudáfrica,2016,1.473
ZAF,Sudáfrica,2017,2.094
ZAF,Sudáfrica,2018,2.094
ZAF,Sudáfrica,2019,2.094
ZAF,Sudáfrica,2020,2.516
ZAF,Sudáfrica,2021,2.9555001
ZAF,Sudáfrica,2022,3.1025002
ZAF,Sudáfrica,2000,
ZAF,Sudáfrica,2001,
ZAF,Sudáfrica,2002,0.0031600003
ZAF,Sudáfrica,2003,0.0031600003
ZAF,Sudáfrica,2004,0.0031600003
ZAF,Sudáfrica,2005,0.0031600003
ZAF,Sudáfrica,2006,0.0031600003
ZAF,Sudáfrica,2007,0.0031600003
ZAF,Sudáfrica,2008,0.00836
ZAF,Sudáfrica,2009,0.00836
ZAF,Sudáfrica,2010,0.01016
ZAF,Sudáfrica,2011,0.01016
SGS,Islas Georgias y Sandwich del Sur,2012,6e-06
SGS,Islas Georgias y Sandwich del Sur,2013,6e-06
SGS,Islas Georgias y Sandwich del Sur,2014,6e-06
SGS,Islas Georgias y Sandwich del Sur,2015,6e-06
SGS,Islas Georgias y Sandwich del Sur,2016,6e-06
SGS,Islas Georgias y Sandwich del Sur,2017,6e-06
SGS,Islas Georgias y Sandwich del Sur,2018,6e-06
SGS,Islas Georgias y Sandwich del Sur,2019,6e-06
SGS,Islas Georgias y Sandwich del Sur,2020,6e-06
SGS,Islas Georgias y Sandwich del Sur,2021,6e-06
SGS,Islas Georgias y Sandwich del Sur,2022,6e-06
SGS,Islas Georgias y Sandwich del Sur,2000,6e-06
SGS,Islas Georgias y Sandwich del Sur,2001,6e-06
SGS,Islas Georgias y Sandwich del Sur,2002,6e-06
SGS,Islas Georgias y Sandwich del Sur,2003,6e-06
SGS,Islas Georgias y Sandwich del Sur,2004,6e-06
SGS,Islas Georgias y Sandwich del Sur,2005,6e-06
SGS,Islas Georgias y Sandwich del Sur,2006,6e-06
SGS,Islas Georgias y Sandwich del Sur,2007,6e-06
SGS,Islas Georgias y Sandwich del Sur,2008,6e-06
SGS,Islas Georgias y Sandwich del Sur,2009,6e-06
SGS,Islas Georgias y Sandwich del Sur,2010,6e-06
SGS,Islas Georgias y Sandwich del Sur,2011,6e-06
KOR,Corea del Sur,2012,0.46400002
KOR,Corea del Sur,2013,0.57600003
KOR,Corea del Sur,2014,0.61200005
KOR,Corea del Sur,2015,0.84700006
KOR,Corea del Sur,2016,1.067
KOR,Corea del Sur,2017,1.215
KOR,Corea del Sur,2018,1.4200001
KOR,Corea del Sur,2019,1.4940001
KOR,Corea del Sur,2020,1.635802
KOR,Corea del Sur,2021,1.7080431
KOR,Corea del Sur,2022,1.8925021
KOR,Corea del Sur,2000,0.007
KOR,Corea del Sur,2001,0.011000001
KOR,Corea del Sur,2002,0.013
KOR,Corea del Sur,2003,0.019000001
KOR,Corea del Sur,2004,0.029000001
KOR,Corea del Sur,2005,0.09900001
KOR,Corea del Sur,2006,0.178
KOR,Corea del Sur,2007,0.19600001
KOR,Corea del Sur,2008,0.30400002
KOR,Corea del Sur,2009,0.351
KOR,Corea del Sur,2010,0.38200003
KOR,Corea del Sur,2011,0.425
ESP,España,2012,22.789001
ESP,España,2013,22.958
ESP,España,2014,22.925001
ESP,España,2015,22.943
ESP,España,2016,22.990002
ESP,España,2017,23.12448
ESP,España,2018,23.405056
ESP,España,2019,25.590076
ESP,España,2020,26.819191
ESP,España,2021,27.907652
ESP,España,2022,29.307837
ESP,España,2000,2.206
ESP,España,2001,3.397
ESP,España,2002,4.8910003
ESP,España,2003,5.945
ESP,España,2004,8.317
ESP,España,2005,9.918
ESP,España,2006,11.722
ESP,España,2007,14.820001
ESP,España,2008,16.555
ESP,España,2009,19.176
ESP,España,2010,20.693
ESP,España,2011,21.529001
LKA,Sri Lanka,2012,0.07665001
LKA,Sri Lanka,2013,0.08145
LKA,Sri Lanka,2014,0.12145
LKA,Sri Lanka,2015,0.13145
LKA,Sri Lanka,2016,0.13145
LKA,Sri Lanka,2017,0.13145
LKA,Sri Lanka,2018,0.12845
LKA,Sri Lanka,2019,0.12845
LKA,Sri Lanka,2020,0.179
LKA,Sri Lanka,2021,0.252
LKA,Sri Lanka,2022,0.252
LKA,Sri Lanka,2000,0.003
LKA,Sri Lanka,2001,0.003
LKA,Sri Lanka,2002,0.003
LKA,Sri Lanka,2003,0.003
LKA,Sri Lanka,2004,0.003
LKA,Sri Lanka,2005,0.003
LKA,Sri Lanka,2006,0.003
LKA,Sri Lanka,2007,0.003
LKA,Sri Lanka,2008,0.003
LKA,Sri Lanka,2009,0.003
LKA,Sri Lanka,2010,0.03385
LKA,Sri Lanka,2011,0.04385
SWE,Suecia,2012,3.6060002
SWE,Suecia,2013,4.1940002
SWE,Suecia,2014,5.0880003
SWE,Suecia,2015,5.8190002
SWE,Suecia,2016,6.4350004
SWE,Suecia,2017,6.6110005
SWE,Suecia,2018,7.3
SWE,Suecia,2019,8.681001
SWE,Suecia,2020,9.976001
SWE,Suecia,2021,12.116
SWE,Suecia,2022,14.557001
SWE,Suecia,2000,0.209
SWE,Suecia,2001,0.29500002
SWE,Suecia,2002,0.35700002
SWE,Suecia,2003,0.41700003
SWE,Suecia,2004,0.47500002
SWE,Suecia,2005,0.522
SWE,Suecia,2006,0.58500004
SWE,Suecia,2007,0.823
SWE,Suecia,2008,1.0890001
SWE,Suecia,2009,1.475
SWE,Suecia,2010,2.0170002
SWE,Suecia,2011,2.7640002
CHE,Suiza,2012,0.049000002
CHE,Suiza,2013,0.060000002
CHE,Suiza,2014,0.060000002
CHE,Suiza,2015,0.060000002
CHE,Suiza,2016,0.075
CHE,Suiza,2017,0.075
CHE,Suiza,2018,0.075
CHE,Suiza,2019,0.075
CHE,Suiza,2020,0.087120004
CHE,Suiza,2021,0.087120004
CHE,Suiza,2022,0.087120004
CHE,Suiza,2000,0.003
CHE,Suiza,2001,0.0050000004
CHE,Suiza,2002,0.0050000004
CHE,Suiza,2003,0.0050000004
CHE,Suiza,2004,0.009000001
CHE,Suiza,2005,0.012
CHE,Suiza,2006,0.012
CHE,Suiza,2007,0.012
CHE,Suiza,2008,0.014
CHE,Suiza,2009,0.018000001
CHE,Suiza,2010,0.042000003
CHE,Suiza,2011,0.046000004
SYR,Siria,2012,0.0006
SYR,Siria,2013,0.0006
SYR,Siria,2014,0.0006
SYR,Siria,2015,0.0006
SYR,Siria,2016,0.0006
SYR,Siria,2017,0.0006
SYR,Siria,2018,0.0006
SYR,Siria,2019,0.0006
SYR,Siria,2020,0.0006
SYR,Siria,2021,0.0006
SYR,Siria,2022,0.0006
SYR,Siria,2000,
SYR,Siria,2001,
SYR,Siria,2002,
SYR,Siria,2003,
SYR,Siria,2004,0.0006
SYR,Siria,2005,0.0006
SYR,Siria,2006,0.0006
SYR,Siria,2007,0.0006
SYR,Siria,2008,0.0006
SYR,Siria,2009,0.0006
SYR,Siria,2010,0.0006
SYR,Siria,2011,0.0006
TWN,Taiwán,2012,0.57099
TWN,Taiwán,2013,0.61419004
TWN,Taiwán,2014,0.63719004
TWN,Taiwán,2015,0.64669
TWN,Taiwán,2016,0.68209004
TWN,Taiwán,2017,0.69239
TWN,Taiwán,2018,0.71315104
TWN,Taiwán,2019,0.84515905
TWN,Taiwán,2020,0.937115
TWN,Taiwán,2021,1.0333681
TWN,Taiwán,2022,1.5810552
TWN,Taiwán,2000,0.0026
TWN,Taiwán,2001,0.0050000004
TWN,Taiwán,2002,0.008540001
TWN,Taiwán,2003,0.008540001
TWN,Taiwán,2004,0.008540001
TWN,Taiwán,2005,0.023940003
TWN,Taiwán,2006,0.10199
TWN,Taiwán,2007,0.18599002
TWN,Taiwán,2008,0.25039002
TWN,Taiwán,2009,0.37429002
TWN,Taiwán,2010,0.47589004
TWN,Taiwán,2011,0.52269
TZA,Tanzanía,2012,
TZA,Tanzanía,2013,
TZA,Tanzanía,2014,
TZA,Tanzanía,2015,
TZA,Tanzanía,2016,
TZA,Tanzanía,2017,
TZA,Tanzanía,2018,
TZA,Tanzanía,2019,
TZA,Tanzanía,2020,0.0024
TZA,Tanzanía,2021,0.0024
TZA,Tanzanía,2022,0.0024
TZA,Tanzanía,2000,
TZA,Tanzanía,2001,
TZA,Tanzanía,2002,
TZA,Tanzanía,2003,
TZA,Tanzanía,2004,
TZA,Tanzanía,2005,
TZA,Tanzanía,2006,
TZA,Tanzanía,2007,
TZA,Tanzanía,2008,
TZA,Tanzanía,2009,
TZA,Tanzanía,2010,
TZA,Tanzanía,2011,
THA,Tailandia,2012,0.111700006
THA,Tailandia,2013,0.22270001
THA,Tailandia,2014,0.22450002
THA,Tailandia,2015,0.23390001
THA,Tailandia,2016,0.50704
THA,Tailandia,2017,0.62782
THA,Tailandia,2018,1.10282
THA,Tailandia,2019,1.50682
THA,Tailandia,2020,1.50682
THA,Tailandia,2021,1.5453001
THA,Tailandia,2022,1.5453001
THA,Tailandia,2000,
THA,Tailandia,2001,
THA,Tailandia,2002,
THA,Tailandia,2003,
THA,Tailandia,2004,
THA,Tailandia,2005,
THA,Tailandia,2006,0.00034000003
THA,Tailandia,2007,0.00094000006
THA,Tailandia,2008,0.0010800001
THA,Tailandia,2009,0.0051
THA,Tailandia,2010,0.0056000003
THA,Tailandia,2011,0.0073000006
TKL,Tokelau,2012,
TKL,Tokelau,2013,
TKL,Tokelau,2014,
TKL,Tokelau,2015,
TKL,Tokelau,2016,
TKL,Tokelau,2017,
TKL,Tokelau,2018,
TKL,Tokelau,2019,1.50000005e-05
TKL,Tokelau,2020,1.50000005e-05
TKL,Tokelau,2021,1.50000005e-05
TKL,Tokelau,2022,1.50000005e-05
TKL,Tokelau,2000,
TKL,Tokelau,2001,
TKL,Tokelau,2002,
TKL,Tokelau,2003,
TKL,Tokelau,2004,
TKL,Tokelau,2005,
TKL,Tokelau,2006,
TKL,Tokelau,2007,
TKL,Tokelau,2008,
TKL,Tokelau,2009,
TKL,Tokelau,2010,
TKL,Tokelau,2011,
TON,Tonga,2012,
TON,Tonga,2013,1.1e-05
TON,Tonga,2014,1.1e-05
TON,Tonga,2015,2.2e-05
TON,Tonga,2016,2.2e-05
TON,Tonga,2017,2.2e-05
TON,Tonga,2018,2.2e-05
TON,Tonga,2019,0.001322
TON,Tonga,2020,0.001322
TON,Tonga,2021,0.001322
TON,Tonga,2022,0.001322
TON,Tonga,2000,
TON,Tonga,2001,
TON,Tonga,2002,
TON,Tonga,2003,
TON,Tonga,2004,
TON,Tonga,2005,
TON,Tonga,2006,
TON,Tonga,2007,
TON,Tonga,2008,
TON,Tonga,2009,
TON,Tonga,2010,
TON,Tonga,2011,
TTO,Trinidad y Tobago,2012,
TTO,Trinidad y Tobago,2013,
TTO,Trinidad y Tobago,2014,
TTO,Trinidad y Tobago,2015,1.0000001e-05
TTO,Trinidad y Tobago,2016,1.0000001e-05
TTO,Trinidad y Tobago,2017,1.0000001e-05
TTO,Trinidad y Tobago,2018,1.0000001e-05
TTO,Trinidad y Tobago,2019,1.0000001e-05
TTO,Trinidad y Tobago,2020,1.0000001e-05
TTO,Trinidad y Tobago,2021,1.0000001e-05
TTO,Trinidad y Tobago,2022,1.0000001e-05
TTO,Trinidad y Tobago,2000,
TTO,Trinidad y Tobago,2001,
TTO,Trinidad y Tobago,2002,
TTO,Trinidad y Tobago,2003,
TTO,Trinidad y Tobago,2004,
TTO,Trinidad y Tobago,2005,
TTO,Trinidad y Tobago,2006,
TTO,Trinidad y Tobago,2007,
TTO,Trinidad y Tobago,2008,
TTO,Trinidad y Tobago,2009,
TTO,Trinidad y Tobago,2010,
TTO,Trinidad y Tobago,2011,
TUN,Túnez,2012,0.17300001
TUN,Túnez,2013,0.2
TUN,Túnez,2014,0.23300001
TUN,Túnez,2015,0.24000001
TUN,Túnez,2016,0.24000001
TUN,Túnez,2017,0.24000001
TUN,Túnez,2018,0.245
TUN,Túnez,2019,0.245
TUN,Túnez,2020,0.245
TUN,Túnez,2021,0.245
TUN,Túnez,2022,0.245
TUN,Túnez,2000,0.010650001
TUN,Túnez,2001,0.010650001
TUN,Túnez,2002,0.010650001
TUN,Túnez,2003,0.019370003
TUN,Túnez,2004,0.019370003
TUN,Túnez,2005,0.019370003
TUN,Túnez,2006,0.019370003
TUN,Túnez,2007,0.019370003
TUN,Túnez,2008,0.019370003
TUN,Túnez,2009,0.05369
TUN,Túnez,2010,0.05369
TUN,Túnez,2011,0.05369
TUR,Turquía,2012,2.2610002
TUR,Turquía,2013,2.7600002
TUR,Turquía,2014,3.63
TUR,Turquía,2015,4.5030003
TUR,Turquía,2016,5.7510004
TUR,Turquía,2017,6.51615
TUR,Turquía,2018,7.0053864
TUR,Turquía,2019,7.591156
TUR,Turquía,2020,8.832395
TUR,Turquía,2021,10.606996
TUR,Turquía,2022,11.396195
TUR,Turquía,2000,0.019000001
TUR,Turquía,2001,0.019000001
TUR,Turquía,2002,0.019000001
TUR,Turquía,2003,0.019000001
TUR,Turquía,2004,0.019000001
TUR,Turquía,2005,0.021000002
TUR,Turquía,2006,0.059000004
TUR,Turquía,2007,0.14600001
TUR,Turquía,2008,0.36400002
TUR,Turquía,2009,0.79200006
TUR,Turquía,2010,1.32
TUR,Turquía,2011,1.7290001
UKR,Ucrania,2012,0.24800001
UKR,Ucrania,2013,0.36200002
UKR,Ucrania,2014,0.51390004
UKR,Ucrania,2015,0.51390004
UKR,Ucrania,2016,0.526
UKR,Ucrania,2017,0.55300003
UKR,Ucrania,2018,0.62077004
UKR,Ucrania,2019,1.2577701
UKR,Ucrania,2020,1.4020001
UKR,Ucrania,2021,1.761
UKR,Ucrania,2022,1.761
UKR,Ucrania,2000,0.0050000004
UKR,Ucrania,2001,0.03623
UKR,Ucrania,2002,0.046230003
UKR,Ucrania,2003,0.054400004
UKR,Ucrania,2004,0.0714
UKR,Ucrania,2005,0.0766
UKR,Ucrania,2006,0.0766
UKR,Ucrania,2007,0.082
UKR,Ucrania,2008,0.083000004
UKR,Ucrania,2009,0.086
UKR,Ucrania,2010,0.08800001
UKR,Ucrania,2011,0.14600001
ARE,Emiratos Árabes Unidos,2012,
ARE,Emiratos Árabes Unidos,2013,0.00085000007
ARE,Emiratos Árabes Unidos,2014,0.0017000001
ARE,Emiratos Árabes Unidos,2015,0.0017000001
ARE,Emiratos Árabes Unidos,2016,0.0
ARE,Emiratos Árabes Unidos,2017,0.0
ARE,Emiratos Árabes Unidos,2018,0.0
ARE,Emiratos Árabes Unidos,2019,0.0
ARE,Emiratos Árabes Unidos,2020,
ARE,Emiratos Árabes Unidos,2021,
ARE,Emiratos Árabes Unidos,2022,
ARE,Emiratos Árabes Unidos,2000,
ARE,Emiratos Árabes Unidos,2001,
ARE,Emiratos Árabes Unidos,2002,
ARE,Emiratos Árabes Unidos,2003,
ARE,Emiratos Árabes Unidos,2004,
ARE,Emiratos Árabes Unidos,2005,
ARE,Emiratos Árabes Unidos,2006,
ARE,Emiratos Árabes Unidos,2007,
ARE,Emiratos Árabes Unidos,2008,
ARE,Emiratos Árabes Unidos,2009,
