"year","semester","labor_status","poverty_line","poverty_rate"
"2011","II","Desocupados","Indigencia","16.954742"
"2011","II","Inactivos","Indigencia","9.2549219"
"2011","II","Patrones","Indigencia","2.3051136"
"2011","II","CtaPropia_no_Profesional","Indigencia","7.5619974"
"2011","II","CtaPropia_Profesional","Indigencia","0.94149405"
"2011","II","Asalariado_Informal","Indigencia","7.4997344"
"2011","II","Asalariado_Formal","Indigencia","0.71251029"
"2011","II","Sin_Salario","Indigencia","13.26467"
"2012","I","Total","Indigencia","5.0201707"
"2012","I","Ocupados","Indigencia","3.2005751"
"2012","I","Desocupados","Indigencia","17.023235"
"2012","I","Inactivos","Indigencia","9.7851057"
"2012","I","Patrones","Indigencia","2.7463744"
"2012","I","CtaPropia_no_Profesional","Indigencia","7.0563049"
"2012","I","CtaPropia_Profesional","Indigencia","1.7737968"
"2012","I","Asalariado_Informal","Indigencia","6.3147612"
"2012","I","Asalariado_Formal","Indigencia","0.85940069"
"2012","I","Sin_Salario","Indigencia","12.421879"
"2012","II","Total","Indigencia","4.9328332"
"2012","II","Ocupados","Indigencia","3.1990464"
"2012","II","Desocupados","Indigencia","17.089806"
"2012","II","Inactivos","Indigencia","9.3290272"
"2012","II","Patrones","Indigencia","2.2440054"
"2012","II","CtaPropia_no_Profesional","Indigencia","6.8949656"
"2012","II","CtaPropia_Profesional","Indigencia","0.89767182"
"2012","II","Asalariado_Informal","Indigencia","6.8319077"
"2012","II","Asalariado_Formal","Indigencia","0.85022378"
"2012","II","Sin_Salario","Indigencia","9.5948286"
"2013","I","Total","Indigencia","4.6235514"
"2013","I","Ocupados","Indigencia","3.131978"
"2013","I","Desocupados","Indigencia","14.683575"
"2013","I","Inactivos","Indigencia","8.4444599"
"2013","I","Patrones","Indigencia","2.4010568"
"2013","I","CtaPropia_no_Profesional","Indigencia","7.4168859"
"2013","I","CtaPropia_Profesional","Indigencia","3.1085956"
"2013","I","Asalariado_Informal","Indigencia","5.7772813"
"2013","I","Asalariado_Formal","Indigencia","0.76571202"
"2013","I","Sin_Salario","Indigencia","11.251622"
"2013","II","Total","Indigencia","4.9082389"
"2013","II","Ocupados","Indigencia","3.1695843"
"2013","II","Desocupados","Indigencia","16.029425"
"2013","II","Inactivos","Indigencia","9.90732"
"2013","II","Patrones","Indigencia","3.2058387"
"2013","II","CtaPropia_no_Profesional","Indigencia","7.1273398"
"2013","II","CtaPropia_Profesional","Indigencia","2.6085637"
"2013","II","Asalariado_Informal","Indigencia","5.7107568"
"2013","II","Asalariado_Formal","Indigencia","0.99595046"
"2013","II","Sin_Salario","Indigencia","11.705055"
"2014","I","Total","Indigencia","6.1922402"
"2014","I","Ocupados","Indigencia","4.0218577"
"2014","I","Desocupados","Indigencia","22.741957"
"2014","I","Inactivos","Indigencia","11.205949"
"2014","I","Patrones","Indigencia","2.6796849"
"2014","I","CtaPropia_no_Profesional","Indigencia","8.6215982"
"2014","I","CtaPropia_Profesional","Indigencia","3.1581552"
"2014","I","Asalariado_Informal","Indigencia","7.7002435"
"2014","I","Asalariado_Formal","Indigencia","1.3069619"
"2014","I","Sin_Salario","Indigencia","9.2969418"
"2014","II","Total","Indigencia","5.7178235"
"2014","II","Ocupados","Indigencia","3.9077599"
"2014","II","Desocupados","Indigencia","22.113194"
"2014","II","Inactivos","Indigencia","9.5492935"
"2014","II","Patrones","Indigencia","4.6959524"
"2014","II","CtaPropia_no_Profesional","Indigencia","9.1110868"
"2014","II","CtaPropia_Profesional","Indigencia","1.6830482"
"2014","II","Asalariado_Informal","Indigencia","7.3970561"
"2014","II","Asalariado_Formal","Indigencia","0.99170542"
"2014","II","Sin_Salario","Indigencia","13.683588"
"2015","I","Total","Indigencia","4.718358"
"2015","I","Ocupados","Indigencia","3.0559642"
"2015","I","Desocupados","Indigencia","16.330669"
"2015","I","Inactivos","Indigencia","8.9042196"
"2015","I","Patrones","Indigencia","3.0952449"
"2015","I","CtaPropia_no_Profesional","Indigencia","6.392704"
"2015","I","CtaPropia_Profesional","Indigencia","1.5470352"
"2015","I","Asalariado_Informal","Indigencia","6.0984721"
"2015","I","Asalariado_Formal","Indigencia","0.9650507"
"2015","I","Sin_Salario","Indigencia","9.482049"
"2015","II","Total","Indigencia",
"2015","II","Ocupados","Indigencia",
"2015","II","Desocupados","Indigencia",
"2015","II","Inactivos","Indigencia",
"2015","II","Patrones","Indigencia",
"2015","II","CtaPropia_no_Profesional","Indigencia",
"2015","II","CtaPropia_Profesional","Indigencia",
"2015","II","Asalariado_Informal","Indigencia",
"2015","II","Asalariado_Formal","Indigencia",
"2015","II","Sin_Salario","Indigencia",
"2016","I","Total","Indigencia",
"2016","I","Ocupados","Indigencia",
"2016","I","Desocupados","Indigencia",
"2016","I","Inactivos","Indigencia",
"2016","I","Patrones","Indigencia",
"2016","I","CtaPropia_no_Profesional","Indigencia",
"2016","I","CtaPropia_Profesional","Indigencia",
"2016","I","Asalariado_Informal","Indigencia",
"2016","I","Asalariado_Formal","Indigencia",
"2016","I","Sin_Salario","Indigencia",
"2016","II","Total","Indigencia","5.2988381"
"2016","II","Ocupados","Indigencia","3.4695261"
"2016","II","Desocupados","Indigencia","21.488106"
"2016","II","Inactivos","Indigencia","9.2782602"
"2016","II","Patrones","Indigencia","2.6442339"
"2016","II","CtaPropia_no_Profesional","Indigencia","7.864378"
"2016","II","CtaPropia_Profesional","Indigencia","1.6569512"
"2016","II","Asalariado_Informal","Indigencia","6.9648132"
"2016","II","Asalariado_Formal","Indigencia","0.90486503"
"2016","II","Sin_Salario","Indigencia","11.270492"
"2017","I","Total","Indigencia","5.0780287"
"2017","I","Ocupados","Indigencia","3.3107634"
"2017","I","Desocupados","Indigencia","19.212414"
"2017","I","Inactivos","Indigencia","8.6908979"
"2017","I","Patrones","Indigencia","2.3561251"
"2017","I","CtaPropia_no_Profesional","Indigencia","8.2821541"
"2017","I","CtaPropia_Profesional","Indigencia","2.8789091"
"2017","I","Asalariado_Informal","Indigencia","6.6721287"
"2017","I","Asalariado_Formal","Indigencia","0.62774426"
"2017","I","Sin_Salario","Indigencia","6.688798"
"2017","II","Total","Indigencia","3.9789333"
"2017","II","Ocupados","Indigencia","2.612138"
"2017","II","Desocupados","Indigencia","17.558081"
"2017","II","Inactivos","Indigencia","6.9398594"
"2017","II","Patrones","Indigencia","2.4131875"
"2017","II","CtaPropia_no_Profesional","Indigencia","6.9722724"
"2017","II","CtaPropia_Profesional","Indigencia","2.1749742"
"2017","II","Asalariado_Informal","Indigencia","4.5208988"
"2017","II","Asalariado_Formal","Indigencia","0.5735091"
"2017","II","Sin_Salario","Indigencia","6.2084041"
"2018","I","Total","Indigencia","4.161581"
"2018","I","Ocupados","Indigencia","2.579026"
"2018","I","Desocupados","Indigencia","14.979124"
"2018","I","Inactivos","Indigencia","8.1346474"
"2018","I","Patrones","Indigencia","2.3255854"
"2018","I","CtaPropia_no_Profesional","Indigencia","6.483233"
"2018","I","CtaPropia_Profesional","Indigencia","0.71346879"
"2018","I","Asalariado_Informal","Indigencia","5.6076803"
"2018","I","Asalariado_Formal","Indigencia","0.32549849"
"2018","I","Sin_Salario","Indigencia","12.787871"
"2018","II","Total","Indigencia","5.7055068"
"2018","II","Ocupados","Indigencia","3.701875"
"2018","II","Desocupados","Indigencia","21.093779"
"2018","II","Inactivos","Indigencia","10.396761"
"2018","II","Patrones","Indigencia","2.3680027"
"2018","II","CtaPropia_no_Profesional","Indigencia","8.7674656"
"2018","II","CtaPropia_Profesional","Indigencia","0.90641493"
"2018","II","Asalariado_Informal","Indigencia","7.6457438"
"2018","II","Asalariado_Formal","Indigencia","0.73332232"
"2018","II","Sin_Salario","Indigencia","16.371433"
"2019","I","Total","Indigencia","6.4392705"
"2019","I","Ocupados","Indigencia","4.3069491"
"2019","I","Desocupados","Indigencia","20.4855"
"2019","I","Inactivos","Indigencia","11.594541"
"2019","I","Patrones","Indigencia","2.4593174"
"2019","I","CtaPropia_no_Profesional","Indigencia","10.600055"
"2019","I","CtaPropia_Profesional","Indigencia","2.2940247"
"2019","I","Asalariado_Informal","Indigencia","8.0394831"
"2019","I","Asalariado_Formal","Indigencia","0.95692682"
"2019","I","Sin_Salario","Indigencia","13.248991"
"2019","II","Total","Indigencia","6.9361706"
"2019","II","Ocupados","Indigencia","4.5140219"
"2019","II","Desocupados","Indigencia","22.101564"
"2019","II","Inactivos","Indigencia","13.445407"
"2019","II","Patrones","Indigencia","2.1721785"
"2019","II","CtaPropia_no_Profesional","Indigencia","10.715699"
"2019","II","CtaPropia_Profesional","Indigencia","2.0921142"
"2019","II","Asalariado_Informal","Indigencia","8.8215227"
"2019","II","Asalariado_Formal","Indigencia","0.84168082"
"2019","II","Sin_Salario","Indigencia","14.513633"
"2020","I","Total","Indigencia","9.6370401"
"2020","I","Ocupados","Indigencia","5.5208354"
"2020","I","Desocupados","Indigencia","29.012711"
"2020","I","Inactivos","Indigencia","17.490805"
"2020","I","Patrones","Indigencia","5.5205936"
"2020","I","CtaPropia_no_Profesional","Indigencia","13.949282"
"2020","I","CtaPropia_Profesional","Indigencia","3.9963768"
"2020","I","Asalariado_Informal","Indigencia","10.355515"
"2020","I","Asalariado_Formal","Indigencia","1.2955577"
"2020","I","Sin_Salario","Indigencia","15.70409"
"2020","II","Total","Indigencia","9.3427877"
"2020","II","Ocupados","Indigencia","5.2768354"
"2020","II","Desocupados","Indigencia","29.485188"
"2020","II","Inactivos","Indigencia","18.024876"
"2020","II","Patrones","Indigencia","4.4360299"
"2020","II","CtaPropia_no_Profesional","Indigencia","11.362753"
"2020","II","CtaPropia_Profesional","Indigencia","8.1502819"
"2020","II","Asalariado_Informal","Indigencia","8.2688265"
"2020","II","Asalariado_Formal","Indigencia","1.6639842"
"2020","II","Sin_Salario","Indigencia","13.336939"
"2021","I","Total","Indigencia","9.1793823"
"2021","I","Ocupados","Indigencia","6.3125033"
"2021","I","Desocupados","Indigencia","26.538317"
"2021","I","Inactivos","Indigencia","16.519535"
"2021","I","Patrones","Indigencia","6.5291977"
"2021","I","CtaPropia_no_Profesional","Indigencia","16.127035"
"2021","I","CtaPropia_Profesional","Indigencia","2.834815"
"2021","I","Asalariado_Informal","Indigencia","11.179395"
"2021","I","Asalariado_Formal","Indigencia","1.5676186"
"2021","I","Sin_Salario","Indigencia","7.595645"
"2021","II","Total","Indigencia","7.5092678"
"2021","II","Ocupados","Indigencia","4.9091868"
"2021","II","Desocupados","Indigencia","21.777935"
"2021","II","Inactivos","Indigencia","16.027401"
"2021","II","Patrones","Indigencia","1.517071"
"2021","II","CtaPropia_no_Profesional","Indigencia","10.601521"
"2021","II","CtaPropia_Profesional","Indigencia","7.4219141"
"2021","II","Asalariado_Informal","Indigencia","9.7123537"
"2021","II","Asalariado_Formal","Indigencia","1.3452002"
"2021","II","Sin_Salario","Indigencia","17.012196"
"2022","I","Total","Indigencia","7.1343846"
"2022","I","Ocupados","Indigencia","4.688519"
"2022","I","Desocupados","Indigencia","22.739004"
"2022","I","Inactivos","Indigencia","14.752977"
"2022","I","Patrones","Indigencia","5.8667226"
"2022","I","CtaPropia_no_Profesional","Indigencia","10.114486"
"2022","I","CtaPropia_Profesional","Indigencia","3.1653264"
"2022","I","Asalariado_Informal","Indigencia","9.0672026"
"2022","I","Asalariado_Formal","Indigencia","0.97873867"
"2022","I","Sin_Salario","Indigencia","16.193113"
"2022","II","Total","Indigencia","7.0884471"
"2022","II","Ocupados","Indigencia","5.1917348"
"2022","II","Desocupados","Indigencia","25.119795"
"2022","II","Inactivos","Indigencia","12.815436"
"2022","II","Patrones","Indigencia","6.9792542"
"2022","II","CtaPropia_no_Profesional","Indigencia","11.302112"
"2022","II","CtaPropia_Profesional","Indigencia","2.9955883"
"2022","II","Asalariado_Informal","Indigencia","8.4213724"
"2022","II","Asalariado_Formal","Indigencia","1.5497656"
"2022","II","Sin_Salario","Indigencia","47.342659"
"2023","I","Total","Indigencia","8.0147667"
"2023","I","Ocupados","Indigencia","5.8216205"
"2023","I","Desocupados","Indigencia","27.891809"
"2023","I","Inactivos","Indigencia","14.652059"
"2023","I","Patrones","Indigencia","4.9685459"
"2023","I","CtaPropia_no_Profesional","Indigencia","12.697572"
"2023","I","CtaPropia_Profesional","Indigencia","4.8793001"
"2023","I","Asalariado_Informal","Indigencia","10.44581"
"2023","I","Asalariado_Formal","Indigencia","1.6498917"
"2023","I","Sin_Salario","Indigencia","10.472964"
"2023","II","Total","Indigencia","10.439857"
"2023","II","Ocupados","Indigencia","7.8207431"
"2023","II","Desocupados","Indigencia","23.733429"
"2023","II","Inactivos","Indigencia","21.041262"
"2023","II","Patrones","Indigencia","5.0738888"
"2023","II","CtaPropia_no_Profesional","Indigencia","17.792259"
"2023","II","CtaPropia_Profesional","Indigencia","3.4326296"
"2023","II","Asalariado_Informal","Indigencia","14.462352"
"2023","II","Asalariado_Formal","Indigencia","2.1642871"
"2023","II","Sin_Salario","Indigencia","13.469337"
"2024","I","Total","Indigencia","15.883746"
"2024","I","Ocupados","Indigencia","12.544179"
"2024","I","Desocupados","Indigencia","35.953102"
"2024","I","Inactivos","Indigencia","27.567318"
"2024","I","Patrones","Indigencia","7.0232496"
"2024","I","CtaPropia_no_Profesional","Indigencia","26.534897"
"2024","I","CtaPropia_Profesional","Indigencia","5.6170011"
"2024","I","Asalariado_Informal","Indigencia","22.29631"
"2024","I","Asalariado_Formal","Indigencia","4.236619"
"2024","I","Sin_Salario","Indigencia","40.45306"
"2003","II","Total","Pobreza","54.589394"
"2003","II","Ocupados","Pobreza","49.336876"
"2003","II","Desocupados","Pobreza","74.424461"
"2003","II","Inactivos","Pobreza","67.129654"
"2003","II","Patrones","Pobreza","28.538361"
"2003","II","CtaPropia_no_Profesional","Pobreza","64.441452"
"2003","II","CtaPropia_Profesional","Pobreza","15.837705"
"2003","II","Asalariado_Informal","Pobreza","68.059601"
"2003","II","Asalariado_Formal","Pobreza","32.286457"
"2003","II","Sin_Salario","Pobreza","53.507256"
"2004","I","Total","Pobreza","51.161053"
"2004","I","Ocupados","Pobreza","45.752243"
"2004","I","Desocupados","Pobreza","71.257515"
"2004","I","Inactivos","Pobreza","64.111877"
"2004","I","Patrones","Pobreza","24.534935"
"2004","I","CtaPropia_no_Profesional","Pobreza","62.382217"
"2004","I","CtaPropia_Profesional","Pobreza","17.723186"
"2004","I","Asalariado_Informal","Pobreza","64.737625"
"2004","I","Asalariado_Formal","Pobreza","28.381931"
"2004","I","Sin_Salario","Pobreza","62.107056"
"2004","II","Total","Pobreza","47.319668"
"2004","II","Ocupados","Pobreza","42.239231"
"2004","II","Desocupados","Pobreza","68.648033"
"2004","II","Inactivos","Pobreza","60.4884"
"2004","II","Patrones","Pobreza","23.883039"
"2004","II","CtaPropia_no_Profesional","Pobreza","59.10574"
"2004","II","CtaPropia_Profesional","Pobreza","12.396302"
"2004","II","Asalariado_Informal","Pobreza","61.783741"
"2004","II","Asalariado_Formal","Pobreza","24.742453"
"2004","II","Sin_Salario","Pobreza","52.060974"
"2005","I","Total","Pobreza","45.351753"
"2005","I","Ocupados","Pobreza","39.83527"
"2005","I","Desocupados","Pobreza","66.867004"
"2005","I","Inactivos","Pobreza","59.093987"
"2005","I","Patrones","Pobreza","21.323536"
"2005","I","CtaPropia_no_Profesional","Pobreza","55.168953"
"2005","I","CtaPropia_Profesional","Pobreza","10.675209"
"2005","I","Asalariado_Informal","Pobreza","58.612293"
"2005","I","Asalariado_Formal","Pobreza","23.958897"
"2005","I","Sin_Salario","Pobreza","50.670265"
"2005","II","Total","Pobreza","40.999016"
"2005","II","Ocupados","Pobreza","35.642864"
"2005","II","Desocupados","Pobreza","63.580791"
"2005","II","Inactivos","Pobreza","55.458576"
"2005","II","Patrones","Pobreza","17.002628"
"2005","II","CtaPropia_no_Profesional","Pobreza","53.271793"
"2005","II","CtaPropia_Profesional","Pobreza","9.7883224"
"2005","II","Asalariado_Informal","Pobreza","54.813717"
"2005","II","Asalariado_Formal","Pobreza","19.351442"
"2005","II","Sin_Salario","Pobreza","49.500587"
"2006","I","Total","Pobreza","37.435036"
"2006","I","Ocupados","Pobreza","31.993473"
"2006","I","Desocupados","Pobreza","61.584942"
"2006","I","Inactivos","Pobreza","51.685265"
"2006","I","Patrones","Pobreza","15.999021"
"2006","I","CtaPropia_no_Profesional","Pobreza","47.648834"
"2006","I","CtaPropia_Profesional","Pobreza","9.7828913"
"2006","I","Asalariado_Informal","Pobreza","51.798439"
"2006","I","Asalariado_Formal","Pobreza","16.555336"
"2006","I","Sin_Salario","Pobreza","41.678654"
"2006","II","Total","Pobreza","33.325741"
"2006","II","Ocupados","Pobreza","27.934252"
"2006","II","Desocupados","Pobreza","55.724667"
"2006","II","Inactivos","Pobreza","48.646652"
"2006","II","Patrones","Pobreza","11.603117"
"2006","II","CtaPropia_no_Profesional","Pobreza","43.512302"
"2006","II","CtaPropia_Profesional","Pobreza","6.958818"
"2006","II","Asalariado_Informal","Pobreza","45.8647"
"2006","II","Asalariado_Formal","Pobreza","14.694646"
"2006","II","Sin_Salario","Pobreza","38.509018"
"2007","I","Total","Pobreza","31.595255"
"2007","I","Ocupados","Pobreza","25.951881"
"2007","I","Desocupados","Pobreza","55.492012"
"2007","I","Inactivos","Pobreza","47.483097"
"2007","I","Patrones","Pobreza","14.167548"
"2007","I","CtaPropia_no_Profesional","Pobreza","40.861744"
"2007","I","CtaPropia_Profesional","Pobreza","7.1144218"
"2007","I","Asalariado_Informal","Pobreza","44.654781"
"2007","I","Asalariado_Formal","Pobreza","13.887293"
"2007","I","Sin_Salario","Pobreza","39.090393"
"2007","II","Total","Pobreza","32.003254"
"2007","II","Ocupados","Pobreza","26.247566"
"2007","II","Desocupados","Pobreza","52.522823"
"2007","II","Inactivos","Pobreza","48.572758"
"2007","II","Patrones","Pobreza","13.212645"
"2007","II","CtaPropia_no_Profesional","Pobreza","40.153454"
"2007","II","CtaPropia_Profesional","Pobreza","7.2178545"
"2007","II","Asalariado_Informal","Pobreza","44.251431"
"2007","II","Asalariado_Formal","Pobreza","15.279483"
"2007","II","Sin_Salario","Pobreza","44.605152"
"2008","I","Total","Pobreza","30.578014"
"2008","I","Ocupados","Pobreza","24.587265"
"2008","I","Desocupados","Pobreza","56.071217"
"2008","I","Inactivos","Pobreza","47.238605"
"2008","I","Patrones","Pobreza","11.630606"
"2008","I","CtaPropia_no_Profesional","Pobreza","38.392921"
"2008","I","CtaPropia_Profesional","Pobreza","6.0679493"
"2008","I","Asalariado_Informal","Pobreza","42.420429"
"2008","I","Asalariado_Formal","Pobreza","14.252453"
"2008","I","Sin_Salario","Pobreza","31.836088"
"2008","II","Total","Pobreza","30.354013"
"2008","II","Ocupados","Pobreza","24.511171"
"2008","II","Desocupados","Pobreza","55.867645"
"2008","II","Inactivos","Pobreza","47.310272"
"2008","II","Patrones","Pobreza","13.587427"
"2008","II","CtaPropia_no_Profesional","Pobreza","39.626316"
"2008","II","CtaPropia_Profesional","Pobreza","8.6544943"
"2008","II","Asalariado_Informal","Pobreza","41.758915"
"2008","II","Asalariado_Formal","Pobreza","13.550733"
"2008","II","Sin_Salario","Pobreza","33.209328"
"2009","I","Total","Pobreza","30.078255"
