"year","semester","region","k_value","pov_rate"
"2017","II","Cuyo","0.25000","0.06245"
"2017","II","Patagonia","0.25000","0.03272"
"2018","I","Total","0.25000","0.10207"
"2018","I","Partidos","0.25000","0.14471"
"2018","I","CABA","0.25000","0.00979"
"2018","I","Pampeana","0.25000","0.09148"
"2018","I","NEA","0.25000","0.07806"
"2018","I","NOA","0.25000","0.09226"
"2018","I","Cuyo","0.25000","0.07453"
"2018","I","Patagonia","0.25000","0.02571"
"2018","II","Total","0.25000","0.11013"
"2018","II","Partidos","0.25000","0.15402"
"2018","II","CABA","0.25000","0.00834"
"2018","II","Pampeana","0.25000","0.10481"
"2018","II","NEA","0.25000","0.08158"
"2018","II","NOA","0.25000","0.10688"
"2018","II","Cuyo","0.25000","0.06316"
"2018","II","Patagonia","0.25000","0.02654"
"2019","I","Total","0.25000","0.10492"
"2019","I","Partidos","0.25000","0.14468"
"2019","I","CABA","0.25000","0.01959"
"2019","I","Pampeana","0.25000","0.09330"
"2019","I","NEA","0.25000","0.08163"
"2019","I","NOA","0.25000","0.11159"
"2019","I","Cuyo","0.25000","0.06215"
"2019","I","Patagonia","0.25000","0.03391"
"2019","II","Total","0.25000","0.11354"
"2019","II","Partidos","0.25000","0.16026"
"2019","II","CABA","0.25000","0.01673"
"2019","II","Pampeana","0.25000","0.09351"
"2019","II","NEA","0.25000","0.07574"
"2019","II","NOA","0.25000","0.12970"
"2019","II","Cuyo","0.25000","0.06827"
"2019","II","Patagonia","0.25000","0.02815"
"2020","I","Total","0.25000","0.11226"
"2020","I","Partidos","0.25000","0.16328"
"2020","I","CABA","0.25000","0.01510"
"2020","I","Pampeana","0.25000","0.09759"
"2020","I","NEA","0.25000","0.06598"
"2020","I","NOA","0.25000","0.10782"
"2020","I","Cuyo","0.25000","0.06249"
"2020","I","Patagonia","0.25000","0.03518"
"2020","II","Total","0.25000","0.12101"
"2020","II","Partidos","0.25000","0.18557"
"2020","II","CABA","0.25000","0.01322"
"2020","II","Pampeana","0.25000","0.07652"
"2020","II","NEA","0.25000","0.09095"
"2020","II","NOA","0.25000","0.12322"
"2020","II","Cuyo","0.25000","0.07130"
"2020","II","Patagonia","0.25000","0.04145"
"2021","I","Total","0.25000","0.09193"
"2021","I","Partidos","0.25000","0.12370"
"2021","I","CABA","0.25000","0.00648"
"2021","I","Pampeana","0.25000","0.08687"
"2021","I","NEA","0.25000","0.06969"
"2021","I","NOA","0.25000","0.10530"
"2021","I","Cuyo","0.25000","0.05855"
"2021","I","Patagonia","0.25000","0.02073"
"2021","II","Total","0.25000","0.09100"
"2021","II","Partidos","0.25000","0.12906"
"2021","II","CABA","0.25000","0.01014"
"2021","II","Pampeana","0.25000","0.07704"
"2021","II","NEA","0.25000","0.06375"
"2021","II","NOA","0.25000","0.09078"
"2021","II","Cuyo","0.25000","0.05669"
"2021","II","Patagonia","0.25000","0.01730"
"2022","I","Total","0.25000","0.08835"
"2022","I","Partidos","0.25000","0.12741"
"2022","I","CABA","0.25000","0.00674"
"2022","I","Pampeana","0.25000","0.07320"
"2022","I","NEA","0.25000","0.07709"
"2022","I","NOA","0.25000","0.07992"
"2022","I","Cuyo","0.25000","0.05819"
"2022","I","Patagonia","0.25000","0.01745"
"2022","II","Total","0.25000","0.09063"
"2022","II","Partidos","0.25000","0.12625"
"2022","II","CABA","0.25000","0.01137"
"2022","II","Pampeana","0.25000","0.07707"
"2022","II","NEA","0.25000","0.07614"
"2022","II","NOA","0.25000","0.09395"
"2022","II","Cuyo","0.25000","0.06004"
"2022","II","Patagonia","0.25000","0.01646"
"2023","I","Total","0.25000","0.08905"
"2023","I","Partidos","0.25000","0.12649"
"2023","I","CABA","0.25000","0.01743"
"2023","I","Pampeana","0.25000","0.07299"
"2023","I","NEA","0.25000","0.07686"
"2023","I","NOA","0.25000","0.08111"
"2023","I","Cuyo","0.25000","0.05444"
"2023","I","Patagonia","0.25000","0.02118"
"2023","II","Total","0.25000","0.09058"
"2023","II","Partidos","0.25000","0.12745"
"2023","II","CABA","0.25000","0.01496"
"2023","II","Pampeana","0.25000","0.07803"
"2023","II","NEA","0.25000","0.07718"
"2023","II","NOA","0.25000","0.07976"
"2023","II","Cuyo","0.25000","0.05877"
"2023","II","Patagonia","0.25000","0.02106"
"2024","I","Total","0.25000","0.09538"
"2024","I","Partidos","0.25000","0.13798"
"2024","I","CABA","0.25000","0.00330"
"2024","I","Pampeana","0.25000","0.08327"
"2024","I","NEA","0.25000","0.07413"
"2024","I","NOA","0.25000","0.07533"
"2024","I","Cuyo","0.25000","0.06840"
"2024","I","Patagonia","0.25000","0.02221"
"2024","II","Total","0.25000","0.09579"
"2024","II","Partidos","0.25000","0.14093"
"2024","II","CABA","0.25000","0.00276"
"2024","II","Pampeana","0.25000","0.08643"
"2024","II","NEA","0.25000","0.07566"
"2024","II","NOA","0.25000","0.07141"
"2024","II","Cuyo","0.25000","0.05331"
"2024","II","Patagonia","0.25000","0.01907"
"2025","I","Total","0.25000","0.08564"
"2025","I","Partidos","0.25000","0.12326"
"2025","I","CABA","0.25000","0.00500"
"2025","I","Pampeana","0.25000","0.07353"
"2025","I","NEA","0.25000","0.06232"
"2025","I","NOA","0.25000","0.07647"
"2025","I","Cuyo","0.25000","0.05647"
"2025","I","Patagonia","0.25000","0.01496"
"2003","II","Total","0.35000","0.15316"
"2003","II","Partidos","0.35000","0.21303"
"2003","II","CABA","0.35000","0.02114"
"2003","II","Pampeana","0.35000","0.11352"
"2003","II","NEA","0.35000","0.21238"
"2003","II","NOA","0.35000","0.18726"
"2003","II","Cuyo","0.35000","0.10555"
"2003","II","Patagonia","0.35000","0.03375"
"2004","I","Total","0.35000","0.13665"
"2004","I","Partidos","0.35000","0.19171"
"2004","I","CABA","0.35000","0.01663"
"2004","I","Pampeana","0.35000","0.09649"
"2004","I","NEA","0.35000","0.19405"
"2004","I","NOA","0.35000","0.16923"
"2004","I","Cuyo","0.35000","0.10685"
"2004","I","Patagonia","0.35000","0.03044"
"2004","II","Total","0.35000","0.13769"
"2004","II","Partidos","0.35000","0.19772"
"2004","II","CABA","0.35000","0.01307"
"2004","II","Pampeana","0.35000","0.09512"
"2004","II","NEA","0.35000","0.17811"
"2004","II","NOA","0.35000","0.16777"
"2004","II","Cuyo","0.35000","0.10100"
"2004","II","Patagonia","0.35000","0.05267"
"2005","I","Total","0.35000","0.13309"
"2005","I","Partidos","0.35000","0.18782"
"2005","I","CABA","0.35000","0.02054"
"2005","I","Pampeana","0.35000","0.09036"
"2005","I","NEA","0.35000","0.18047"
"2005","I","NOA","0.35000","0.16888"
"2005","I","Cuyo","0.35000","0.09947"
"2005","I","Patagonia","0.35000","0.03716"
"2005","II","Total","0.35000","0.12832"
"2005","II","Partidos","0.35000","0.17926"
"2005","II","CABA","0.35000","0.01587"
"2005","II","Pampeana","0.35000","0.09492"
"2005","II","NEA","0.35000","0.16002"
"2005","II","NOA","0.35000","0.16657"
"2005","II","Cuyo","0.35000","0.09261"
"2005","II","Patagonia","0.35000","0.03930"
"2006","I","Total","0.35000","0.12495"
"2006","I","Partidos","0.35000","0.17499"
"2006","I","CABA","0.35000","0.01963"
"2006","I","Pampeana","0.35000","0.08901"
"2006","I","NEA","0.35000","0.16619"
"2006","I","NOA","0.35000","0.16149"
"2006","I","Cuyo","0.35000","0.08901"
"2006","I","Patagonia","0.35000","0.02151"
"2006","II","Total","0.35000","0.12103"
"2006","II","Partidos","0.35000","0.17119"
"2006","II","CABA","0.35000","0.01952"
"2006","II","Pampeana","0.35000","0.08797"
"2006","II","NEA","0.35000","0.17141"
"2006","II","NOA","0.35000","0.15501"
"2006","II","Cuyo","0.35000","0.06953"
"2006","II","Patagonia","0.35000","0.03744"
"2007","I","Total","0.35000","0.11017"
"2007","I","Partidos","0.35000","0.15351"
"2007","I","CABA","0.35000","0.02184"
"2007","I","Pampeana","0.35000","0.07994"
"2007","I","NEA","0.35000","0.15408"
"2007","I","NOA","0.35000","0.13403"
"2007","I","Cuyo","0.35000","0.08196"
"2007","I","Patagonia","0.35000","0.03153"
"2007","II","Total","0.35000","0.10576"
"2007","II","Partidos","0.35000","0.15096"
"2007","II","CABA","0.35000","0.03147"
"2007","II","Pampeana","0.35000","0.07561"
"2007","II","NEA","0.35000","0.13113"
"2007","II","NOA","0.35000","0.12493"
"2007","II","Cuyo","0.35000","0.06149"
"2007","II","Patagonia","0.35000","0.02970"
"2008","I","Total","0.35000","0.10034"
"2008","I","Partidos","0.35000","0.14412"
"2008","I","CABA","0.35000","0.01299"
"2008","I","Pampeana","0.35000","0.07418"
"2008","I","NEA","0.35000","0.11437"
"2008","I","NOA","0.35000","0.12193"
"2008","I","Cuyo","0.35000","0.07109"
"2008","I","Patagonia","0.35000","0.03941"
"2008","II","Total","0.35000","0.09391"
"2008","II","Partidos","0.35000","0.12996"
"2008","II","CABA","0.35000","0.02850"
"2008","II","Pampeana","0.35000","0.06805"
"2008","II","NEA","0.35000","0.10541"
"2008","II","NOA","0.35000","0.12378"
"2008","II","Cuyo","0.35000","0.05973"
"2008","II","Patagonia","0.35000","0.03235"
"2009","I","Total","0.35000","0.09303"
"2009","I","Partidos","0.35000","0.12489"
"2009","I","CABA","0.35000","0.02967"
"2009","I","Pampeana","0.35000","0.06897"
"2009","I","NEA","0.35000","0.09148"
"2009","I","NOA","0.35000","0.13671"
"2009","I","Cuyo","0.35000","0.05731"
"2009","I","Patagonia","0.35000","0.04526"
"2009","II","Total","0.35000","0.09407"
"2009","II","Partidos","0.35000","0.13479"
"2009","II","CABA","0.35000","0.02294"
"2009","II","Pampeana","0.35000","0.06878"
"2009","II","NEA","0.35000","0.10549"
"2009","II","NOA","0.35000","0.10833"
"2009","II","Cuyo","0.35000","0.05726"
"2009","II","Patagonia","0.35000","0.03476"
"2010","I","Total","0.35000","0.07667"
"2010","I","Partidos","0.35000","0.10618"
"2010","I","CABA","0.35000","0.01178"
"2010","I","Pampeana","0.35000","0.06112"
"2010","I","NEA","0.35000","0.09105"
"2010","I","NOA","0.35000","0.10132"
"2010","I","Cuyo","0.35000","0.04385"
"2010","I","Patagonia","0.35000","0.02701"
"2010","II","Total","0.35000","0.07545"
"2010","II","Partidos","0.35000","0.10107"
"2010","II","CABA","0.35000","0.01163"
"2010","II","Pampeana","0.35000","0.06006"
"2010","II","NEA","0.35000","0.09834"
"2010","II","NOA","0.35000","0.09867"
"2010","II","Cuyo","0.35000","0.05636"
"2010","II","Patagonia","0.35000","0.03193"
"2011","I","Total","0.35000","0.07160"
"2011","I","Partidos","0.35000","0.10081"
"2011","I","CABA","0.35000","0.00930"
"2011","I","Pampeana","0.35000","0.05285"
"2011","I","NEA","0.35000","0.08494"
"2011","I","NOA","0.35000","0.09698"
"2011","I","Cuyo","0.35000","0.04409"
"2011","I","Patagonia","0.35000","0.02919"
"2011","II","Total","0.35000","0.07078"
"2011","II","Partidos","0.35000","0.09925"
"2011","II","CABA","0.35000","0.00315"
"2011","II","Pampeana","0.35000","0.05130"
"2011","II","NEA","0.35000","0.08409"
"2011","II","NOA","0.35000","0.09450"
"2011","II","Cuyo","0.35000","0.06128"
"2011","II","Patagonia","0.35000","0.02391"
"2012","I","Total","0.35000","0.06601"
"2012","I","Partidos","0.35000","0.09815"
"2012","I","CABA","0.35000","0.00343"
"2012","I","Pampeana","0.35000","0.04476"
"2012","I","NEA","0.35000","0.05512"
"2012","I","NOA","0.35000","0.08647"
"2012","I","Cuyo","0.35000","0.05181"
"2012","I","Patagonia","0.35000","0.02476"
"2012","II","Total","0.35000","0.06256"
"2012","II","Partidos","0.35000","0.09252"
"2012","II","CABA","0.35000","0.00105"
"2012","II","Pampeana","0.35000","0.04382"
"2012","II","NEA","0.35000","0.06443"
"2012","II","NOA","0.35000","0.07761"
"2012","II","Cuyo","0.35000","0.04767"
"2012","II","Patagonia","0.35000","0.02316"
"2013","I","Total","0.35000","0.05729"
"2013","I","Partidos","0.35000","0.08146"
"2013","I","CABA","0.35000","0.01384"
"2013","I","Pampeana","0.35000","0.04566"
"2013","I","NEA","0.35000","0.06162"
"2013","I","NOA","0.35000","0.06582"
"2013","I","Cuyo","0.35000","0.02976"
"2013","I","Patagonia","0.35000","0.01490"
"2013","II","Total","0.35000","0.06075"
"2013","II","Partidos","0.35000","0.09192"
"2013","II","CABA","0.35000","0.00964"
"2013","II","Pampeana","0.35000","0.04414"
"2013","II","NEA","0.35000","0.05621"
"2013","II","NOA","0.35000","0.05909"
"2013","II","Cuyo","0.35000","0.04072"
"2013","II","Patagonia","0.35000","0.01425"
"2014","I","Total","0.35000","0.05669"
"2014","I","Partidos","0.35000","0.08868"
"2014","I","CABA","0.35000","0.00367"
"2014","I","Pampeana","0.35000","0.04318"
"2014","I","NEA","0.35000","0.04621"
"2014","I","NOA","0.35000","0.04720"
"2014","I","Cuyo","0.35000","0.03793"
"2014","I","Patagonia","0.35000","0.02208"
"2014","II","Total","0.35000","0.05925"
"2014","II","Partidos","0.35000","0.09442"
"2014","II","CABA","0.35000","0.00039"
"2014","II","Pampeana","0.35000","0.04003"
"2014","II","NEA","0.35000","0.04449"
"2014","II","NOA","0.35000","0.05378"
"2014","II","Cuyo","0.35000","0.04876"
"2014","II","Patagonia","0.35000","0.01680"
"2015","I","Total","0.35000","0.05188"
"2015","I","Partidos","0.35000","0.08351"
"2015","I","CABA","0.35000","0.00151"
"2015","I","Pampeana","0.35000","0.03534"
"2015","I","NEA","0.35000","0.03774"
"2015","I","NOA","0.35000","0.04226"
"2015","I","Cuyo","0.35000","0.03608"
"2015","I","Patagonia","0.35000","0.02320"
"2015","II","Total","0.35000",""
"2015","II","Partidos","0.35000",""
"2015","II","CABA","0.35000",""
"2015","II","Pampeana","0.35000",""
"2015","II","NEA","0.35000",""
"2015","II","NOA","0.35000",""
"2015","II","Cuyo","0.35000",""
"2015","II","Patagonia","0.35000",""
"2016","I","Total","0.35000",""
"2016","I","Partidos","0.35000",""
"2016","I","CABA","0.35000",""
"2016","I","Pampeana","0.35000",""
"2016","I","NEA","0.35000",""
"2016","I","NOA","0.35000",""
"2016","I","Cuyo","0.35000",""
"2016","I","Patagonia","0.35000",""
"2016","II","Total","0.35000","0.05253"
"2016","II","Partidos","0.35000","0.08231"
"2016","II","CABA","0.35000","0.00315"
"2016","II","Pampeana","0.35000","0.03907"
"2016","II","NEA","0.35000","0.03543"
"2016","II","NOA","0.35000","0.03790"
"2016","II","Cuyo","0.35000","0.02530"
"2016","II","Patagonia","0.35000","0.01663"
"2017","I","Total","0.35000","0.05572"
"2017","I","Partidos","0.35000","0.08888"
"2017","I","CABA","0.35000","0.00675"
"2017","I","Pampeana","0.35000","0.04098"
"2017","I","NEA","0.35000","0.02697"
"2017","I","NOA","0.35000","0.03644"
"2017","I","Cuyo","0.35000","0.03259"
"2017","I","Patagonia","0.35000","0.01033"
"2017","II","Total","0.35000","0.04846"
"2017","II","Partidos","0.35000","0.07539"
"2017","II","CABA","0.35000","0.00227"
"2017","II","Pampeana","0.35000","0.03504"
"2017","II","NEA","0.35000","0.03218"
"2017","II","NOA","0.35000","0.03869"
"2017","II","Cuyo","0.35000","0.02559"
"2017","II","Patagonia","0.35000","0.01464"
"2018","I","Total","0.35000","0.04181"
"2018","I","Partidos","0.35000","0.05849"
"2018","I","CABA","0.35000","0.00156"
"2018","I","Pampeana","0.35000","0.04075"
"2018","I","NEA","0.35000","0.03368"
"2018","I","NOA","0.35000","0.03768"
"2018","I","Cuyo","0.35000","0.03086"
"2018","I","Patagonia","0.35000","0.00611"
"2018","II","Total","0.35000","0.04867"
"2018","II","Partidos","0.35000","0.07186"
"2018","II","CABA","0.35000","0.00350"
"2018","II","Pampeana","0.35000","0.04099"
"2018","II","NEA","0.35000","0.03810"
"2018","II","NOA","0.35000","0.04421"
"2018","II","Cuyo","0.35000","0.02267"
"2018","II","Patagonia","0.35000","0.01069"
"2019","I","Total","0.35000","0.04689"
"2019","I","Partidos","0.35000","0.06949"
"2019","I","CABA","0.35000","0.00760"
"2019","I","Pampeana","0.35000","0.03844"
"2019","I","NEA","0.35000","0.02936"
"2019","I","NOA","0.35000","0.04129"
"2019","I","Cuyo","0.35000","0.02908"
"2019","I","Patagonia","0.35000","0.00836"
"2019","II","Total","0.35000","0.05285"
"2019","II","Partidos","0.35000","0.07698"
"2019","II","CABA","0.35000","0.00937"
"2019","II","Pampeana","0.35000","0.04021"
"2019","II","NEA","0.35000","0.02906"
"2019","II","NOA","0.35000","0.05977"
"2019","II","Cuyo","0.35000","0.03032"
"2019","II","Patagonia","0.35000","0.01034"
"2020","I","Total","0.35000","0.05167"
"2020","I","Partidos","0.35000","0.08116"
"2020","I","CABA","0.35000","0.00393"
"2020","I","Pampeana","0.35000","0.03989"
"2020","I","NEA","0.35000","0.02549"
"2020","I","NOA","0.35000","0.04479"
"2020","I","Cuyo","0.35000","0.02194"
"2020","I","Patagonia","0.35000","0.01374"
"2020","II","Total","0.35000","0.05251"
"2020","II","Partidos","0.35000","0.08565"
"2020","II","CABA","0.35000","0.00460"
"2020","II","Pampeana","0.35000","0.03176"
"2020","II","NEA","0.35000","0.03125"
"2020","II","NOA","0.35000","0.04664"
"2020","II","Cuyo","0.35000","0.02508"
"2020","II","Patagonia","0.35000","0.00745"
"2021","I","Total","0.35000","0.02927"
"2021","I","Partidos","0.35000","0.03530"
"2021","I","CABA","0.35000","0.00000"
"2021","I","Pampeana","0.35000","0.03223"
"2021","I","NEA","0.35000","0.02395"
"2021","I","NOA","0.35000","0.04484"
"2021","I","Cuyo","0.35000","0.01948"
"2021","I","Patagonia","0.35000","0.00517"
"2021","II","Total","0.35000","0.03606"
"2021","II","Partidos","0.35000","0.05217"
"2021","II","CABA","0.35000","0.00020"
"2021","II","Pampeana","0.35000","0.02963"
"2021","II","NEA","0.35000","0.02494"
"2021","II","NOA","0.35000","0.03981"
"2021","II","Cuyo","0.35000","0.02015"
