"year","semester","region","poverty_line","poverty_rate"
"2013","II","NOA","Indigencia","6.7791257"
"2013","II","Cuyo","Indigencia","3.5806997"
"2013","II","Patagonia","Indigencia","4.5597048"
"2014","I","Total","Indigencia","7.6112819"
"2014","I","Partidos del GBA","Indigencia","8.8464308"
"2014","I","CABA","Indigencia","2.560353"
"2014","I","Pampeana","Indigencia","7.6056218"
"2014","I","NEA","Indigencia","12.331255"
"2014","I","NOA","Indigencia","7.6035118"
"2014","I","Cuyo","Indigencia","6.1719112"
"2014","I","Patagonia","Indigencia","5.1541734"
"2014","II","Total","Indigencia","7.1638794"
"2014","II","Partidos del GBA","Indigencia","8.6058798"
"2014","II","CABA","Indigencia","2.0210271"
"2014","II","Pampeana","Indigencia","6.8875384"
"2014","II","NEA","Indigencia","12.082803"
"2014","II","NOA","Indigencia","6.7526064"
"2014","II","Cuyo","Indigencia","6.0493755"
"2014","II","Patagonia","Indigencia","4.4584827"
"2015","I","Total","Indigencia","5.9920015"
"2015","I","Partidos del GBA","Indigencia","7.5237303"
"2015","I","CABA","Indigencia","2.4576156"
"2015","I","Pampeana","Indigencia","5.8582463"
"2015","I","NEA","Indigencia","8.7061501"
"2015","I","NOA","Indigencia","5.3731666"
"2015","I","Cuyo","Indigencia","3.2702699"
"2015","I","Patagonia","Indigencia","2.985296"
"2015","II","Total","Indigencia",
"2015","II","Partidos del GBA","Indigencia",
"2015","II","CABA","Indigencia",
"2015","II","Pampeana","Indigencia",
"2015","II","NEA","Indigencia",
"2015","II","NOA","Indigencia",
"2015","II","Cuyo","Indigencia",
"2015","II","Patagonia","Indigencia",
"2016","I","Total","Indigencia",
"2016","I","Partidos del GBA","Indigencia",
"2016","I","CABA","Indigencia",
"2016","I","Pampeana","Indigencia",
"2016","I","NEA","Indigencia",
"2016","I","NOA","Indigencia",
"2016","I","Cuyo","Indigencia",
"2016","I","Patagonia","Indigencia",
"2016","II","Total","Indigencia","6.1486063"
"2016","II","Partidos del GBA","Indigencia","7.601872"
"2016","II","CABA","Indigencia","2.2929602"
"2016","II","Pampeana","Indigencia","6.6448903"
"2016","II","NEA","Indigencia","5.1513157"
"2016","II","NOA","Indigencia","5.4781079"
"2016","II","Cuyo","Indigencia","4.3734016"
"2016","II","Patagonia","Indigencia","3.3060892"
"2017","I","Total","Indigencia","6.1511054"
"2017","I","Partidos del GBA","Indigencia","8.0996647"
"2017","I","CABA","Indigencia","2.6168749"
"2017","I","Pampeana","Indigencia","5.8265538"
"2017","I","NEA","Indigencia","5.6015487"
"2017","I","NOA","Indigencia","4.8093801"
"2017","I","Cuyo","Indigencia","4.002317"
"2017","I","Patagonia","Indigencia","3.0885127"
"2017","II","Total","Indigencia","4.7603812"
"2017","II","Partidos del GBA","Indigencia","6.086123"
"2017","II","CABA","Indigencia","2.4543195"
"2017","II","Pampeana","Indigencia","4.1462336"
"2017","II","NEA","Indigencia","5.6852407"
"2017","II","NOA","Indigencia","3.8835266"
"2017","II","Cuyo","Indigencia","3.7240784"
"2017","II","Patagonia","Indigencia","2.1339509"
"2018","I","Total","Indigencia","4.881453"
"2018","I","Partidos del GBA","Indigencia","6.0903535"
"2018","I","CABA","Indigencia","2.1820962"
"2018","I","Pampeana","Indigencia","5.4075751"
"2018","I","NEA","Indigencia","4.2215962"
"2018","I","NOA","Indigencia","3.5587635"
"2018","I","Cuyo","Indigencia","3.1496007"
"2018","I","Patagonia","Indigencia","2.4576976"
"2018","II","Total","Indigencia","6.6843038"
"2018","II","Partidos del GBA","Indigencia","8.4993668"
"2018","II","CABA","Indigencia","2.5422184"
"2018","II","Pampeana","Indigencia","6.4110069"
"2018","II","NEA","Indigencia","8.9395142"
"2018","II","NOA","Indigencia","5.332365"
"2018","II","Cuyo","Indigencia","4.1354103"
"2018","II","Patagonia","Indigencia","3.4091766"
"2019","I","Total","Indigencia","7.611629"
"2019","I","Partidos del GBA","Indigencia","9.1251802"
"2019","I","CABA","Indigencia","4.7560525"
"2019","I","Pampeana","Indigencia","7.22366"
"2019","I","NEA","Indigencia","10.978036"
"2019","I","NOA","Indigencia","5.4883475"
"2019","I","Cuyo","Indigencia","6.0974231"
"2019","I","Patagonia","Indigencia","3.8921702"
"2019","II","Total","Indigencia","8.143012"
"2019","II","Partidos del GBA","Indigencia","11.44901"
"2019","II","CABA","Indigencia","1.2755377"
"2019","II","Pampeana","Indigencia","6.7436662"
"2019","II","NEA","Indigencia","8.1909437"
"2019","II","NOA","Indigencia","6.5222917"
"2019","II","Cuyo","Indigencia","5.9942851"
"2019","II","Patagonia","Indigencia","5.0256262"
"2020","I","Total","Indigencia","10.506573"
"2020","I","Partidos del GBA","Indigencia","13.659721"
"2020","I","CABA","Indigencia","3.6947799"
"2020","I","Pampeana","Indigencia","10.11141"
"2020","I","NEA","Indigencia","11.368208"
"2020","I","NOA","Indigencia","7.8278036"
"2020","I","Cuyo","Indigencia","7.2955527"
"2020","I","Patagonia","Indigencia","6.4204879"
"2020","II","Total","Indigencia","10.598225"
"2020","II","Partidos del GBA","Indigencia","15.511408"
"2020","II","CABA","Indigencia","5.3299222"
"2020","II","Pampeana","Indigencia","7.535533"
"2020","II","NEA","Indigencia","7.3628831"
"2020","II","NOA","Indigencia","7.2278624"
"2020","II","Cuyo","Indigencia","5.4788771"
"2020","II","Patagonia","Indigencia","7.2747192"
"2021","I","Total","Indigencia","10.732261"
"2021","I","Partidos del GBA","Indigencia","13.755561"
"2021","I","CABA","Indigencia","2.209789"
"2021","I","Pampeana","Indigencia","11.165555"
"2021","I","NEA","Indigencia","11.818355"
"2021","I","NOA","Indigencia","9.3630142"
"2021","I","Cuyo","Indigencia","6.4656358"
"2021","I","Patagonia","Indigencia","6.0071192"
"2021","II","Total","Indigencia","8.448"
"2021","II","Partidos del GBA","Indigencia","11.008424"
"2021","II","CABA","Indigencia","2.2795813"
"2021","II","Pampeana","Indigencia","7.6599369"
"2021","II","NEA","Indigencia","11.016868"
"2021","II","NOA","Indigencia","7.0734105"
"2021","II","Cuyo","Indigencia","6.1356564"
"2021","II","Patagonia","Indigencia","4.2943702"
"2022","I","Total","Indigencia","8.5091715"
"2022","I","Partidos del GBA","Indigencia","11.274154"
"2022","I","CABA","Indigencia","3.6663883"
"2022","I","Pampeana","Indigencia","8.188323"
"2022","I","NEA","Indigencia","9.1160097"
"2022","I","NOA","Indigencia","5.8440657"
"2022","I","Cuyo","Indigencia","4.3926082"
"2022","I","Patagonia","Indigencia","4.428442"
"2022","II","Total","Indigencia","7.9171233"
"2022","II","Partidos del GBA","Indigencia","9.7725554"
"2022","II","CABA","Indigencia","3.5946002"
"2022","II","Pampeana","Indigencia","7.2291355"
"2022","II","NEA","Indigencia","10.066278"
"2022","II","NOA","Indigencia","7.1271005"
"2022","II","Cuyo","Indigencia","5.4366622"
"2022","II","Patagonia","Indigencia","5.4704585"
"2023","I","Total","Indigencia","9.37642"
"2023","I","Partidos del GBA","Indigencia","11.775974"
"2023","I","CABA","Indigencia","5.3111644"
"2023","I","Pampeana","Indigencia","8.2428532"
"2023","I","NEA","Indigencia","10.625524"
"2023","I","NOA","Indigencia","7.9902835"
"2023","I","Cuyo","Indigencia","6.8373032"
"2023","I","Patagonia","Indigencia","5.1930447"
"2023","II","Total","Indigencia","12.288488"
"2023","II","Partidos del GBA","Indigencia","14.54503"
"2023","II","CABA","Indigencia","5.1668983"
"2023","II","Pampeana","Indigencia","12.086603"
"2023","II","NEA","Indigencia","15.196273"
"2023","II","NOA","Indigencia","11.502455"
"2023","II","Cuyo","Indigencia","11.02692"
"2023","II","Patagonia","Indigencia","6.7990255"
"2024","I","Total","Indigencia","17.964128"
"2024","I","Partidos del GBA","Indigencia","22.187403"
"2024","I","CABA","Indigencia","7.6585813"
"2024","I","Pampeana","Indigencia","15.729044"
"2024","I","NEA","Indigencia","23.298611"
"2024","I","NOA","Indigencia","17.611073"
"2024","I","Cuyo","Indigencia","13.193166"
"2024","I","Patagonia","Indigencia","11.286016"
"2003","II","Total","Pobreza","59.927891"
"2003","II","Partidos del GBA","Pobreza","65.546768"
"2003","II","CABA","Pobreza","28.257627"
"2003","II","Pampeana","Pobreza","59.647232"
"2003","II","NEA","Pobreza","73.90184"
"2003","II","NOA","Pobreza","68.898483"
"2003","II","Cuyo","Pobreza","67.24617"
"2003","II","Patagonia","Pobreza","52.139328"
"2004","I","Total","Pobreza","57.535515"
"2004","I","Partidos del GBA","Pobreza","62.765968"
"2004","I","CABA","Pobreza","26.638176"
"2004","I","Pampeana","Pobreza","56.993484"
"2004","I","NEA","Pobreza","71.172966"
"2004","I","NOA","Pobreza","68.327248"
"2004","I","Cuyo","Pobreza","63.743778"
"2004","I","Patagonia","Pobreza","50.377357"
"2004","II","Total","Pobreza","52.851963"
"2004","II","Partidos del GBA","Pobreza","56.86808"
"2004","II","CABA","Pobreza","22.789555"
"2004","II","Pampeana","Pobreza","52.654888"
"2004","II","NEA","Pobreza","71.173721"
"2004","II","NOA","Pobreza","63.606361"
"2004","II","Cuyo","Pobreza","60.441513"
"2004","II","Patagonia","Pobreza","44.630283"
"2005","I","Total","Pobreza","51.083958"
"2005","I","Partidos del GBA","Pobreza","56.299271"
"2005","I","CABA","Pobreza","19.514261"
"2005","I","Pampeana","Pobreza","50.717079"
"2005","I","NEA","Pobreza","67.302452"
"2005","I","NOA","Pobreza","61.919979"
"2005","I","Cuyo","Pobreza","55.612869"
"2005","I","Patagonia","Pobreza","43.308533"
"2005","II","Total","Pobreza","46.768852"
"2005","II","Partidos del GBA","Pobreza","50.940594"
"2005","II","CABA","Pobreza","18.687706"
"2005","II","Pampeana","Pobreza","44.894894"
"2005","II","NEA","Pobreza","63.298843"
"2005","II","NOA","Pobreza","58.729733"
"2005","II","Cuyo","Pobreza","54.403728"
"2005","II","Patagonia","Pobreza","38.371838"
"2006","I","Total","Pobreza","43.813744"
"2006","I","Partidos del GBA","Pobreza","46.751778"
"2006","I","CABA","Pobreza","18.978909"
"2006","I","Pampeana","Pobreza","41.794815"
"2006","I","NEA","Pobreza","62.937176"
"2006","I","NOA","Pobreza","56.682159"
"2006","I","Cuyo","Pobreza","49.36842"
"2006","I","Patagonia","Pobreza","36.355499"
"2006","II","Total","Pobreza","39.549957"
"2006","II","Partidos del GBA","Pobreza","43.529701"
"2006","II","CABA","Pobreza","16.54653"
"2006","II","Pampeana","Pobreza","36.962231"
"2006","II","NEA","Pobreza","57.164707"
"2006","II","NOA","Pobreza","49.085728"
"2006","II","Cuyo","Pobreza","44.70005"
"2006","II","Patagonia","Pobreza","27.162428"
"2007","I","Total","Pobreza","37.080154"
"2007","I","Partidos del GBA","Pobreza","40.295063"
"2007","I","CABA","Pobreza","15.941219"
"2007","I","Pampeana","Pobreza","34.323273"
"2007","I","NEA","Pobreza","54.175606"
"2007","I","NOA","Pobreza","48.742626"
"2007","I","Cuyo","Pobreza","40.690662"
"2007","I","Patagonia","Pobreza","24.946224"
"2007","II","Total","Pobreza","37.566811"
"2007","II","Partidos del GBA","Pobreza","42.494045"
"2007","II","CABA","Pobreza","14.732299"
"2007","II","Pampeana","Pobreza","33.82365"
"2007","II","NEA","Pobreza","53.428249"
"2007","II","NOA","Pobreza","47.882919"
"2007","II","Cuyo","Pobreza","40.531101"
"2007","II","Patagonia","Pobreza","23.850731"
"2008","I","Total","Pobreza","35.956253"
"2008","I","Partidos del GBA","Pobreza","39.840977"
"2008","I","CABA","Pobreza","12.966028"
"2008","I","Pampeana","Pobreza","33.004669"
"2008","I","NEA","Pobreza","52.75584"
"2008","I","NOA","Pobreza","46.862404"
"2008","I","Cuyo","Pobreza","40.22332"
"2008","I","Patagonia","Pobreza","25.051886"
"2008","II","Total","Pobreza","35.785622"
"2008","II","Partidos del GBA","Pobreza","38.897854"
"2008","II","CABA","Pobreza","14.757524"
"2008","II","Pampeana","Pobreza","33.010147"
"2008","II","NEA","Pobreza","53.441784"
"2008","II","NOA","Pobreza","46.781555"
"2008","II","Cuyo","Pobreza","39.560661"
"2008","II","Patagonia","Pobreza","24.737032"
"2009","I","Total","Pobreza","34.945801"
"2009","I","Partidos del GBA","Pobreza","36.55241"
"2009","I","CABA","Pobreza","17.670858"
"2009","I","Pampeana","Pobreza","32.846191"
"2009","I","NEA","Pobreza","50.525486"
"2009","I","NOA","Pobreza","45.928043"
"2009","I","Cuyo","Pobreza","40.4039"
"2009","I","Patagonia","Pobreza","23.43523"
"2009","II","Total","Pobreza","32.878338"
"2009","II","Partidos del GBA","Pobreza","35.038845"
"2009","II","CABA","Pobreza","11.733929"
"2009","II","Pampeana","Pobreza","31.730352"
"2009","II","NEA","Pobreza","51.094666"
"2009","II","NOA","Pobreza","41.56752"
"2009","II","Cuyo","Pobreza","39.148148"
"2009","II","Patagonia","Pobreza","23.515148"
"2010","I","Total","Pobreza","32.808502"
"2010","I","Partidos del GBA","Pobreza","33.56514"
"2010","I","CABA","Pobreza","14.136673"
"2010","I","Pampeana","Pobreza","32.608562"
"2010","I","NEA","Pobreza","48.798428"
"2010","I","NOA","Pobreza","41.417191"
"2010","I","Cuyo","Pobreza","41.261616"
"2010","I","Patagonia","Pobreza","24.57226"
"2010","II","Total","Pobreza","31.94273"
"2010","II","Partidos del GBA","Pobreza","32.865948"
"2010","II","CABA","Pobreza","13.608323"
"2010","II","Pampeana","Pobreza","31.330429"
"2010","II","NEA","Pobreza","48.939251"
"2010","II","NOA","Pobreza","38.094414"
"2010","II","Cuyo","Pobreza","43.054909"
"2010","II","Patagonia","Pobreza","23.304255"
"2011","I","Total","Pobreza","29.251133"
"2011","I","Partidos del GBA","Pobreza","30.807598"
"2011","I","CABA","Pobreza","11.188745"
"2011","I","Pampeana","Pobreza","27.914864"
"2011","I","NEA","Pobreza","46.064831"
"2011","I","NOA","Pobreza","37.213562"
"2011","I","Cuyo","Pobreza","35.569725"
"2011","I","Patagonia","Pobreza","20.525967"
"2011","II","Total","Pobreza","28.006678"
"2011","II","Partidos del GBA","Pobreza","30.175535"
"2011","II","CABA","Pobreza","8.7447863"
"2011","II","Pampeana","Pobreza","27.17865"
"2011","II","NEA","Pobreza","42.831203"
"2011","II","NOA","Pobreza","34.164497"
"2011","II","Cuyo","Pobreza","34.193497"
"2011","II","Patagonia","Pobreza","21.594925"
"2012","I","Total","Pobreza","27.862715"
"2012","I","Partidos del GBA","Pobreza","32.102661"
"2012","I","CABA","Pobreza","10.418305"
"2012","I","Pampeana","Pobreza","24.430664"
"2012","I","NEA","Pobreza","39.942642"
"2012","I","NOA","Pobreza","32.132187"
"2012","I","Cuyo","Pobreza","33.490002"
"2012","I","Patagonia","Pobreza","16.73218"
"2012","II","Total","Pobreza","27.467695"
"2012","II","Partidos del GBA","Pobreza","30.780701"
"2012","II","CABA","Pobreza","9.5662508"
"2012","II","Pampeana","Pobreza","25.156664"
"2012","II","NEA","Pobreza","42.251797"
"2012","II","NOA","Pobreza","31.298862"
"2012","II","Cuyo","Pobreza","32.51342"
"2012","II","Patagonia","Pobreza","20.558218"
"2013","I","Total","Pobreza","27.591782"
"2013","I","Partidos del GBA","Pobreza","30.394947"
"2013","I","CABA","Pobreza","11.405907"
"2013","I","Pampeana","Pobreza","24.725658"
"2013","I","NEA","Pobreza","44.665813"
"2013","I","NOA","Pobreza","32.081116"
"2013","I","Cuyo","Pobreza","31.661913"
"2013","I","Patagonia","Pobreza","20.444445"
"2013","II","Total","Pobreza","27.001966"
"2013","II","Partidos del GBA","Pobreza","30.129101"
"2013","II","CABA","Pobreza","11.05363"
"2013","II","Pampeana","Pobreza","24.781197"
"2013","II","NEA","Pobreza","40.394142"
"2013","II","NOA","Pobreza","30.664238"
"2013","II","Cuyo","Pobreza","29.822191"
"2013","II","Patagonia","Pobreza","21.138138"
"2014","I","Total","Pobreza","30.73007"
"2014","I","Partidos del GBA","Pobreza","34.809696"
"2014","I","CABA","Pobreza","13.998721"
"2014","I","Pampeana","Pobreza","28.122925"
"2014","I","NEA","Pobreza","41.306229"
"2014","I","NOA","Pobreza","32.771076"
"2014","I","Cuyo","Pobreza","34.941959"
"2014","I","Patagonia","Pobreza","24.17831"
"2014","II","Total","Pobreza","32.250744"
"2014","II","Partidos del GBA","Pobreza","37.669651"
"2014","II","CABA","Pobreza","13.837291"
"2014","II","Pampeana","Pobreza","28.655701"
"2014","II","NEA","Pobreza","43.837296"
"2014","II","NOA","Pobreza","34.447536"
"2014","II","Cuyo","Pobreza","35.140713"
"2014","II","Patagonia","Pobreza","21.482458"
"2015","I","Total","Pobreza","29.952717"
"2015","I","Partidos del GBA","Pobreza","35.024986"
"2015","I","CABA","Pobreza","13.374792"
"2015","I","Pampeana","Pobreza","27.209356"
"2015","I","NEA","Pobreza","40.165558"
"2015","I","NOA","Pobreza","31.829432"
"2015","I","Cuyo","Pobreza","30.503119"
"2015","I","Patagonia","Pobreza","18.962769"
"2015","II","Total","Pobreza",
"2015","II","Partidos del GBA","Pobreza",
"2015","II","CABA","Pobreza",
"2015","II","Pampeana","Pobreza",
"2015","II","NEA","Pobreza",
"2015","II","NOA","Pobreza",
"2015","II","Cuyo","Pobreza",
"2015","II","Patagonia","Pobreza",
"2016","I","Total","Pobreza",
"2016","I","Partidos del GBA","Pobreza",
"2016","I","CABA","Pobreza",
"2016","I","Pampeana","Pobreza",
"2016","I","NEA","Pobreza",
"2016","I","NOA","Pobreza",
"2016","I","Cuyo","Pobreza",
"2016","I","Patagonia","Pobreza",
"2016","II","Total","Pobreza","30.342842"
"2016","II","Partidos del GBA","Pobreza","34.613499"
"2016","II","CABA","Pobreza","9.5940485"
"2016","II","Pampeana","Pobreza","30.484142"
"2016","II","NEA","Pobreza","32.878986"
"2016","II","NOA","Pobreza","31.629034"
"2016","II","Cuyo","Pobreza","35.69915"
"2016","II","Patagonia","Pobreza","23.928411"
"2017","I","Total","Pobreza","28.519957"
"2017","I","Partidos del GBA","Pobreza","32.607601"
"2017","I","CABA","Pobreza","13.294847"
"2017","I","Pampeana","Pobreza","27.924768"
"2017","I","NEA","Pobreza","33.28524"
"2017","I","NOA","Pobreza","28.244061"
"2017","I","Cuyo","Pobreza","29.146267"
"2017","I","Patagonia","Pobreza","21.233381"
"2017","II","Total","Pobreza","25.611078"
"2017","II","Partidos del GBA","Pobreza","29.401501"
"2017","II","CABA","Pobreza","9.0000515"
"2017","II","Pampeana","Pobreza","25.437616"
"2017","II","NEA","Pobreza","33.047821"
"2017","II","NOA","Pobreza","25.639847"
"2017","II","Cuyo","Pobreza","26.176544"
"2017","II","Patagonia","Pobreza","18.90691"
"2018","I","Total","Pobreza","27.302103"
"2018","I","Partidos del GBA","Pobreza","31.789751"
"2018","I","CABA","Pobreza","11.022971"
"2018","I","Pampeana","Pobreza","26.570343"
"2018","I","NEA","Pobreza","30.03051"
"2018","I","NOA","Pobreza","28.84446"
"2018","I","Cuyo","Pobreza","25.762533"
"2018","I","Patagonia","Pobreza","20.336927"
"2018","II","Total","Pobreza","31.814411"
"2018","II","Partidos del GBA","Pobreza","35.491051"
"2018","II","CABA","Pobreza","12.147087"
"2018","II","Pampeana","Pobreza","32.078217"
"2018","II","NEA","Pobreza","39.759727"
"2018","II","NOA","Pobreza","34.745831"
"2018","II","Cuyo","Pobreza","31.65469"
"2018","II","Patagonia","Pobreza","25.272299"
"2019","I","Total","Pobreza","35.329811"
"2019","I","Partidos del GBA","Pobreza","39.706165"
"2019","I","CABA","Pobreza","13.770352"
"2019","I","Pampeana","Pobreza","34.593231"
"2019","I","NEA","Pobreza","42.616718"
"2019","I","NOA","Pobreza","40.014767"
"2019","I","Cuyo","Pobreza","34.872807"
"2019","I","Patagonia","Pobreza","29.157251"
"2019","II","Total","Pobreza","35.716019"
"2019","II","Partidos del GBA","Pobreza","40.69305"
"2019","II","CABA","Pobreza","13.961538"
"2019","II","Pampeana","Pobreza","33.465961"
"2019","II","NEA","Pobreza","41.824493"
"2019","II","NOA","Pobreza","41.042984"
