"year","semester","educ_level","poverty_line","poverty_rate"
"2007","I","Supe_completa","Indigencia","1.4966804"
"2007","II","Todos","Indigencia","7.7264953"
"2007","II","Primaria_o_menos","Indigencia","15.403538"
"2007","II","Secu_incompleta","Indigencia","9.5508871"
"2007","II","Secu_completa","Indigencia","4.8676777"
"2007","II","Supe_incompleta","Indigencia","2.870342"
"2007","II","Supe_completa","Indigencia","1.2095658"
"2008","I","Todos","Indigencia","7.8531604"
"2008","I","Primaria_o_menos","Indigencia","14.990479"
"2008","I","Secu_incompleta","Indigencia","9.4942818"
"2008","I","Secu_completa","Indigencia","5.919219"
"2008","I","Supe_incompleta","Indigencia","3.1170425"
"2008","I","Supe_completa","Indigencia","1.1215026"
"2008","II","Todos","Indigencia","6.8466482"
"2008","II","Primaria_o_menos","Indigencia","14.261568"
"2008","II","Secu_incompleta","Indigencia","7.2377295"
"2008","II","Secu_completa","Indigencia","4.3619041"
"2008","II","Supe_incompleta","Indigencia","2.9420295"
"2008","II","Supe_completa","Indigencia","1.1881268"
"2009","I","Todos","Indigencia","6.5133715"
"2009","I","Primaria_o_menos","Indigencia","13.037621"
"2009","I","Secu_incompleta","Indigencia","7.911572"
"2009","I","Secu_completa","Indigencia","4.2804623"
"2009","I","Supe_incompleta","Indigencia","2.5195549"
"2009","I","Supe_completa","Indigencia","1.2073574"
"2009","II","Todos","Indigencia","6.8164964"
"2009","II","Primaria_o_menos","Indigencia","14.132929"
"2009","II","Secu_incompleta","Indigencia","8.4674978"
"2009","II","Secu_completa","Indigencia","4.0728884"
"2009","II","Supe_incompleta","Indigencia","2.6634495"
"2009","II","Supe_completa","Indigencia","1.3104395"
"2010","I","Todos","Indigencia","6.8478198"
"2010","I","Primaria_o_menos","Indigencia","13.733346"
"2010","I","Secu_incompleta","Indigencia","8.6894779"
"2010","I","Secu_completa","Indigencia","4.9222164"
"2010","I","Supe_incompleta","Indigencia","2.9847841"
"2010","I","Supe_completa","Indigencia","1.2000693"
"2010","II","Todos","Indigencia","6.5009813"
"2010","II","Primaria_o_menos","Indigencia","12.530753"
"2010","II","Secu_incompleta","Indigencia","9.2503443"
"2010","II","Secu_completa","Indigencia","4.7329402"
"2010","II","Supe_incompleta","Indigencia","2.5463192"
"2010","II","Supe_completa","Indigencia","1.3995357"
"2011","I","Todos","Indigencia","5.8213468"
"2011","I","Primaria_o_menos","Indigencia","11.768862"
"2011","I","Secu_incompleta","Indigencia","7.3605313"
"2011","I","Secu_completa","Indigencia","4.4151239"
"2011","I","Supe_incompleta","Indigencia","2.0583"
"2011","I","Supe_completa","Indigencia","1.2551966"
"2011","II","Todos","Indigencia","5.0583949"
"2011","II","Primaria_o_menos","Indigencia","9.7346687"
"2011","II","Secu_incompleta","Indigencia","7.658145"
"2011","II","Secu_completa","Indigencia","3.3427393"
"2011","II","Supe_incompleta","Indigencia","2.7370236"
"2011","II","Supe_completa","Indigencia","0.95540011"
"2012","I","Todos","Indigencia","5.0989976"
"2012","I","Primaria_o_menos","Indigencia","9.9649591"
"2012","I","Secu_incompleta","Indigencia","6.903616"
"2012","I","Secu_completa","Indigencia","3.7622824"
"2012","I","Supe_incompleta","Indigencia","2.5415454"
"2012","I","Supe_completa","Indigencia","1.1025153"
"2012","II","Todos","Indigencia","4.9595346"
"2012","II","Primaria_o_menos","Indigencia","9.6274929"
"2012","II","Secu_incompleta","Indigencia","6.8898902"
"2012","II","Secu_completa","Indigencia","3.9800229"
"2012","II","Supe_incompleta","Indigencia","2.0410423"
"2012","II","Supe_completa","Indigencia","1.2692411"
"2013","I","Todos","Indigencia","4.7036514"
"2013","I","Primaria_o_menos","Indigencia","9.7125664"
"2013","I","Secu_incompleta","Indigencia","6.9328423"
"2013","I","Secu_completa","Indigencia","3.1349428"
"2013","I","Supe_incompleta","Indigencia","1.791852"
"2013","I","Supe_completa","Indigencia","1.5179379"
"2013","II","Todos","Indigencia","4.9933243"
"2013","II","Primaria_o_menos","Indigencia","9.0548029"
"2013","II","Secu_incompleta","Indigencia","6.3858776"
"2013","II","Secu_completa","Indigencia","4.0123773"
"2013","II","Supe_incompleta","Indigencia","2.9119468"
"2013","II","Supe_completa","Indigencia","1.9220046"
"2014","I","Todos","Indigencia","6.2573037"
"2014","I","Primaria_o_menos","Indigencia","12.490932"
"2014","I","Secu_incompleta","Indigencia","8.113349"
"2014","I","Secu_completa","Indigencia","4.8262758"
"2014","I","Supe_incompleta","Indigencia","3.0428391"
"2014","I","Supe_completa","Indigencia","1.5474488"
"2014","II","Todos","Indigencia","5.7893081"
"2014","II","Primaria_o_menos","Indigencia","10.44565"
"2014","II","Secu_incompleta","Indigencia","8.5297623"
"2014","II","Secu_completa","Indigencia","4.6428261"
"2014","II","Supe_incompleta","Indigencia","3.0667112"
"2014","II","Supe_completa","Indigencia","1.4356887"
"2015","I","Todos","Indigencia","4.8283072"
"2015","I","Primaria_o_menos","Indigencia","8.8330336"
"2015","I","Secu_incompleta","Indigencia","7.0989723"
"2015","I","Secu_completa","Indigencia","3.7211335"
"2015","I","Supe_incompleta","Indigencia","2.3778243"
"2015","I","Supe_completa","Indigencia","1.4188595"
"2015","II","Todos","Indigencia",
"2015","II","Primaria_o_menos","Indigencia",
"2015","II","Secu_incompleta","Indigencia",
"2015","II","Secu_completa","Indigencia",
"2015","II","Supe_incompleta","Indigencia",
"2015","II","Supe_completa","Indigencia",
"2016","I","Todos","Indigencia",
"2016","I","Primaria_o_menos","Indigencia",
"2016","I","Secu_incompleta","Indigencia",
"2016","I","Secu_completa","Indigencia",
"2016","I","Supe_incompleta","Indigencia",
"2016","I","Supe_completa","Indigencia",
"2016","II","Todos","Indigencia","5.298811"
"2016","II","Primaria_o_menos","Indigencia","10.073406"
"2016","II","Secu_incompleta","Indigencia","8.8009815"
"2016","II","Secu_completa","Indigencia","3.7789993"
"2016","II","Supe_incompleta","Indigencia","2.4942048"
"2016","II","Supe_completa","Indigencia","1.0659841"
"2017","I","Todos","Indigencia","5.0780287"
"2017","I","Primaria_o_menos","Indigencia","9.5851097"
"2017","I","Secu_incompleta","Indigencia","7.9771376"
"2017","I","Secu_completa","Indigencia","3.9073882"
"2017","I","Supe_incompleta","Indigencia","2.1468513"
"2017","I","Supe_completa","Indigencia","1.4595649"
"2017","II","Todos","Indigencia","3.9789333"
"2017","II","Primaria_o_menos","Indigencia","7.9374766"
"2017","II","Secu_incompleta","Indigencia","6.0771122"
"2017","II","Secu_completa","Indigencia","3.1624978"
"2017","II","Supe_incompleta","Indigencia","1.6572917"
"2017","II","Supe_completa","Indigencia","1.0563061"
"2018","I","Todos","Indigencia","4.161581"
"2018","I","Primaria_o_menos","Indigencia","8.2372026"
"2018","I","Secu_incompleta","Indigencia","5.7780218"
"2018","I","Secu_completa","Indigencia","3.5054877"
"2018","I","Supe_incompleta","Indigencia","2.6501744"
"2018","I","Supe_completa","Indigencia","0.92635685"
"2018","II","Todos","Indigencia","5.7055068"
"2018","II","Primaria_o_menos","Indigencia","11.975521"
"2018","II","Secu_incompleta","Indigencia","9.0328569"
"2018","II","Secu_completa","Indigencia","4.8834348"
"2018","II","Supe_incompleta","Indigencia","2.4206445"
"2018","II","Supe_completa","Indigencia","0.86906391"
"2019","I","Todos","Indigencia","6.4392705"
"2019","I","Primaria_o_menos","Indigencia","13.024312"
"2019","I","Secu_incompleta","Indigencia","10.939416"
"2019","I","Secu_completa","Indigencia","5.6495523"
"2019","I","Supe_incompleta","Indigencia","2.8808112"
"2019","I","Supe_completa","Indigencia","0.99165606"
"2019","II","Todos","Indigencia","6.9361706"
"2019","II","Primaria_o_menos","Indigencia","15.014416"
"2019","II","Secu_incompleta","Indigencia","11.979795"
"2019","II","Secu_completa","Indigencia","6.1757412"
"2019","II","Supe_incompleta","Indigencia","2.1541066"
"2019","II","Supe_completa","Indigencia","0.96007723"
"2020","I","Todos","Indigencia","9.6370401"
"2020","I","Primaria_o_menos","Indigencia","16.012722"
"2020","I","Secu_incompleta","Indigencia","16.330244"
"2020","I","Secu_completa","Indigencia","9.1995316"
"2020","I","Supe_incompleta","Indigencia","5.1496115"
"2020","I","Supe_completa","Indigencia","2.2029326"
"2020","II","Todos","Indigencia","9.3427877"
"2020","II","Primaria_o_menos","Indigencia","19.201008"
"2020","II","Secu_incompleta","Indigencia","12.315516"
"2020","II","Secu_completa","Indigencia","8.6111021"
"2020","II","Supe_incompleta","Indigencia","3.679399"
"2020","II","Supe_completa","Indigencia","3.2498667"
"2021","I","Todos","Indigencia","9.1793823"
"2021","I","Primaria_o_menos","Indigencia","18.134205"
"2021","I","Secu_incompleta","Indigencia","16.165632"
"2021","I","Secu_completa","Indigencia","7.8849421"
"2021","I","Supe_incompleta","Indigencia","4.9195037"
"2021","I","Supe_completa","Indigencia","2.354003"
"2021","II","Todos","Indigencia","7.5092678"
"2021","II","Primaria_o_menos","Indigencia","15.62639"
"2021","II","Secu_incompleta","Indigencia","11.848132"
"2021","II","Secu_completa","Indigencia","6.4978194"
"2021","II","Supe_incompleta","Indigencia","4.4128089"
"2021","II","Supe_completa","Indigencia","2.4944956"
"2022","I","Todos","Indigencia","7.1343846"
"2022","I","Primaria_o_menos","Indigencia","12.133704"
"2022","I","Secu_incompleta","Indigencia","12.424435"
"2022","I","Secu_completa","Indigencia","7.1784978"
"2022","I","Supe_incompleta","Indigencia","4.2733798"
"2022","I","Supe_completa","Indigencia","1.8195652"
"2022","II","Todos","Indigencia","7.0884471"
"2022","II","Primaria_o_menos","Indigencia","14.106318"
"2022","II","Secu_incompleta","Indigencia","11.405422"
"2022","II","Secu_completa","Indigencia","6.901711"
"2022","II","Supe_incompleta","Indigencia","3.4504914"
"2022","II","Supe_completa","Indigencia","1.6241435"
"2023","I","Todos","Indigencia","8.0147667"
"2023","I","Primaria_o_menos","Indigencia","16.188995"
"2023","I","Secu_incompleta","Indigencia","13.707774"
"2023","I","Secu_completa","Indigencia","7.1656003"
"2023","I","Supe_incompleta","Indigencia","4.1646395"
"2023","I","Supe_completa","Indigencia","2.0271153"
"2003","II","Todos","Pobreza","54.69418"
"2003","II","Primaria_o_menos","Pobreza","78.393181"
"2003","II","Secu_incompleta","Pobreza","67.681061"
"2003","II","Secu_completa","Pobreza","47.71981"
"2003","II","Supe_incompleta","Pobreza","33.021736"
"2003","II","Supe_completa","Pobreza","19.489923"
"2004","I","Todos","Pobreza","51.214764"
"2004","I","Primaria_o_menos","Pobreza","73.742317"
"2004","I","Secu_incompleta","Pobreza","62.526886"
"2004","I","Secu_completa","Pobreza","45.698902"
"2004","I","Supe_incompleta","Pobreza","31.054104"
"2004","I","Supe_completa","Pobreza","16.324261"
"2004","II","Todos","Pobreza","47.409439"
"2004","II","Primaria_o_menos","Pobreza","71.132553"
"2004","II","Secu_incompleta","Pobreza","59.997406"
"2004","II","Secu_completa","Pobreza","40.867947"
"2004","II","Supe_incompleta","Pobreza","25.658358"
"2004","II","Supe_completa","Pobreza","12.811224"
"2005","I","Todos","Pobreza","45.426971"
"2005","I","Primaria_o_menos","Pobreza","69.064339"
"2005","I","Secu_incompleta","Pobreza","56.212856"
"2005","I","Secu_completa","Pobreza","38.487244"
"2005","I","Supe_incompleta","Pobreza","25.479185"
"2005","I","Supe_completa","Pobreza","12.243998"
"2005","II","Todos","Pobreza","41.059036"
"2005","II","Primaria_o_menos","Pobreza","66.446571"
"2005","II","Secu_incompleta","Pobreza","53.446732"
"2005","II","Secu_completa","Pobreza","32.985119"
"2005","II","Supe_incompleta","Pobreza","19.812908"
"2005","II","Supe_completa","Pobreza","9.5762806"
"2006","I","Todos","Pobreza","37.473766"
"2006","I","Primaria_o_menos","Pobreza","60.083096"
"2006","I","Secu_incompleta","Pobreza","48.529579"
"2006","I","Secu_completa","Pobreza","30.93194"
"2006","I","Supe_incompleta","Pobreza","19.51693"
"2006","I","Supe_completa","Pobreza","8.4940901"
"2006","II","Todos","Pobreza","33.411846"
"2006","II","Primaria_o_menos","Pobreza","57.803402"
"2006","II","Secu_incompleta","Pobreza","43.067219"
"2006","II","Secu_completa","Pobreza","26.393404"
"2006","II","Supe_incompleta","Pobreza","14.472863"
"2006","II","Supe_completa","Pobreza","6.6677151"
"2007","I","Todos","Pobreza","31.732065"
"2007","I","Primaria_o_menos","Pobreza","53.342999"
"2007","I","Secu_incompleta","Pobreza","42.035187"
"2007","I","Secu_completa","Pobreza","25.858545"
"2007","I","Supe_incompleta","Pobreza","15.782191"
"2007","I","Supe_completa","Pobreza","7.3843389"
"2007","II","Todos","Pobreza","32.131142"
"2007","II","Primaria_o_menos","Pobreza","55.17379"
"2007","II","Secu_incompleta","Pobreza","42.633137"
"2007","II","Secu_completa","Pobreza","25.449486"
"2007","II","Supe_incompleta","Pobreza","16.196552"
"2007","II","Supe_completa","Pobreza","7.0376868"
"2008","I","Todos","Pobreza","30.695206"
"2008","I","Primaria_o_menos","Pobreza","51.64669"
"2008","I","Secu_incompleta","Pobreza","40.084278"
"2008","I","Secu_completa","Pobreza","25.942081"
"2008","I","Supe_incompleta","Pobreza","16.073347"
"2008","I","Supe_completa","Pobreza","6.5622663"
"2008","II","Todos","Pobreza","30.488703"
"2008","II","Primaria_o_menos","Pobreza","52.49255"
"2008","II","Secu_incompleta","Pobreza","41.344608"
"2008","II","Secu_completa","Pobreza","24.625589"
"2008","II","Supe_incompleta","Pobreza","15.314806"
"2008","II","Supe_completa","Pobreza","6.2813268"
"2009","I","Todos","Pobreza","30.140726"
"2009","I","Primaria_o_menos","Pobreza","52.153954"
"2009","I","Secu_incompleta","Pobreza","39.582561"
"2009","I","Secu_completa","Pobreza","25.290411"
"2009","I","Supe_incompleta","Pobreza","14.797224"
"2009","I","Supe_completa","Pobreza","6.5516167"
"2009","II","Todos","Pobreza","28.277861"
"2009","II","Primaria_o_menos","Pobreza","49.543518"
"2009","II","Secu_incompleta","Pobreza","39.78965"
"2009","II","Secu_completa","Pobreza","22.314688"
"2009","II","Supe_incompleta","Pobreza","13.85288"
"2009","II","Supe_completa","Pobreza","5.9879408"
"2010","I","Todos","Pobreza","28.155481"
"2010","I","Primaria_o_menos","Pobreza","49.347328"
"2010","I","Secu_incompleta","Pobreza","38.084957"
"2010","I","Secu_completa","Pobreza","24.530226"
"2010","I","Supe_incompleta","Pobreza","14.422789"
"2010","I","Supe_completa","Pobreza","5.9872894"
"2010","II","Todos","Pobreza","26.909716"
"2010","II","Primaria_o_menos","Pobreza","47.484032"
"2010","II","Secu_incompleta","Pobreza","37.934311"
"2010","II","Secu_completa","Pobreza","22.186108"
"2010","II","Supe_incompleta","Pobreza","14.773816"
"2010","II","Supe_completa","Pobreza","5.803247"
"2011","I","Todos","Pobreza","24.856207"
"2011","I","Primaria_o_menos","Pobreza","44.360092"
"2011","I","Secu_incompleta","Pobreza","33.574459"
"2011","I","Secu_completa","Pobreza","21.848667"
"2011","I","Supe_incompleta","Pobreza","12.664199"
"2011","I","Supe_completa","Pobreza","4.9388399"
"2011","II","Todos","Pobreza","23.482225"
"2011","II","Primaria_o_menos","Pobreza","41.290958"
"2011","II","Secu_incompleta","Pobreza","33.66687"
"2011","II","Secu_completa","Pobreza","20.388182"
"2011","II","Supe_incompleta","Pobreza","12.772142"
"2011","II","Supe_completa","Pobreza","4.8023062"
"2012","I","Todos","Pobreza","23.48308"
"2012","I","Primaria_o_menos","Pobreza","41.716824"
"2012","I","Secu_incompleta","Pobreza","31.5714"
"2012","I","Secu_completa","Pobreza","21.147448"
"2012","I","Supe_incompleta","Pobreza","11.33592"
"2012","I","Supe_completa","Pobreza","5.8426695"
"2012","II","Todos","Pobreza","23.17194"
"2012","II","Primaria_o_menos","Pobreza","41.533394"
"2012","II","Secu_incompleta","Pobreza","32.146629"
"2012","II","Secu_completa","Pobreza","20.675655"
"2012","II","Supe_incompleta","Pobreza","11.635493"
"2012","II","Supe_completa","Pobreza","5.9386182"
"2013","I","Todos","Pobreza","23.311079"
"2013","I","Primaria_o_menos","Pobreza","41.603493"
"2013","I","Secu_incompleta","Pobreza","34.175266"
"2013","I","Secu_completa","Pobreza","20.439804"
"2013","I","Supe_incompleta","Pobreza","12.099817"
"2013","I","Supe_completa","Pobreza","6.5465126"
"2013","II","Todos","Pobreza","22.742704"
"2013","II","Primaria_o_menos","Pobreza","39.773712"
"2013","II","Secu_incompleta","Pobreza","32.329857"
"2013","II","Secu_completa","Pobreza","20.495632"
"2013","II","Supe_incompleta","Pobreza","11.951104"
"2013","II","Supe_completa","Pobreza","5.939147"
"2014","I","Todos","Pobreza","26.823685"
"2014","I","Primaria_o_menos","Pobreza","46.116108"
"2014","I","Secu_incompleta","Pobreza","38.746006"
"2014","I","Secu_completa","Pobreza","24.381849"
"2014","I","Supe_incompleta","Pobreza","13.746624"
"2014","I","Supe_completa","Pobreza","6.5640507"
"2014","II","Todos","Pobreza","28.166885"
"2014","II","Primaria_o_menos","Pobreza","47.685825"
"2014","II","Secu_incompleta","Pobreza","40.667782"
"2014","II","Secu_completa","Pobreza","25.895214"
"2014","II","Supe_incompleta","Pobreza","15.038097"
"2014","II","Supe_completa","Pobreza","7.0662355"
"2015","I","Todos","Pobreza","26.418131"
"2015","I","Primaria_o_menos","Pobreza","45.838696"
"2015","I","Secu_incompleta","Pobreza","37.306824"
"2015","I","Secu_completa","Pobreza","23.915537"
"2015","I","Supe_incompleta","Pobreza","13.176511"
"2015","I","Supe_completa","Pobreza","7.0009251"
"2015","II","Todos","Pobreza",
"2015","II","Primaria_o_menos","Pobreza",
"2015","II","Secu_incompleta","Pobreza",
"2015","II","Secu_completa","Pobreza",
"2015","II","Supe_incompleta","Pobreza",
"2015","II","Supe_completa","Pobreza",
"2016","I","Todos","Pobreza",
"2016","I","Primaria_o_menos","Pobreza",
"2016","I","Secu_incompleta","Pobreza",
"2016","I","Secu_completa","Pobreza",
"2016","I","Supe_incompleta","Pobreza",
"2016","I","Supe_completa","Pobreza",
"2016","II","Todos","Pobreza","27.363312"
"2016","II","Primaria_o_menos","Pobreza","48.039581"
"2016","II","Secu_incompleta","Pobreza","42.092361"
"2016","II","Secu_completa","Pobreza","23.341578"
"2016","II","Supe_incompleta","Pobreza","14.826487"
"2016","II","Supe_completa","Pobreza","6.1660733"
"2017","I","Todos","Pobreza","25.527176"
"2017","I","Primaria_o_menos","Pobreza","43.865452"
"2017","I","Secu_incompleta","Pobreza","37.19352"
"2017","I","Secu_completa","Pobreza","24.245161"
"2017","I","Supe_incompleta","Pobreza","13.374253"
"2017","I","Supe_completa","Pobreza","6.2999496"
"2017","II","Todos","Pobreza","22.238228"
"2017","II","Primaria_o_menos","Pobreza","40.034462"
"2017","II","Secu_incompleta","Pobreza","34.43206"
"2017","II","Secu_completa","Pobreza","20.668514"
"2017","II","Supe_incompleta","Pobreza","11.586793"
"2017","II","Supe_completa","Pobreza","4.386343"
"2018","I","Todos","Pobreza","24.448883"
"2018","I","Primaria_o_menos","Pobreza","43.999554"
"2018","I","Secu_incompleta","Pobreza","35.010815"
"2018","I","Secu_completa","Pobreza","22.524036"
"2018","I","Supe_incompleta","Pobreza","16.026464"
"2018","I","Supe_completa","Pobreza","5.9728594"
"2018","II","Todos","Pobreza","28.785683"
"2018","II","Primaria_o_menos","Pobreza","50.5508"
"2018","II","Secu_incompleta","Pobreza","43.584183"
"2018","II","Secu_completa","Pobreza","27.693413"
"2018","II","Supe_incompleta","Pobreza","16.504126"
"2018","II","Supe_completa","Pobreza","7.8192363"
"2019","I","Todos","Pobreza","32.248547"
"2019","I","Primaria_o_menos","Pobreza","56.190567"
"2019","I","Secu_incompleta","Pobreza","49.159824"
"2019","I","Secu_completa","Pobreza","32.565128"
"2019","I","Supe_incompleta","Pobreza","20.218506"
"2019","I","Supe_completa","Pobreza","7.4798255"
"2019","II","Todos","Pobreza","32.564926"
"2019","II","Primaria_o_menos","Pobreza","56.990379"
"2019","II","Secu_incompleta","Pobreza","51.431419"
"2019","II","Secu_completa","Pobreza","33.387081"
"2019","II","Supe_incompleta","Pobreza","19.563841"
"2019","II","Supe_completa","Pobreza","7.2478318"
"2020","I","Todos","Pobreza","38.517887"
"2020","I","Primaria_o_menos","Pobreza","61.928211"
"2020","I","Secu_incompleta","Pobreza","57.60112"
"2020","I","Secu_completa","Pobreza","38.488419"
"2020","I","Supe_incompleta","Pobreza","25.148508"
"2020","I","Supe_completa","Pobreza","11.303753"
"2020","II","Todos","Pobreza","39.243519"
"2020","II","Primaria_o_menos","Pobreza","63.209084"
"2020","II","Secu_incompleta","Pobreza","57.021584"
"2020","II","Secu_completa","Pobreza","41.145981"
"2020","II","Supe_incompleta","Pobreza","24.928621"
"2020","II","Supe_completa","Pobreza","12.890378"
"2021","I","Todos","Pobreza","37.421894"
"2021","I","Primaria_o_menos","Pobreza","61.949921"
"2021","I","Secu_incompleta","Pobreza","56.798695"
"2021","I","Secu_completa","Pobreza","39.424591"
"2021","I","Supe_incompleta","Pobreza","26.172606"
"2021","I","Supe_completa","Pobreza","12.312982"
"2021","II","Todos","Pobreza","34.467091"
"2021","II","Primaria_o_menos","Pobreza","60.392937"
"2021","II","Secu_incompleta","Pobreza","52.815357"
"2021","II","Secu_completa","Pobreza","36.482216"
"2021","II","Supe_incompleta","Pobreza","22.719305"
"2021","II","Supe_completa","Pobreza","10.309357"
"2022","I","Todos","Pobreza","33.239799"
"2022","I","Primaria_o_menos","Pobreza","54.566624"
"2022","I","Secu_incompleta","Pobreza","50.031319"
"2022","I","Secu_completa","Pobreza","35.861969"
"2022","I","Supe_incompleta","Pobreza","21.615946"
"2022","I","Supe_completa","Pobreza","11.191549"
"2022","II","Todos","Pobreza","36.477978"
"2022","II","Primaria_o_menos","Pobreza","60.356415"
"2022","II","Secu_incompleta","Pobreza","52.934643"
"2022","II","Secu_completa","Pobreza","37.823975"
"2022","II","Supe_incompleta","Pobreza","25.812355"
"2022","II","Supe_completa","Pobreza","12.90969"
"2023","I","Todos","Pobreza","36.45821"
"2023","I","Primaria_o_menos","Pobreza","59.914646"
"2023","I","Secu_incompleta","Pobreza","55.853725"
"2023","I","Secu_completa","Pobreza","39.208733"
"2023","I","Supe_incompleta","Pobreza","22.952358"
"2023","I","Supe_completa","Pobreza","11.570476"
