letra,anio,letra_desc_abrev,indice_salario,escala
C,2012,Petróleo y minería,315.804229298778,67.3863439930856
C,2013,Petróleo y minería,313.388726843441,70.1032843560933
C,2014,Petróleo y minería,322.288910900127,75.5909090909091
C,2015,Petróleo y minería,322.069884371544,76.9346349745331
C,2016,Petróleo y minería,299.0737315033,73.4436106346484
C,2017,Petróleo y minería,290.045905352608,69.527090443686
C,2018,Petróleo y minería,296.724416701968,72.0049061433447
C,2019,Petróleo y minería,310.603083587818,76.0997011101623
C,2020,Petróleo y minería,278.392485552348,74.3933855526545
C,2021,Petróleo y minería,283.535726895224,73.0169237360754
D,1996,Industria manufacturera,118.19898595676,18.578732708889
D,1997,Industria manufacturera,118.845870376342,19.2607592596397
D,1998,Industria manufacturera,118.769311457466,19.5473099091338
D,1999,Industria manufacturera,118.988288911311,19.487025377865
D,2000,Industria manufacturera,119.668086257013,19.2600555095463
D,2001,Industria manufacturera,119.177120601422,19.5840958631758
D,2002,Industria manufacturera,121.291907265362,18.824893731435
D,2003,Industria manufacturera,124.301851569643,18.5878788591867
D,2004,Industria manufacturera,124.803182164004,18.8037489709328
D,2005,Industria manufacturera,125.773905881685,19.3701684738599
D,2006,Industria manufacturera,124.542199428735,19.6667484492177
D,2007,Industria manufacturera,123.764907947045,20.1662145871007
D,2008,Industria manufacturera,121.350533203438,20.7639212237226
D,2009,Industria manufacturera,119.717051654668,20.3224026982265
D,2010,Industria manufacturera,123.011369913799,20.7997636667874
D,2011,Industria manufacturera,121.868928835024,21.4893753200205
D,2012,Industria manufacturera,121.575704907031,21.8299958993986
D,2013,Industria manufacturera,121.555930580409,22.1139291396507
D,2014,Industria manufacturera,119.810228663315,22.0051857066813
D,2015,Industria manufacturera,119.572380631586,22.1294216756183
D,2016,Industria manufacturera,119.438175187268,21.9654538550495
D,2017,Industria manufacturera,119.305401289587,21.8598817345598
D,2018,Industria manufacturera,117.841407133469,21.96447939751
D,2019,Industria manufacturera,116.313223689862,21.7984908136483
D,2020,Industria manufacturera,115.516563311694,21.8608799677147
D,2021,Industria manufacturera,117.296986289387,22.4239815062986
E,1996,"Electricidad, gas y agua",194.973275497007,42.0197554092192
E,1997,"Electricidad, gas y agua",199.414989174997,43.450611476952
E,1998,"Electricidad, gas y agua",203.239194135018,44.4698712051518
E,1999,"Electricidad, gas y agua",202.404571065788,44.0569620253165
E,2000,"Electricidad, gas y agua",202.039252799748,44.3419017288444
E,2001,"Electricidad, gas y agua",202.627824826774,44.1828661844485
E,2002,"Electricidad, gas y agua",197.584676376799,42.25864422202
E,2003,"Electricidad, gas y agua",197.853169765315,41.8496376811594
E,2004,"Electricidad, gas y agua",196.165360060865,43.4543812104788
E,2005,"Electricidad, gas y agua",194.819090625089,44.4952956989247
E,2006,"Electricidad, gas y agua",195.051372963627,46.0353962600178
E,2007,"Electricidad, gas y agua",198.401134740824,47.1326940231936
E,2008,"Electricidad, gas y agua",199.504682560123,47.820987654321
E,2009,"Electricidad, gas y agua",209.196286496832,49.6633928571429
E,2010,"Electricidad, gas y agua",206.235407055681,50.2312940140845
E,2011,"Electricidad, gas y agua",211.104480275744,51.8877952755905
E,2012,"Electricidad, gas y agua",205.164585860846,53.707563764292
E,2013,"Electricidad, gas y agua",214.138021974042,55.8935795954266
E,2014,"Electricidad, gas y agua",212.749946025093,59.5084821428571
E,2015,"Electricidad, gas y agua",218.210105864336,61.717834960071
E,2016,"Electricidad, gas y agua",220.186219932912,62.6166225749559
E,2017,"Electricidad, gas y agua",221.111768332561,64.0733099209833
E,2018,"Electricidad, gas y agua",218.377558248652,64.653443766347
E,2019,"Electricidad, gas y agua",216.435586438343,64.3719670710572
E,2020,"Electricidad, gas y agua",210.087390386182,63.9319167389419
E,2021,"Electricidad, gas y agua",205.848688578127,63.9782327586207
F,1996,Construcción,73.2560401954837,15.835827216262
F,1997,Construcción,69.6013174259524,18.2334136606672
F,1998,Construcción,69.8689956331878,18.5821351294758
F,1999,Construcción,70.0692688788872,18.9678210831039
F,2000,Construcción,69.283895536177,16.7047457382259
F,2001,Construcción,69.6005615687695,16.9383956514577
F,2002,Construcción,78.7942773420667,11.8786757593345
F,2003,Construcción,73.5675099055166,12.8326731460307
F,2004,Construcción,73.9034434851642,14.3593645260759
F,2005,Construcción,76.454091051092,16.5600236380009
F,2006,Construcción,78.4963697217858,17.6949633251834
F,2007,Construcción,83.2070902003165,18.5512812074942
F,2008,Construcción,85.8145862960931,17.7318626641341
F,2009,Construcción,83.4375029079596,16.6787890887693
F,2010,Construcción,81.3539306118541,16.3735337393224
F,2011,Construcción,83.2447466122319,17.1845300438341
F,2012,Construcción,84.3266994203572,16.905400162936
F,2013,Construcción,81.7102944322392,16.6235448922356
F,2014,Construcción,77.0617305535457,16.5160714970657
F,2015,Construcción,72.9692334756586,17.6231496395153
F,2016,Construcción,71.3238007126612,16.2975493994576
F,2017,Construcción,73.0316399415272,17.3071720458587
F,2018,Construcción,74.175878389402,18.0680854315516
F,2019,Construcción,76.6357773647906,18.0579224652087
F,2020,Construcción,75.5454284610339,14.857511310304
F,2021,Construcción,72.7544743268561,15.8439206108124
G,1996,Comercio,81.7449326450963,5.85068376627625
G,1997,Comercio,83.471141001428,6.29324945887446
G,1998,Comercio,84.4630417184489,6.65872748470457
G,1999,Comercio,84.8832859070142,7.01229637119425
G,2000,Comercio,84.0352418936885,7.06163210048535
G,2001,Comercio,83.6907295865224,7.4069230136922
G,2002,Comercio,81.4390674825476,7.06383793477043
G,2003,Comercio,83.2711063700091,6.63569985974755
G,2004,Comercio,84.1032383976713,6.28499757769993
G,2005,Comercio,85.6025105790804,6.46341597936395
G,2006,Comercio,84.5180170444921,6.49138358542028
G,2007,Comercio,84.3032343973137,6.71889589676671
G,2008,Comercio,84.4353866424793,6.84409003772607
G,2009,Comercio,84.0535250673871,6.69561426727989
G,2010,Comercio,84.3165898606197,6.7499434586505
G,2011,Comercio,86.3994749865679,6.88924118489181
G,2012,Comercio,88.6034652372061,6.93824987080586
G,2013,Comercio,88.8317673970597,6.93343450931188
G,2014,Comercio,90.4377711890321,6.93972237543666
G,2015,Comercio,88.9139543731937,6.91822303708283
G,2016,Comercio,88.7293000512623,6.92848145804628
G,2017,Comercio,89.6202740982559,6.9239107599295
G,2018,Comercio,89.3476652811991,7.06921854107859
G,2019,Comercio,87.9058125818246,7.09129423953329
G,2020,Comercio,88.2095468986069,7.21952576641206
G,2021,Comercio,87.4904543670074,7.20716449676912
H,1996,Hotelería y restaurantes,62.1210213681572,7.50662684668128
H,1997,Hotelería y restaurantes,62.1758256944125,8.00036990065525
H,1998,Hotelería y restaurantes,61.9072593977676,8.4864248631963
H,1999,Hotelería y restaurantes,61.6470348158309,9.46360498862656
H,2000,Hotelería y restaurantes,60.4745487730683,10.0672032028761
H,2001,Hotelería y restaurantes,59.2749422580499,10.6383753379262
H,2002,Hotelería y restaurantes,58.2047746272516,10.1926221934769
H,2003,Hotelería y restaurantes,60.2026821091131,9.96498446553027
H,2004,Hotelería y restaurantes,63.9798551156098,8.76801988400994
H,2005,Hotelería y restaurantes,63.8522052767601,9.00590835789357
H,2006,Hotelería y restaurantes,66.0973486994667,9.08827506515219
H,2007,Hotelería y restaurantes,65.0357983712224,9.13078626056621
H,2008,Hotelería y restaurantes,64.4812231018741,9.2441026491439
H,2009,Hotelería y restaurantes,63.7418538358701,8.88422509225092
H,2010,Hotelería y restaurantes,62.3923712813311,9.0147914831693
H,2011,Hotelería y restaurantes,60.6399809626857,9.08099213061705
H,2012,Hotelería y restaurantes,60.9779357144291,9.09972323741262
H,2013,Hotelería y restaurantes,60.7041110496131,9.07798418562895
H,2014,Hotelería y restaurantes,57.8347742618458,9.07857796765334
H,2015,Hotelería y restaurantes,58.4356788586344,9.20627098361201
H,2016,Hotelería y restaurantes,56.6797127929865,9.17695691995682
H,2017,Hotelería y restaurantes,55.9196091473345,9.26775545460362
H,2018,Hotelería y restaurantes,55.6593151712628,9.41571775844422
H,2019,Hotelería y restaurantes,52.8921998570524,9.59495431068733
H,2020,Hotelería y restaurantes,46.7202386271924,9.79146666666667
H,2021,Hotelería y restaurantes,48.9905870979186,8.95513482501434
I,1996,Transporte y comunicaciones,130.246185892667,10.5726949708455
I,1997,Transporte y comunicaciones,126.630660094891,10.5354151108802
I,1998,Transporte y comunicaciones,127.341033212856,10.7574804229257
I,1999,Transporte y comunicaciones,127.415057761856,10.893732434801
I,2000,Transporte y comunicaciones,128.185628337727,10.9172005318506
I,2001,Transporte y comunicaciones,127.591594583579,11.2935782013217
I,2002,Transporte y comunicaciones,124.032577781608,11.377755159343
I,2003,Transporte y comunicaciones,123.338921060652,10.6307427629879
I,2004,Transporte y comunicaciones,127.703350865006,9.61295071948442
I,2005,Transporte y comunicaciones,129.239442219761,9.58378513429107
I,2006,Transporte y comunicaciones,132.278225924217,9.55361742381072
I,2007,Transporte y comunicaciones,132.249893859277,9.5471746343092
I,2008,Transporte y comunicaciones,130.276698431184,9.60635962772911
I,2009,Transporte y comunicaciones,133.975514204801,9.61954241765071
I,2010,Transporte y comunicaciones,133.779029371254,9.63984385375757
I,2011,Transporte y comunicaciones,134.697364335897,9.82906353097296
I,2012,Transporte y comunicaciones,131.969695666016,9.96368857225938
I,2013,Transporte y comunicaciones,132.652742454134,10.0421304230179
I,2014,Transporte y comunicaciones,131.339497656366,10.2840086962876
I,2015,Transporte y comunicaciones,131.804663049215,10.5582674710726
I,2016,Transporte y comunicaciones,131.767296475471,10.7967591818536
I,2017,Transporte y comunicaciones,132.169741076367,10.9376391461338
I,2018,Transporte y comunicaciones,131.417331959242,11.2892691718832
I,2019,Transporte y comunicaciones,129.967058423055,11.5783521643734
I,2020,Transporte y comunicaciones,125.955589500989,12.1240851963074
I,2021,Transporte y comunicaciones,127.402742193912,12.4096906173861
J,1996,Finanzas,202.97231410161,33.6185488346282
J,1997,Finanzas,209.865723893316,35.688754747694
J,1998,Finanzas,213.254358261028,37.29847006067
J,1999,Finanzas,214.519255841373,40.394394744199
J,2000,Finanzas,220.060163590888,39.5225443951165
J,2001,Finanzas,226.428830216023,39.0612303290415
J,2002,Finanzas,220.487158493493,36.3666616586538
J,2003,Finanzas,211.669460530326,30.7065002820079
J,2004,Finanzas,205.040355926036,26.7846528768426
J,2005,Finanzas,193.155547982165,26.5489456159822
J,2006,Finanzas,184.256917388536,26.7686053783615
J,2007,Finanzas,178.277336060828,28.2831184056272
J,2008,Finanzas,175.349838937848,28.8226814704236
J,2009,Finanzas,183.541724179645,26.1281455142232
J,2010,Finanzas,183.066169411961,25.8309591222792
J,2011,Finanzas,175.87020418635,26.3573745305565
J,2012,Finanzas,173.366832729598,27.0814278455285
J,2013,Finanzas,172.599114654606,26.7536333608588
J,2014,Finanzas,173.809307834953,26.8670078872294
J,2015,Finanzas,179.246804500769,26.5340437883563
J,2016,Finanzas,184.091346916669,26.5105828720287
J,2017,Finanzas,181.244133524446,26.1836114711601
J,2018,Finanzas,185.583464186946,26.0526315789474
J,2019,Finanzas,191.256745605384,25.9846829829172
J,2020,Finanzas,196.103687636552,26.0868465430017
J,2021,Finanzas,194.053128766971,26.0713065755764
K,1996,Serv. inmobiliarios y profesionales,83.4800224325593,4.8350260960334
K,1997,Serv. inmobiliarios y profesionales,84.2139204938044,5.23679972449837
K,1998,Serv. inmobiliarios y profesionales,84.6135428187032,5.58243430287919
K,1999,Serv. inmobiliarios y profesionales,85.0952872221026,5.72118253456906
K,2000,Serv. inmobiliarios y profesionales,86.0733680344307,5.82790040814717
K,2001,Serv. inmobiliarios y profesionales,86.1328744169195,5.86806366603779
K,2002,Serv. inmobiliarios y profesionales,86.2460139619064,5.38188968271943
K,2003,Serv. inmobiliarios y profesionales,85.5779487960987,5.56845567561743
K,2004,Serv. inmobiliarios y profesionales,85.9721808739373,5.81775636460744
K,2005,Serv. inmobiliarios y profesionales,86.305415921161,6.29273790356749
K,2006,Serv. inmobiliarios y profesionales,85.9783059480488,6.66991947118324
K,2007,Serv. inmobiliarios y profesionales,84.8942452429658,7.10175827657215
K,2008,Serv. inmobiliarios y profesionales,85.3502495250253,7.40731822216685
K,2009,Serv. inmobiliarios y profesionales,85.5250301652341,7.14577025055304
K,2010,Serv. inmobiliarios y profesionales,84.7116274616195,7.3096210299491
K,2011,Serv. inmobiliarios y profesionales,83.8829800089609,7.59040276879185
K,2012,Serv. inmobiliarios y profesionales,84.3701511201361,7.6134058399338
K,2013,Serv. inmobiliarios y profesionales,84.1288651800742,7.58122450115714
K,2014,Serv. inmobiliarios y profesionales,85.3113926470224,7.4901811413594
K,2015,Serv. inmobiliarios y profesionales,84.605533637803,7.6555333414112
K,2016,Serv. inmobiliarios y profesionales,85.4444616564808,7.57486693416312
K,2017,Serv. inmobiliarios y profesionales,87.2941553309126,7.58420333187416
K,2018,Serv. inmobiliarios y profesionales,88.8356408400646,7.68351139720693
K,2019,Serv. inmobiliarios y profesionales,91.7286941146402,7.7482538613622
K,2020,Serv. inmobiliarios y profesionales,95.3009280939268,7.86791406047265
K,2021,Serv. inmobiliarios y profesionales,95.9582125146443,8.2928511667667
M,1996,Enseñanza,64.3436759639706,24.1503862724707
M,1997,Enseñanza,64.3120364825648,27.1921667588496
M,1998,Enseñanza,64.5934760053359,34.6725040257649
M,1999,Enseñanza,65.1320190007596,36.3455882352941
M,2000,Enseñanza,64.8223258748507,37.4555398492192
M,2001,Enseñanza,65.8360128617363,39.2700490998363
M,2002,Enseñanza,62.0367577350685,40.4616875793035
M,2003,Enseñanza,56.8671898811338,40.6461265200164
M,2004,Enseñanza,55.23469286494,39.9564281190627
M,2005,Enseñanza,59.1228593337309,40.9028933202838
M,2006,Enseñanza,61.2170631837803,41.1671358198452
M,2007,Enseñanza,62.0923231309584,42.0871194781415
M,2008,Enseñanza,65.0504462336092,42.7693941426336
M,2009,Enseñanza,65.0790499734794,43.0233480176211
M,2010,Enseñanza,61.3189689248545,43.9438636611129
M,2011,Enseñanza,60.9577033265104,45.211269875376
M,2012,Enseñanza,58.3874687018697,46.0908269557823
M,2013,Enseñanza,56.713605139576,47.3624760179066
M,2014,Enseñanza,57.1896149561069,48.7093091647952
M,2015,Enseñanza,59.8078704808556,50.6922891952549
M,2016,Enseñanza,60.2468769846704,51.7512805463665
M,2017,Enseñanza,59.0811694704559,52.1827500790556
M,2018,Enseñanza,58.7072866489564,53.2382005899705
M,2019,Enseñanza,58.2958880772253,54.6937225965137
M,2020,Enseñanza,58.6382730186439,55.913396290432
M,2021,Enseñanza,55.8330507546022,57.3841008268259
N,1996,Salud,92.0650544218466,10.3385318593209
N,1997,Salud,93.4589340826385,10.4985692995529
N,1998,Salud,94.1201956514303,10.3052602692241
N,1999,Salud,94.5333136825875,10.2792297313153
N,2000,Salud,94.0332139074788,10.2928433608139
N,2001,Salud,94.765862053349,10.4410471388368
N,2002,Salud,90.7685512367491,10.3923731917231
N,2003,Salud,92.3165574519963,10.1133782824698
N,2004,Salud,94.1599682445172,9.74491114701131
N,2005,Salud,92.9730765953821,9.79787421827718
N,2006,Salud,95.7464704817201,9.93059082850161
N,2007,Salud,96.6546373846926,10.0630488193275
N,2008,Salud,96.2427540694788,10.2975444777937
N,2009,Salud,98.735076351387,10.3115650534255
N,2010,Salud,97.2092029766537,10.5412454467319
N,2011,Salud,96.966485774999,10.8522958471297
N,2012,Salud,98.1123606462401,11.1284125181152
N,2013,Salud,97.7242707105966,11.308008391393
N,2014,Salud,98.1417251567705,11.6025697531811
N,2015,Salud,98.8842665386603,11.8604532770194
N,2016,Salud,101.364035700535,12.2241330886759
N,2017,Salud,101.187681736983,12.4952344819928
N,2018,Salud,101.872014879141,12.7104222854398
N,2019,Salud,99.5369817841183,12.8592579412646
N,2020,Salud,99.6139778825413,13.3960425912949
N,2021,Salud,99.2770980373793,13.6394480775292
O,1996,"Serv. comunitarios, sociales y personales",89.8710127842697,7.32132751354606
O,1997,"Serv. comunitarios, sociales y personales",91.2616887005389,7.53474583789218
O,1998,"Serv. comunitarios, sociales y personales",91.5856203039666,7.77150380766201
O,1999,"Serv. comunitarios, sociales y personales",93.6104844286735,7.95954299421823
O,2000,"Serv. comunitarios, sociales y personales",93.4890376078776,7.98162399753239
O,2001,"Serv. comunitarios, sociales y personales",92.7109279471038,8.18244933502217
O,2002,"Serv. comunitarios, sociales y personales",91.505429630268,7.94225
O,2003,"Serv. comunitarios, sociales y personales",93.0813776287717,7.75565478029788
O,2004,"Serv. comunitarios, sociales y personales",92.6987198571003,6.86513636027691
O,2005,"Serv. comunitarios, sociales y personales",90.426287239783,7.09370471743681
O,2006,"Serv. comunitarios, sociales y personales",90.3334715740162,7.3063377952235
O,2007,"Serv. comunitarios, sociales y personales",90.5394843490679,7.63883152830562
O,2008,"Serv. comunitarios, sociales y personales",91.5706452564117,8.05402390262222
O,2009,"Serv. comunitarios, sociales y personales",92.3561761959856,8.17997727728397
O,2010,"Serv. comunitarios, sociales y personales",90.9195365612333,8.44780838724069
O,2011,"Serv. comunitarios, sociales y personales",90.6568431150549,8.66966081244135
O,2012,"Serv. comunitarios, sociales y personales",92.0656909393885,8.94380277202485
O,2013,"Serv. comunitarios, sociales y personales",92.6958439021298,9.26365058244041
O,2014,"Serv. comunitarios, sociales y personales",93.5583434761328,9.47008095532026
O,2015,"Serv. comunitarios, sociales y personales",94.4745335109787,9.71917349841057
O,2016,"Serv. comunitarios, sociales y personales",96.072010290305,9.88622660621262
O,2017,"Serv. comunitarios, sociales y personales",98.6856052695952,10.0323809872208
O,2018,"Serv. comunitarios, sociales y personales",97.4824212791776,10.3838408582699
O,2019,"Serv. comunitarios, sociales y personales",96.9461766452938,10.7837403428934
O,2020,"Serv. comunitarios, sociales y personales",95.3032149455452,11.129699896516
O,2021,"Serv. comunitarios, sociales y personales",95.2560565649614,11.4207867007977
