"anio","geocodigoFundar","geonombreFundar","intensidad_id_ocde_desc","vab","prop_vab"
"1995","CHE","Suiza","Media y alta intensidad de I+D","47910.126","0.70418038799429"
"1995","CHL","Chile","Baja intensidad de I+D","4973.73","0.521424705235948"
"1995","CHL","Chile","Media y alta intensidad de I+D","4565.001","0.478575294764052"
"1995","CHN","China","Baja intensidad de I+D","89021.084","0.362741365540397"
"1995","CHN","China","Media y alta intensidad de I+D","156390.916","0.637258634459603"
"1995","CIV","Costa de Marfil","Baja intensidad de I+D","1446.151","0.758424131941531"
"1995","CIV","Costa de Marfil","Media y alta intensidad de I+D","460.633","0.241575868058469"
"1995","CMR","Camerún","Baja intensidad de I+D","1614.054","0.826582283666994"
"1995","CMR","Camerún","Media y alta intensidad de I+D","338.63","0.173417716333006"
"1995","COD","Rep. Dem. Congo","Baja intensidad de I+D","1254.526","0.868508045561632"
"1995","COD","Rep. Dem. Congo","Media y alta intensidad de I+D","189.935","0.131491954438368"
"1995","COL","Colombia","Baja intensidad de I+D","9265.642","0.572101320551753"
"1995","COL","Colombia","Media y alta intensidad de I+D","6930.164","0.427898679448247"
"1995","CRI","Costa Rica","Baja intensidad de I+D","1340.58","0.677391433088786"
"1995","CRI","Costa Rica","Media y alta intensidad de I+D","638.453","0.322608566911214"
"1995","CYP","Chipre","Baja intensidad de I+D","695.033","0.67407009414227"
"1995","CYP","Chipre","Media y alta intensidad de I+D","336.066","0.32592990585773"
"1995","CZE","Chequia","Baja intensidad de I+D","5850.466","0.411510024429791"
"1995","CZE","Chequia","Media y alta intensidad de I+D","8366.602","0.588489975570209"
"1995","DEU","Alemania","Baja intensidad de I+D","160019.291","0.286226982927551"
"1995","DEU","Alemania","Media y alta intensidad de I+D","399045.02","0.713773017072449"
"1995","DNK","Dinamarca","Baja intensidad de I+D","10948.555","0.379683621113126"
"1995","DNK","Dinamarca","Media y alta intensidad de I+D","17887.44","0.620316378886874"
"1995","EA19","Eurozona","Baja intensidad de I+D","523806.412","0.363696932339957"
"1995","EA19","Eurozona","Media y alta intensidad de I+D","916421.331","0.636303067660043"
"1995","EGY","Egipto","Baja intensidad de I+D","5893.963","0.551290855548168"
"1995","EGY","Egipto","Media y alta intensidad de I+D","4797.241","0.448709144451832"
"1995","ESP","España","Baja intensidad de I+D","45929.513","0.431376523369092"
"1995","ESP","España","Media y alta intensidad de I+D","60542.468","0.568623476630908"
"1995","EST","Estonia","Baja intensidad de I+D","451.543","0.613874833120797"
"1995","EST","Estonia","Media y alta intensidad de I+D","284.019","0.386125166879203"
"1995","EU15","Unión Europea (15 países)","Baja intensidad de I+D","629746.773","0.362143777266741"
"1995","EU15","Unión Europea (15 países)","Media y alta intensidad de I+D","1109194.533","0.637856222733259"
"1995","EU27_2020","Unión Europea (27 países)","Baja intensidad de I+D","591755.964","0.369091576106676"
"1995","EU27_2020","Unión Europea (27 países)","Media y alta intensidad de I+D","1011520.844","0.630908423893324"
"1995","EU28","Unión Europea (28 países)","Baja intensidad de I+D","671259.005","0.368420473681539"
"1995","EU28","Unión Europea (28 países)","Media y alta intensidad de I+D","1150732.586","0.631579526318462"
"1995","FIN","Finlandia","Baja intensidad de I+D","14824.815","0.467543070400124"
"1995","FIN","Finlandia","Media y alta intensidad de I+D","16883.098","0.532456929599876"
"1995","FRA","Francia","Baja intensidad de I+D","97413.993","0.380627699172169"
"1995","FRA","Francia","Media y alta intensidad de I+D","158515.865","0.619372300827831"
"1995","G20","G-20","Baja intensidad de I+D","1976361.73","0.352889157071589"
"1995","G20","G-20","Media y alta intensidad de I+D","3624155.289","0.647110842928411"
"1995","GBR","Reino Unido","Baja intensidad de I+D","79503.042","0.363500998467031"
"1995","GBR","Reino Unido","Media y alta intensidad de I+D","139211.741","0.636499001532969"
"1995","GRC","Grecia","Baja intensidad de I+D","9205.25","0.560209608249762"
"1995","GRC","Grecia","Media y alta intensidad de I+D","7226.546","0.439790391750238"
"1995","HKG","Hong Kong","Baja intensidad de I+D","4250.729","0.632225695314122"
"1995","HKG","Hong Kong","Media y alta intensidad de I+D","2472.707","0.367774304685878"
"1995","HRV","Croacia","Baja intensidad de I+D","2583.87","0.606554356131519"
"1995","HRV","Croacia","Media y alta intensidad de I+D","1676.045","0.393445643868481"
"1995","HUN","Hungría","Baja intensidad de I+D","4698.924","0.496497884593175"
"1995","HUN","Hungría","Media y alta intensidad de I+D","4765.213","0.503502115406825"
"1995","IDN","Indonesia","Baja intensidad de I+D","32976.6","0.641457747676946"
"1995","IDN","Indonesia","Media y alta intensidad de I+D","18432.242","0.358542252323054"
"1995","IND","India","Baja intensidad de I+D","29929.529","0.434850198868276"
"1995","IND","India","Media y alta intensidad de I+D","38897.688","0.565149801131724"
"1995","IRL","Irlanda","Baja intensidad de I+D","4319.399","0.293971653650486"
"1995","IRL","Irlanda","Media y alta intensidad de I+D","10373.851","0.706028346349514"
"1995","ISL","Islandia","Baja intensidad de I+D","490.737","0.543773996775498"
"1995","ISL","Islandia","Media y alta intensidad de I+D","411.728","0.456226003224502"
"1995","ISR","Israel","Baja intensidad de I+D","5023.964","0.343311956361895"
"1995","ISR","Israel","Media y alta intensidad de I+D","9609.852","0.656688043638105"
"1995","ITA","Italia","Baja intensidad de I+D","104520.973","0.432058963610979"
"1995","ITA","Italia","Media y alta intensidad de I+D","137392.705","0.567941036389021"
"1995","JOR","Jordania","Baja intensidad de I+D","801.46","0.607380630297794"
"1995","JOR","Jordania","Media y alta intensidad de I+D","518.075","0.392619369702206"
"1995","JPN","Japón","Baja intensidad de I+D","416225.568","0.294877217261642"
"1995","JPN","Japón","Media y alta intensidad de I+D","995296.054","0.705122782738357"
"1995","KAZ","Kazajstán","Baja intensidad de I+D","880.785","0.351286136763829"
"1995","KAZ","Kazajstán","Media y alta intensidad de I+D","1626.53","0.648713863236171"
"1995","KHM","Camboya","Baja intensidad de I+D","385.878","0.530911282267185"
"1995","KHM","Camboya","Media y alta intensidad de I+D","340.944","0.469088717732815"
"1995","KOR","Corea del Sur","Baja intensidad de I+D","39662.736","0.266917191706118"
"1995","KOR","Corea del Sur","Media y alta intensidad de I+D","108932.923","0.733082808293882"
"1995","LAO","Laos","Baja intensidad de I+D","136.644","0.779691191071245"
"1995","LAO","Laos","Media y alta intensidad de I+D","38.61","0.220308808928755"
"1995","LTU","Lituania","Baja intensidad de I+D","940.628","0.70110678553673"
"1995","LTU","Lituania","Media y alta intensidad de I+D","401.005","0.29889321446327"
"1995","LUX","Luxemburgo","Baja intensidad de I+D","825.117","0.308017970766707"
"1995","LUX","Luxemburgo","Media y alta intensidad de I+D","1853.678","0.691982029233293"
"1995","LVA","Letonia","Baja intensidad de I+D","806.983","0.759199728300495"
"1995","LVA","Letonia","Media y alta intensidad de I+D","255.956","0.240800271699505"
"1995","MAR","Marruecos","Baja intensidad de I+D","3341.801","0.487003929927299"
"1995","MAR","Marruecos","Media y alta intensidad de I+D","3520.158","0.512996070072701"
"1995","MEX","México","Baja intensidad de I+D","32657.685","0.404141216505258"
"1995","MEX","México","Media y alta intensidad de I+D","48149.923","0.595858783494742"
"1995","MLT","Malta","Baja intensidad de I+D","305.346","0.414566427214704"
"1995","MLT","Malta","Media y alta intensidad de I+D","431.197","0.585433572785296"
"1995","MMR","Myanmar","Baja intensidad de I+D","706.831","0.662642673329052"
"1995","MMR","Myanmar","Media y alta intensidad de I+D","359.854","0.337357326670948"
"1995","MYS","Malasia","Baja intensidad de I+D","6195.756","0.351328136163727"
"1995","MYS","Malasia","Media y alta intensidad de I+D","11439.484","0.648671863836273"
"1995","NGA","Nigeria","Baja intensidad de I+D","5349.29","0.823694063749756"
"1995","NGA","Nigeria","Media y alta intensidad de I+D","1144.978","0.176305936250244"
"1995","NLD","Países Bajos","Baja intensidad de I+D","27815.088","0.38926605366822"
"1995","NLD","Países Bajos","Media y alta intensidad de I+D","43640.123","0.61073394633178"
"1995","NOR","Noruega","Baja intensidad de I+D","7727.263","0.425290289131966"
"1995","NOR","Noruega","Media y alta intensidad de I+D","10442.122","0.574709710868034"
"1995","NZL","Nueva Zelanda","Baja intensidad de I+D","7677.478","0.671184898484468"
"1995","NZL","Nueva Zelanda","Media y alta intensidad de I+D","3761.215","0.328815101515532"
"1995","OECD","Países miembros de OCDE","Baja intensidad de I+D","1739722.115","0.341720645876975"
"1995","OECD","Países miembros de OCDE","Media y alta intensidad de I+D","3351343.163","0.658279354123025"
"1995","PAK","Pakistán","Baja intensidad de I+D","7930.019","0.632479490725225"
"1995","PAK","Pakistán","Media y alta intensidad de I+D","4607.967","0.367520509274775"
"1995","PER","Perú","Baja intensidad de I+D","4912.093","0.536644054190409"
"1995","PER","Perú","Media y alta intensidad de I+D","4241.261","0.463355945809591"
"1995","PHL","Filipinas","Baja intensidad de I+D","12066.794","0.64618887180255"
"1995","PHL","Filipinas","Media y alta intensidad de I+D","6606.994","0.35381112819745"
"1995","POL","Polonia","Baja intensidad de I+D","15265.786","0.516017103370769"
"1995","POL","Polonia","Media y alta intensidad de I+D","14318.09","0.483982896629231"
"1995","PRT","Portugal","Baja intensidad de I+D","11568.885","0.56265814430591"
"1995","PRT","Portugal","Media y alta intensidad de I+D","8992.241","0.43734185569409"
"1995","ROU","Rumania","Baja intensidad de I+D","4700.896","0.507253475130056"
"1995","ROU","Rumania","Media y alta intensidad de I+D","4566.455","0.492746524869944"
"1995","RUS","Rusia","Baja intensidad de I+D","23548.723","0.492683256884482"
"1995","RUS","Rusia","Media y alta intensidad de I+D","24248.158","0.507316743115518"
"1995","SAU","Arabia Saudita","Baja intensidad de I+D","8128.904","0.550080520179715"
"1995","SAU","Arabia Saudita","Media y alta intensidad de I+D","6648.758","0.449919479820285"
"1995","SEN","Senegal","Baja intensidad de I+D","1056.075","0.765810581213303"
"1995","SEN","Senegal","Media y alta intensidad de I+D","322.954","0.234189418786697"
"1995","SGP","Singapur","Baja intensidad de I+D","3487.138","0.165323884027349"
"1995","SGP","Singapur","Media y alta intensidad de I+D","17605.628","0.834676115972652"
"1995","STP","Santo Tomé y Príncipe","Baja intensidad de I+D","2.312","0.947540983606557"
"1995","STP","Santo Tomé y Príncipe","Media y alta intensidad de I+D","0.128","0.0524590163934426"
"1995","SVK","Eslovaquia","Baja intensidad de I+D","2049.491","0.448987795890719"
"1995","SVK","Eslovaquia","Media y alta intensidad de I+D","2515.201","0.551012204109281"
"1995","SVN","Eslovenia","Baja intensidad de I+D","2248.59","0.436160136617306"
"1995","SVN","Eslovenia","Media y alta intensidad de I+D","2906.833","0.563839863382694"
"1995","SWE","Suecia","Baja intensidad de I+D","22986.373","0.349386495113274"
"1995","SWE","Suecia","Media y alta intensidad de I+D","42804.301","0.650613504886726"
"1995","THA","Tailandia","Baja intensidad de I+D","21742.578","0.535128549759454"
"1995","THA","Tailandia","Media y alta intensidad de I+D","18887.992","0.464871450240545"
"1995","TUN","Túnez","Baja intensidad de I+D","2250.1","0.566651640572469"
"1995","TUN","Túnez","Media y alta intensidad de I+D","1720.77","0.433348359427531"
"1995","TUR","Turquía","Baja intensidad de I+D","21726.251","0.498508598634773"
"1995","TUR","Turquía","Media y alta intensidad de I+D","21856.249","0.501491401365227"
"1995","TWN","Taiwán","Baja intensidad de I+D","24171.982","0.324329754459437"
"1995","TWN","Taiwán","Media y alta intensidad de I+D","50357.048","0.675670245540563"
"1995","UKR","Ucrania","Baja intensidad de I+D","4125.955","0.431380390484017"
"1995","UKR","Ucrania","Media y alta intensidad de I+D","5438.585","0.568619609515983"
"1995","USA","Estados Unidos","Baja intensidad de I+D","442990.474","0.341712636213298"
"1995","USA","Estados Unidos","Media y alta intensidad de I+D","853392.589","0.658287363786702"
"1995","VNM","Vietnam","Baja intensidad de I+D","2814.54","0.589650415284393"
"1995","VNM","Vietnam","Media y alta intensidad de I+D","1958.695","0.410349584715607"
"1995","WLD","Mundo","Baja intensidad de I+D","2233664.618","0.363070762606706"
"1995","WLD","Mundo","Media y alta intensidad de I+D","3918482.148","0.636929237393294"
"1995","ZAF","Sudáfrica","Baja intensidad de I+D","11397.843","0.452804402727352"
"1995","ZAF","Sudáfrica","Media y alta intensidad de I+D","13773.827","0.547195597272648"
"1996","AGO","Angola","Baja intensidad de I+D","216.48","0.513769828838322"
"1996","AGO","Angola","Media y alta intensidad de I+D","204.876","0.486230171161678"
"1996","APEC","Cooperación Económica Asia-Pacífico","Baja intensidad de I+D","1235440.286","0.338419125920226"
"1996","APEC","Cooperación Económica Asia-Pacífico","Media y alta intensidad de I+D","2415181.654","0.661580874079774"
"1996","ARE","Emiratos Árabes Unidos","Baja intensidad de I+D","4516.047","0.482397378930307"
"1996","ARE","Emiratos Árabes Unidos","Media y alta intensidad de I+D","4845.627","0.517602621069693"
"1996","ARG","Argentina","Baja intensidad de I+D","29322.814","0.4905725422583"
"1996","ARG","Argentina","Media y alta intensidad de I+D","30449.822","0.5094274577417"
"1996","ASEAN","Asociación de Naciones del Sudeste Asiático","Baja intensidad de I+D","91817.032","0.515297411280885"
"1996","ASEAN","Asociación de Naciones del Sudeste Asiático","Media y alta intensidad de I+D","86365.567","0.484702588719115"
"1996","AUS","Australia","Baja intensidad de I+D","27498.609","0.470151012963386"
"1996","AUS","Australia","Media y alta intensidad de I+D","30990.277","0.529848987036614"
"1996","AUT","Austria","Baja intensidad de I+D","18570.173","0.404920847978779"
"1996","AUT","Austria","Media y alta intensidad de I+D","27291.069","0.595079152021221"
"1996","BEL","Bélgica","Baja intensidad de I+D","20140.72","0.361439813476446"
"1996","BEL","Bélgica","Media y alta intensidad de I+D","35582.859","0.638560186523554"
"1996","BGD","Bangladesh","Baja intensidad de I+D","6540.454","0.743003246948729"
"1996","BGD","Bangladesh","Media y alta intensidad de I+D","2262.272","0.256996753051271"
"1996","BGR","Bulgaria","Baja intensidad de I+D","743.461","0.551345286325252"
"1996","BGR","Bulgaria","Media y alta intensidad de I+D","604.988","0.448654713674748"
"1996","BLR","Belarús","Baja intensidad de I+D","2583.881","0.533706986740365"
"1996","BLR","Belarús","Media y alta intensidad de I+D","2257.504","0.466293013259635"
"1996","BRA","Brasil","Baja intensidad de I+D","60088.365","0.488132941103903"
"1996","BRA","Brasil","Media y alta intensidad de I+D","63009.996","0.511867058896097"
"1996","BRN","Brunei","Baja intensidad de I+D","693.276","0.954926935161068"
"1996","BRN","Brunei","Media y alta intensidad de I+D","32.723","0.0450730648389323"
"1996","CAN","Canadá","Baja intensidad de I+D","42989.25","0.383766872635265"
"1996","CAN","Canadá","Media y alta intensidad de I+D","69029.929","0.616233127364735"
"1996","CHE","Suiza","Baja intensidad de I+D","19347.355","0.299335872419875"
"1996","CHE","Suiza","Media y alta intensidad de I+D","45286.913","0.700664127580125"
"1996","CHL","Chile","Baja intensidad de I+D","5212.578","0.521563383986678"
"1996","CHL","Chile","Media y alta intensidad de I+D","4781.563","0.478436616013322"
"1996","CHN","China","Baja intensidad de I+D","107812.785","0.371787957104261"
"1996","CHN","China","Media y alta intensidad de I+D","182171.823","0.628212042895739"
"1996","CIV","Costa de Marfil","Baja intensidad de I+D","1582.608","0.758349541499374"
"1996","CIV","Costa de Marfil","Media y alta intensidad de I+D","504.303","0.241650458500626"
"1996","CMR","Camerún","Baja intensidad de I+D","1615.239","0.863919861493756"
"1996","CMR","Camerún","Media y alta intensidad de I+D","254.424","0.136080138506244"
"1996","COD","Rep. Dem. Congo","Baja intensidad de I+D","1265.015","0.868375114380465"
"1996","COD","Rep. Dem. Congo","Media y alta intensidad de I+D","191.746","0.131624885619535"
"1996","COL","Colombia","Baja intensidad de I+D","9660.202","0.572451563817859"
"1996","COL","Colombia","Media y alta intensidad de I+D","7214.941","0.427548436182141"
"1996","CRI","Costa Rica","Baja intensidad de I+D","1372.832","0.683007111506471"
"1996","CRI","Costa Rica","Media y alta intensidad de I+D","637.15","0.316992888493529"
"1996","CYP","Chipre","Baja intensidad de I+D","685.772","0.672602444143667"
"1996","CYP","Chipre","Media y alta intensidad de I+D","333.808","0.327397555856333"
"1996","CZE","Chequia","Baja intensidad de I+D","6281.816","0.380831570879851"
"1996","CZE","Chequia","Media y alta intensidad de I+D","10213.182","0.619168429120149"
"1996","DEU","Alemania","Baja intensidad de I+D","157215.5","0.293968889751761"
"1996","DEU","Alemania","Media y alta intensidad de I+D","377587.69","0.706031110248239"
"1996","DNK","Dinamarca","Baja intensidad de I+D","10596.354","0.373835586561815"
"1996","DNK","Dinamarca","Media y alta intensidad de I+D","17748.604","0.626164413438185"
"1996","EA19","Eurozona","Baja intensidad de I+D","529975.246","0.369074607595564"
"1996","EA19","Eurozona","Media y alta intensidad de I+D","905981.699","0.630925392404436"
"1996","EGY","Egipto","Baja intensidad de I+D","6746.157","0.553227242355129"
"1996","EGY","Egipto","Media y alta intensidad de I+D","5448.031","0.446772757644871"
"1996","ESP","España","Baja intensidad de I+D","47741.906","0.426148000808346"
"1996","ESP","España","Media y alta intensidad de I+D","64289.374","0.573851999191654"
"1996","EST","Estonia","Baja intensidad de I+D","509.659","0.592015453810484"
"1996","EST","Estonia","Media y alta intensidad de I+D","351.229","0.407984546189516"
"1996","EU15","Unión Europea (15 países)","Baja intensidad de I+D","640138.97","0.366344205511233"
"1996","EU15","Unión Europea (15 países)","Media y alta intensidad de I+D","1107231.291","0.633655794488768"
"1996","EU27_2020","Unión Europea (27 países)","Baja intensidad de I+D","599693.561","0.373130870369958"
"1996","EU27_2020","Unión Europea (27 países)","Media y alta intensidad de I+D","1007500.077","0.626869129630041"
"1996","EU28","Unión Europea (28 países)","Baja intensidad de I+D","683753.615","0.37247896930032"
"1996","EU28","Unión Europea (28 países)","Media y alta intensidad de I+D","1151930.199","0.62752103069968"
"1996","FIN","Finlandia","Baja intensidad de I+D","13338.274","0.437447232658671"
"1996","FIN","Finlandia","Media y alta intensidad de I+D","17152.887","0.562552767341329"
"1996","FRA","Francia","Baja intensidad de I+D","95284.457","0.379237816201804"
"1996","FRA","Francia","Media y alta intensidad de I+D","155968.063","0.620762183798196"
"1996","G20","G-20","Baja intensidad de I+D","1982440.734","0.354355028335172"
"1996","G20","G-20","Media y alta intensidad de I+D","3612063.578","0.645644971664828"
"1996","GBR","Reino Unido","Baja intensidad de I+D","84060.055","0.367893517803175"
"1996","GBR","Reino Unido","Media y alta intensidad de I+D","144430.122","0.632106482196825"
"1996","GRC","Grecia","Baja intensidad de I+D","9352.454","0.570009276828523"
"1996","GRC","Grecia","Media y alta intensidad de I+D","7055.093","0.429990723171477"
"1996","HKG","Hong Kong","Baja intensidad de I+D","4120.342","0.6269991738602"
"1996","HKG","Hong Kong","Media y alta intensidad de I+D","2451.185","0.3730008261398"
"1996","HRV","Croacia","Baja intensidad de I+D","2480.317","0.616288459684481"
"1996","HRV","Croacia","Media y alta intensidad de I+D","1544.287","0.383711540315519"
"1996","HUN","Hungría","Baja intensidad de I+D","4514.808","0.477028036494461"
"1996","HUN","Hungría","Media y alta intensidad de I+D","4949.642","0.522971963505539"
"1996","IDN","Indonesia","Baja intensidad de I+D","37144.31","0.642220022529037"
"1996","IDN","Indonesia","Media y alta intensidad de I+D","20693.049","0.357779977470963"
"1996","IND","India","Baja intensidad de I+D","32151.107","0.437209673535423"
"1996","IND","India","Media y alta intensidad de I+D","41385.937","0.562790326464577"
"1996","IRL","Irlanda","Baja intensidad de I+D","4801.921","0.298866727519805"
"1996","IRL","Irlanda","Media y alta intensidad de I+D","11265.177","0.701133272480195"
"1996","ISL","Islandia","Baja intensidad de I+D","505.512","0.534643663961959"
"1996","ISL","Islandia","Media y alta intensidad de I+D","440","0.465356336038041"
"1996","ISR","Israel","Baja intensidad de I+D","5570.406","0.347158802669874"
"1996","ISR","Israel","Media y alta intensidad de I+D","10475.294","0.652841197330126"
"1996","ITA","Italia","Baja intensidad de I+D","115406.177","0.436374488217597"
"1996","ITA","Italia","Media y alta intensidad de I+D","149059.735","0.563625511782403"
"1996","JOR","Jordania","Baja intensidad de I+D","812.217","0.601307716966339"
"1996","JOR","Jordania","Media y alta intensidad de I+D","538.534","0.398692283033661"
"1996","JPN","Japón","Baja intensidad de I+D","364833.161","0.293283076911048"
"1996","JPN","Japón","Media y alta intensidad de I+D","879129.378","0.706716923088952"
"1996","KAZ","Kazajstán","Baja intensidad de I+D","901.959","0.351755993480909"
"1996","KAZ","Kazajstán","Media y alta intensidad de I+D","1662.202","0.648244006519091"
"1996","KHM","Camboya","Baja intensidad de I+D","389.705","0.52039419655078"
"1996","KHM","Camboya","Media y alta intensidad de I+D","359.16","0.47960580344922"
"1996","KOR","Corea del Sur","Baja intensidad de I+D","42489.906","0.272486377190112"
"1996","KOR","Corea del Sur","Media y alta intensidad de I+D","113444.15","0.727513622809888"
"1996","LAO","Laos","Baja intensidad de I+D","144.178","0.778482106218008"
"1996","LAO","Laos","Media y alta intensidad de I+D","41.026","0.221517893781992"
"1996","LTU","Lituania","Baja intensidad de I+D","1159.545","0.710238739983082"
"1996","LTU","Lituania","Media y alta intensidad de I+D","473.068","0.289761260016918"
"1996","LUX","Luxemburgo","Baja intensidad de I+D","821.883","0.331993724344583"
"1996","LUX","Luxemburgo","Media y alta intensidad de I+D","1653.715","0.668006275655417"
"1996","LVA","Letonia","Baja intensidad de I+D","871.234","0.756615130496253"
"1996","LVA","Letonia","Media y alta intensidad de I+D","280.255","0.243384869503747"
"1996","MAR","Marruecos","Baja intensidad de I+D","3686.421","0.484660906267609"
"1996","MAR","Marruecos","Media y alta intensidad de I+D","3919.765","0.515339093732391"
"1996","MEX","México","Baja intensidad de I+D","37251.356","0.382777045121801"
"1996","MEX","México","Media y alta intensidad de I+D","60067.322","0.617222954878199"
"1996","MLT","Malta","Baja intensidad de I+D","306.774","0.413919003703729"
"1996","MLT","Malta","Media y alta intensidad de I+D","434.371","0.586080996296271"
"1996","MMR","Myanmar","Baja intensidad de I+D","708","0.654951544686567"
"1996","MMR","Myanmar","Media y alta intensidad de I+D","372.996","0.345048455313433"
"1996","MYS","Malasia","Baja intensidad de I+D","7073.917","0.351712822762699"
"1996","MYS","Malasia","Media y alta intensidad de I+D","13038.847","0.648287177237301"
"1996","NGA","Nigeria","Baja intensidad de I+D","5462.502","0.846342916797976"
"1996","NGA","Nigeria","Media y alta intensidad de I+D","991.74","0.153657083202024"
"1996","NLD","Países Bajos","Baja intensidad de I+D","27264.924","0.39610406845848"
"1996","NLD","Países Bajos","Media y alta intensidad de I+D","41567.805","0.60389593154152"
"1996","NOR","Noruega","Baja intensidad de I+D","7241.094","0.401338294248483"
"1996","NOR","Noruega","Media y alta intensidad de I+D","10801.276","0.598661705751517"
"1996","NZL","Nueva Zelanda","Baja intensidad de I+D","8040.15","0.6654805772688"
"1996","NZL","Nueva Zelanda","Media y alta intensidad de I+D","4041.57","0.334519422731201"
"1996","OECD","Países miembros de OCDE","Baja intensidad de I+D","1714108.331","0.341841635424514"
"1996","OECD","Países miembros de OCDE","Media y alta intensidad de I+D","3300226.242","0.658158364575486"
"1996","PAK","Pakistán","Baja intensidad de I+D","7847.516","0.628112421769248"
"1996","PAK","Pakistán","Media y alta intensidad de I+D","4646.292","0.371887578230752"
"1996","PER","Perú","Baja intensidad de I+D","5034.109","0.532229588765864"
"1996","PER","Perú","Media y alta intensidad de I+D","4424.42","0.467770411234136"
"1996","PHL","Filipinas","Baja intensidad de I+D","13166.726","0.59366386464597"
"1996","PHL","Filipinas","Media y alta intensidad de I+D","9012.03","0.40633613535403"
"1996","POL","Polonia","Baja intensidad de I+D","16194.648","0.508540845745517"
"1996","POL","Polonia","Media y alta intensidad de I+D","15650.676","0.491459154254483"
"1996","PRT","Portugal","Baja intensidad de I+D","11979.246","0.539127697687123"
"1996","PRT","Portugal","Media y alta intensidad de I+D","10240.436","0.460872302312877"
"1996","ROU","Rumania","Baja intensidad de I+D","5341.984","0.544527431951196"
"1996","ROU","Rumania","Media y alta intensidad de I+D","4468.328","0.455472568048804"
"1996","RUS","Rusia","Baja intensidad de I+D","29778.876","0.494759957017062"
"1996","RUS","Rusia","Media y alta intensidad de I+D","30409.657","0.505240042982938"
"1996","SAU","Arabia Saudita","Baja intensidad de I+D","9237.611","0.549884702692001"
"1996","SAU","Arabia Saudita","Media y alta intensidad de I+D","7561.567","0.450115297307999"
"1996","SEN","Senegal","Baja intensidad de I+D","1086.688","0.759677837673083"
"1996","SEN","Senegal","Media y alta intensidad de I+D","343.771","0.240322162326917"
"1996","SGP","Singapur","Baja intensidad de I+D","3488.595","0.152293281851151"
"1996","SGP","Singapur","Media y alta intensidad de I+D","19418.489","0.847706718148849"
"1996","STP","Santo Tomé y Príncipe","Baja intensidad de I+D","3.169","0.949655379083009"
"1996","STP","Santo Tomé y Príncipe","Media y alta intensidad de I+D","0.168","0.0503446209169913"
"1996","SVK","Eslovaquia","Baja intensidad de I+D","2243.607","0.478756883335702"
"1996","SVK","Eslovaquia","Media y alta intensidad de I+D","2442.711","0.521243116664298"
"1996","SVN","Eslovenia","Baja intensidad de I+D","2281.017","0.435859983937695"
"1996","SVN","Eslovenia","Media y alta intensidad de I+D","2952.354","0.564140016062305"
"1996","SWE","Suecia","Baja intensidad de I+D","23564.925","0.337106081920915"
"1996","SWE","Suecia","Media y alta intensidad de I+D","46338.664","0.662893918079085"
