"geocodigoFundar","geonombreFundar","anio","rindes","rindes_trigo_ma5"
"KAZ","Kazajstán","2004","0.84320","1.00816"
"KAZ","Kazajstán","2005","0.94800","1.01720"
"KAZ","Kazajstán","2006","1.13480","1.00810"
"KAZ","Kazajstán","2007","1.29830","1.04986"
"KAZ","Kazajstán","2008","0.97150","1.03916"
"KAZ","Kazajstán","2009","1.19410","1.10934"
"KAZ","Kazajstán","2010","0.73360","1.06646"
"KAZ","Kazajstán","2011","1.66090","1.17168"
"KAZ","Kazajstán","2012","0.79290","1.07060"
"KAZ","Kazajstán","2013","1.07620","1.09154"
"KAZ","Kazajstán","2014","1.09010","1.07074"
"KAZ","Kazajstán","2015","1.18820","1.16166"
"KAZ","Kazajstán","2016","1.21110","1.07170"
"KAZ","Kazajstán","2017","1.24270","1.16166"
"KAZ","Kazajstán","2018","1.22810","1.19204"
"KAZ","Kazajstán","2019","1.01370","1.17676"
"KAZ","Kazajstán","2020","1.18250","1.17562"
"KAZ","Kazajstán","2021","0.92880","1.11916"
"KAZ","Kazajstán","2022","1.27270","1.12516"
"KAZ","Kazajstán","2023","0.92240","1.06402"
"KAZ","Kazajstán","2024","1.42160","1.14560"
"KEN","Kenia","1961","1.09070",""
"KEN","Kenia","1962","0.92120",""
"KEN","Kenia","1963","1.11970",""
"KEN","Kenia","1964","1.19730",""
"KEN","Kenia","1965","1.51320","1.16842"
"KEN","Kenia","1966","1.18340","1.18696"
"KEN","Kenia","1967","1.34140","1.27100"
"KEN","Kenia","1968","1.62510","1.37208"
"KEN","Kenia","1969","1.72820","1.47826"
"KEN","Kenia","1970","1.61320","1.49826"
"KEN","Kenia","1971","1.69470","1.60052"
"KEN","Kenia","1972","1.44490","1.62122"
"KEN","Kenia","1973","1.36280","1.56876"
"KEN","Kenia","1974","1.64130","1.55138"
"KEN","Kenia","1975","1.51980","1.53270"
"KEN","Kenia","1976","1.67310","1.52838"
"KEN","Kenia","1977","1.48470","1.53634"
"KEN","Kenia","1978","1.47160","1.55810"
"KEN","Kenia","1979","1.77150","1.58414"
"KEN","Kenia","1980","2.15670","1.71152"
"KEN","Kenia","1981","2.14610","1.80612"
"KEN","Kenia","1982","2.08330","1.92584"
"KEN","Kenia","1983","2.10830","2.05318"
"KEN","Kenia","1984","1.37700","1.97428"
"KEN","Kenia","1985","1.89000","1.92094"
"KEN","Kenia","1986","1.86660","1.86504"
"KEN","Kenia","1987","1.48240","1.74486"
"KEN","Kenia","1988","1.63300","1.64980"
"KEN","Kenia","1989","1.58390","1.69118"
"KEN","Kenia","1990","1.65510","1.64420"
"KEN","Kenia","1991","1.84840","1.64056"
"KEN","Kenia","1992","1.93590","1.73126"
"KEN","Kenia","1993","1.37950","1.68056"
"KEN","Kenia","1994","2.21640","1.80706"
"KEN","Kenia","1995","2.10640","1.89732"
"KEN","Kenia","1996","2.01120","1.92988"
"KEN","Kenia","1997","1.61320","1.86534"
"KEN","Kenia","1998","1.89510","1.96846"
"KEN","Kenia","1999","1.65340","1.85586"
"KEN","Kenia","2000","1.54920","1.74442"
"KEN","Kenia","2001","1.98900","1.73998"
"KEN","Kenia","2002","2.12170","1.84168"
"KEN","Kenia","2003","2.50550","1.96376"
"KEN","Kenia","2004","2.48270","2.12962"
"KEN","Kenia","2005","2.31310","2.28240"
"KEN","Kenia","2006","2.18750","2.32210"
"KEN","Kenia","2007","3.09400","2.51656"
"KEN","Kenia","2008","2.58450","2.53236"
"KEN","Kenia","2009","1.66650","2.36912"
"KEN","Kenia","2010","3.19910","2.54632"
"KEN","Kenia","2011","2.04150","2.51712"
"KEN","Kenia","2012","2.97200","2.49272"
"KEN","Kenia","2013","2.76020","2.52786"
"KEN","Kenia","2014","1.55490","2.50554"
"KEN","Kenia","2015","1.98410","2.26254"
"KEN","Kenia","2016","1.40220","2.13468"
"KEN","Kenia","2017","1.25810","1.79190"
"KEN","Kenia","2018","2.52800","1.74546"
"KEN","Kenia","2019","2.62870","1.96022"
"KEN","Kenia","2020","3.06060","2.17552"
"KEN","Kenia","2021","2.79550","2.45418"
"KEN","Kenia","2022","3.08390","2.81934"
"KEN","Kenia","2023","2.96330","2.90640"
"KEN","Kenia","2024","3.04410","2.98948"
"KGZ","Kirguistán","1992","2.73350",""
"KGZ","Kirguistán","1993","2.45550",""
"KGZ","Kirguistán","1994","1.82650",""
"KGZ","Kirguistán","1995","1.71750",""
"KGZ","Kirguistán","1996","2.13530","2.17366"
"KGZ","Kirguistán","1997","2.31740","2.09044"
"KGZ","Kirguistán","1998","2.35780","2.07090"
"KGZ","Kirguistán","1999","2.29770","2.16514"
"KGZ","Kirguistán","2000","2.34200","2.29004"
"KGZ","Kirguistán","2001","2.48830","2.36064"
"KGZ","Kirguistán","2002","2.30170","2.35750"
"KGZ","Kirguistán","2003","2.36490","2.35892"
"KGZ","Kirguistán","2004","2.43440","2.38626"
"KGZ","Kirguistán","2005","2.24100","2.36606"
"KGZ","Kirguistán","2006","2.06840","2.28208"
"KGZ","Kirguistán","2007","1.99850","2.22144"
"KGZ","Kirguistán","2008","1.94020","2.13650"
"KGZ","Kirguistán","2009","2.62850","2.17532"
"KGZ","Kirguistán","2010","2.16740","2.16060"
"KGZ","Kirguistán","2011","2.14450","2.17582"
"KGZ","Kirguistán","2012","1.67510","2.11114"
"KGZ","Kirguistán","2013","2.36540","2.19618"
"KGZ","Kirguistán","2014","1.68930","2.00834"
"KGZ","Kirguistán","2015","2.37010","2.04888"
"KGZ","Kirguistán","2016","2.44610","2.10920"
"KGZ","Kirguistán","2017","2.40530","2.25524"
"KGZ","Kirguistán","2018","2.42680","2.26752"
"KGZ","Kirguistán","2019","2.50930","2.43152"
"KGZ","Kirguistán","2020","2.54650","2.46680"
"KGZ","Kirguistán","2021","1.45310","2.26820"
"KGZ","Kirguistán","2022","2.54230","2.29560"
"KGZ","Kirguistán","2023","1.91070","2.19238"
"KGZ","Kirguistán","2024","2.76800","2.24412"
"KOR","Corea del Sur","1961","2.26570",""
"KOR","Corea del Sur","1962","2.00930",""
"KOR","Corea del Sur","1963","1.65590",""
"KOR","Corea del Sur","1964","2.12190",""
"KOR","Corea del Sur","1965","1.98000","2.00656"
"KOR","Corea del Sur","1966","2.05850","1.96512"
"KOR","Corea del Sur","1967","2.05480","1.97422"
"KOR","Corea del Sur","1968","2.19000","2.08104"
"KOR","Corea del Sur","1969","2.39000","2.13466"
"KOR","Corea del Sur","1970","2.26000","2.19066"
"KOR","Corea del Sur","1971","2.26740","2.23244"
"KOR","Corea del Sur","1972","2.37500","2.29648"
"KOR","Corea del Sur","1973","2.30800","2.32008"
"KOR","Corea del Sur","1974","2.03410","2.24890"
"KOR","Corea del Sur","1975","2.21760","2.24042"
"KOR","Corea del Sur","1976","2.22270","2.23148"
"KOR","Corea del Sur","1977","1.68440","2.09336"
"KOR","Corea del Sur","1978","2.08910","2.04958"
"KOR","Corea del Sur","1979","3.20700","2.28416"
"KOR","Corea del Sur","1980","3.29970","2.50058"
"KOR","Corea del Sur","1981","2.90110","2.63626"
"KOR","Corea del Sur","1982","3.34820","2.96902"
"KOR","Corea del Sur","1983","4.22130","3.39546"
"KOR","Corea del Sur","1984","2.68870","3.29180"
"KOR","Corea del Sur","1985","3.42570","3.31700"
"KOR","Corea del Sur","1986","2.93790","3.32436"
"KOR","Corea del Sur","1987","3.02350","3.25942"
"KOR","Corea del Sur","1988","3.28420","3.07200"
"KOR","Corea del Sur","1989","3.07970","3.15020"
"KOR","Corea del Sur","1990","3.02380","3.06982"
"KOR","Corea del Sur","1991","3.09550","3.10134"
"KOR","Corea del Sur","1992","3.36590","3.16982"
"KOR","Corea del Sur","1993","2.71120","3.05522"
"KOR","Corea del Sur","1994","3.70450","3.18018"
"KOR","Corea del Sur","1995","4.43860","3.46314"
"KOR","Corea del Sur","1996","3.91930","3.62790"
"KOR","Corea del Sur","1997","4.04410","3.76354"
"KOR","Corea del Sur","1998","3.48470","3.91824"
"KOR","Corea del Sur","1999","3.66990","3.91132"
"KOR","Corea del Sur","2000","2.54520","3.53264"
"KOR","Corea del Sur","2001","3.10490","3.36976"
"KOR","Corea del Sur","2002","3.22680","3.20630"
"KOR","Corea del Sur","2003","3.05120","3.11960"
"KOR","Corea del Sur","2004","3.32890","3.05140"
"KOR","Corea del Sur","2005","3.20580","3.18352"
"KOR","Corea del Sur","2006","3.34290","3.23112"
"KOR","Corea del Sur","2007","3.81280","3.34832"
"KOR","Corea del Sur","2008","4.06390","3.55086"
"KOR","Corea del Sur","2009","3.70670","3.62642"
"KOR","Corea del Sur","2010","3.11730","3.60872"
"KOR","Corea del Sur","2011","3.34840","3.60982"
"KOR","Corea del Sur","2012","3.90980","3.62922"
"KOR","Corea del Sur","2013","2.58520","3.33348"
"KOR","Corea del Sur","2014","3.26030","3.24420"
"KOR","Corea del Sur","2015","2.62340","3.14542"
"KOR","Corea del Sur","2016","3.70740","3.21722"
"KOR","Corea del Sur","2017","4.03160","3.24158"
"KOR","Corea del Sur","2018","3.90730","3.50600"
"KOR","Corea del Sur","2019","4.02140","3.65822"
"KOR","Corea del Sur","2020","3.25130","3.78380"
"KOR","Corea del Sur","2021","4.22940","3.88820"
"KOR","Corea del Sur","2022","4.18480","3.91884"
"KOR","Corea del Sur","2023","4.46630","4.03064"
"KOR","Corea del Sur","2024","3.91950","4.01026"
"KWT","Kuwait","1985","0.25000",""
"KWT","Kuwait","1986","0.33330",""
"KWT","Kuwait","1987","0.42860",""
"KWT","Kuwait","1988","2.87500",""
"KWT","Kuwait","1989","3.16000","1.40938"
"KWT","Kuwait","1990","3.12500","1.98438"
"KWT","Kuwait","1991","3.00000","2.51772"
"KWT","Kuwait","1992","3.00000","3.03200"
"KWT","Kuwait","1993","3.13040","3.08308"
"KWT","Kuwait","1994","3.07140","3.06536"
"KWT","Kuwait","1995","3.36360","3.11308"
"KWT","Kuwait","1996","3.50000","3.21308"
"KWT","Kuwait","1997","3.14890","3.24286"
"KWT","Kuwait","1998","2.38120","3.09302"
"KWT","Kuwait","1999","2.39250","2.95724"
"KWT","Kuwait","2000","2.38560","2.76164"
"KWT","Kuwait","2001","2.39060","2.53976"
"KWT","Kuwait","2002","2.39140","2.38826"
"KWT","Kuwait","2003","2.38970","2.38996"
"KWT","Kuwait","2004","2.37500","2.38646"
"KWT","Kuwait","2005","4.80190","2.86972"
"KWT","Kuwait","2006","4.72220","3.33604"
"KWT","Kuwait","2007","2.39000","3.33576"
"KWT","Kuwait","2008","2.34120","3.32606"
"KWT","Kuwait","2009","2.33330","3.31772"
"KWT","Kuwait","2010","2.34780","2.82690"
"KWT","Kuwait","2011","4.13330","2.70912"
"KWT","Kuwait","2012","4.14290","3.05970"
"KWT","Kuwait","2013","4.11110","3.41368"
"KWT","Kuwait","2014","4.30770","3.80856"
"KWT","Kuwait","2015","3.75000","4.08900"
"KWT","Kuwait","2016","3.00000","3.86234"
"KWT","Kuwait","2017","3.14290","3.66234"
"KWT","Kuwait","2018","3.00000","3.44012"
"KWT","Kuwait","2019","10.36360","4.65130"
"KWT","Kuwait","2020","7.00000","5.30130"
"KWT","Kuwait","2021","4.00000","5.50130"
"KWT","Kuwait","2022","4.00000","5.67272"
"KWT","Kuwait","2023","4.49990","5.97270"
"KWT","Kuwait","2024","4.80730","4.86144"
"LBN","Líbano","1961","0.99560",""
"LBN","Líbano","1962","1.09630",""
"LBN","Líbano","1963","1.09090",""
"LBN","Líbano","1964","0.85000",""
"LBN","Líbano","1965","0.71990","0.95054"
"LBN","Líbano","1966","1.02810","0.95704"
"LBN","Líbano","1967","1.01760","0.94130"
"LBN","Líbano","1968","0.70050","0.86322"
"LBN","Líbano","1969","0.76300","0.84582"
"LBN","Líbano","1970","0.90420","0.88268"
"LBN","Líbano","1971","0.84840","0.84674"
"LBN","Líbano","1972","1.26100","0.89542"
"LBN","Líbano","1973","1.10000","0.97532"
"LBN","Líbano","1974","1.45290","1.11330"
"LBN","Líbano","1975","1.25000","1.18246"
"LBN","Líbano","1976","1.08110","1.22900"
"LBN","Líbano","1977","1.11110","1.19902"
"LBN","Líbano","1978","1.00000","1.17902"
"LBN","Líbano","1979","0.88890","1.06622"
"LBN","Líbano","1980","1.33330","1.08288"
"LBN","Líbano","1981","1.29410","1.12548"
"LBN","Líbano","1982","1.27780","1.15882"
"LBN","Líbano","1983","1.11110","1.18104"
"LBN","Líbano","1984","1.20000","1.24326"
"LBN","Líbano","1985","1.32350","1.24130"
"LBN","Líbano","1986","1.50000","1.28248"
"LBN","Líbano","1987","1.95000","1.41692"
"LBN","Líbano","1988","2.00020","1.59474"
"LBN","Líbano","1989","2.15000","1.78474"
"LBN","Líbano","1990","1.97040","1.91412"
"LBN","Líbano","1991","2.22990","2.06010"
"LBN","Líbano","1992","2.28070","2.12624"
"LBN","Líbano","1993","2.29170","2.18454"
"LBN","Líbano","1994","2.22440","2.19942"
"LBN","Líbano","1995","2.47650","2.30064"
"LBN","Líbano","1996","2.47260","2.34918"
"LBN","Líbano","1997","1.62630","2.21830"
"LBN","Líbano","1998","2.06670","2.17330"
"LBN","Líbano","1999","1.88140","2.10470"
"LBN","Líbano","2000","2.70250","2.14990"
"LBN","Líbano","2001","3.19950","2.29528"
"LBN","Líbano","2002","2.73560","2.51714"
"LBN","Líbano","2003","2.53890","2.61158"
"LBN","Líbano","2004","2.93440","2.82218"
"LBN","Líbano","2005","2.90300","2.86228"
"LBN","Líbano","2006","2.89980","2.80234"
"LBN","Líbano","2007","2.20080","2.69538"
"LBN","Líbano","2008","2.87980","2.76356"
"LBN","Líbano","2009","2.79900","2.73648"
"LBN","Líbano","2010","2.78150","2.71218"
"LBN","Líbano","2011","2.96830","2.72588"
"LBN","Líbano","2012","3.12450","2.91062"
"LBN","Líbano","2013","3.25670","2.98600"
"LBN","Líbano","2014","3.80430","3.18706"
"LBN","Líbano","2015","3.47500","3.32576"
"LBN","Líbano","2016","3.14900","3.36190"
"LBN","Líbano","2017","3.01560","3.34012"
"LBN","Líbano","2018","2.93690","3.27616"
"LBN","Líbano","2019","2.17550","2.95040"
"LBN","Líbano","2020","2.98640","2.85268"
"LBN","Líbano","2021","2.91590","2.80606"
"LBN","Líbano","2022","2.86490","2.77592"
"LBN","Líbano","2023","2.86730","2.76200"
"LBN","Líbano","2024","2.97030","2.92096"
"LBY","Libia","1961","0.28290",""
"LBY","Libia","1962","0.21000",""
"LBY","Libia","1963","0.22730",""
"LBY","Libia","1964","0.18670",""
"LBY","Libia","1965","0.31630","0.24464"
"LBY","Libia","1966","0.29640","0.24734"
"LBY","Libia","1967","0.27100","0.25954"
"LBY","Libia","1968","0.22850","0.25978"
"LBY","Libia","1969","0.29130","0.28070"
"LBY","Libia","1970","0.17350","0.25214"
"LBY","Libia","1971","0.33140","0.25914"
"LBY","Libia","1972","0.37900","0.28074"
"LBY","Libia","1973","0.45200","0.32544"
"LBY","Libia","1974","0.29150","0.32548"
"LBY","Libia","1975","0.37470","0.36572"
"LBY","Libia","1976","0.44880","0.38920"
"LBY","Libia","1977","0.23840","0.36108"
"LBY","Libia","1978","0.37300","0.34528"
"LBY","Libia","1979","0.41670","0.37032"
"LBY","Libia","1980","0.51650","0.39868"
"LBY","Libia","1981","0.57070","0.42306"
"LBY","Libia","1982","0.77690","0.53076"
"LBY","Libia","1983","0.84570","0.62530"
"LBY","Libia","1984","0.71450","0.68486"
"LBY","Libia","1985","0.74500","0.73056"
"LBY","Libia","1986","0.86360","0.78914"
"LBY","Libia","1987","0.89820","0.81340"
"LBY","Libia","1988","0.83390","0.81104"
"LBY","Libia","1989","0.80970","0.83008"
"LBY","Libia","1990","1.23170","0.92742"
"LBY","Libia","1991","1.23810","1.00232"
"LBY","Libia","1992","1.02020","1.02672"
"LBY","Libia","1993","0.84000","1.02794"
"LBY","Libia","1994","0.77420","1.02084"
"LBY","Libia","1995","0.73130","0.92076"
"LBY","Libia","1996","0.72940","0.81902"
"LBY","Libia","1997","1.00900","0.81678"
"LBY","Libia","1998","0.87500","0.82378"
"LBY","Libia","1999","0.78790","0.82652"
"LBY","Libia","2000","0.77840","0.83594"
"LBY","Libia","2001","0.75690","0.84144"
"LBY","Libia","2002","0.78230","0.79610"
"LBY","Libia","2003","0.76220","0.77354"
"LBY","Libia","2004","0.76850","0.76966"
"LBY","Libia","2005","0.75760","0.76550"
"LBY","Libia","2006","0.78790","0.77170"
"LBY","Libia","2007","0.78790","0.77282"
"LBY","Libia","2008","0.78790","0.77796"
"LBY","Libia","2009","0.78950","0.78216"
"LBY","Libia","2010","0.77720","0.78608"
"LBY","Libia","2011","0.77300","0.78310"
"LBY","Libia","2012","0.78560","0.78264"
"LBY","Libia","2013","0.78500","0.78206"
"LBY","Libia","2014","0.77250","0.77866"
"LBY","Libia","2015","0.76620","0.77646"
"LBY","Libia","2016","0.75870","0.77360"
"LBY","Libia","2017","0.75300","0.76708"
"LBY","Libia","2018","0.74920","0.75992"
"LBY","Libia","2019","0.77370","0.76016"
"LBY","Libia","2020","0.77150","0.76122"
"LBY","Libia","2021","0.77030","0.76354"
"LBY","Libia","2022","0.76580","0.76610"
"LBY","Libia","2023","0.76060","0.76838"
"LBY","Libia","2024","0.76770","0.76718"
"LSO","Lesotho","1961","0.86480",""
"LSO","Lesotho","1962","0.78570",""
"LSO","Lesotho","1963","0.78570",""
"LSO","Lesotho","1964","0.77140",""
"LSO","Lesotho","1965","0.71630","0.78478"
"LSO","Lesotho","1966","0.81460","0.77474"
"LSO","Lesotho","1967","0.68120","0.75384"
"LSO","Lesotho","1968","0.65030","0.72676"
"LSO","Lesotho","1969","0.62710","0.69790"
"LSO","Lesotho","1970","0.65610","0.68586"
"LSO","Lesotho","1971","0.60930","0.64480"
"LSO","Lesotho","1972","0.22560","0.55368"
"LSO","Lesotho","1973","0.48000","0.51962"
"LSO","Lesotho","1974","0.74420","0.54304"
"LSO","Lesotho","1975","0.82250","0.57632"
"LSO","Lesotho","1976","0.79900","0.61426"
"LSO","Lesotho","1977","1.47280","0.86370"
"LSO","Lesotho","1978","1.35900","1.03950"
"LSO","Lesotho","1979","0.95250","1.08116"
"LSO","Lesotho","1980","0.97380","1.11142"
"LSO","Lesotho","1981","0.85250","1.12212"
"LSO","Lesotho","1982","0.60530","0.94862"
"LSO","Lesotho","1983","0.51060","0.77894"
"LSO","Lesotho","1984","0.58030","0.70450"
"LSO","Lesotho","1985","0.50820","0.61138"
"LSO","Lesotho","1986","0.57860","0.55660"
"LSO","Lesotho","1987","0.67190","0.56992"
"LSO","Lesotho","1988","0.64330","0.59646"
"LSO","Lesotho","1989","0.68040","0.61648"
"LSO","Lesotho","1990","0.81180","0.67720"
"LSO","Lesotho","1991","0.19590","0.60066"
"LSO","Lesotho","1992","0.85800","0.63788"
"LSO","Lesotho","1993","0.73300","0.65582"
"LSO","Lesotho","1994","0.41990","0.60372"
"LSO","Lesotho","1995","0.61660","0.56468"
"LSO","Lesotho","1996","1.41080","0.80766"
"LSO","Lesotho","1997","1.62910","0.96188"
"LSO","Lesotho","1998","1.48100","1.11148"
"LSO","Lesotho","1999","0.73880","1.17526"
"LSO","Lesotho","2000","0.65470","1.18288"
"LSO","Lesotho","2001","2.05150","1.31102"
"LSO","Lesotho","2002","0.71720","1.12864"
"LSO","Lesotho","2003","0.58790","0.95002"
"LSO","Lesotho","2004","0.64010","0.93028"
"LSO","Lesotho","2005","0.72340","0.94402"
"LSO","Lesotho","2006","0.36020","0.60576"
"LSO","Lesotho","2007","0.20020","0.50236"
"LSO","Lesotho","2008","0.13140","0.41106"
"LSO","Lesotho","2009","0.23020","0.32908"
"LSO","Lesotho","2010","1.46930","0.47826"
"LSO","Lesotho","2011","0.99650","0.60552"
"LSO","Lesotho","2012","0.86410","0.73830"
"LSO","Lesotho","2013","1.23450","0.95892"
"LSO","Lesotho","2014","0.91040","1.09496"
"LSO","Lesotho","2015","0.84990","0.97108"
"LSO","Lesotho","2016","0.59370","0.89052"
"LSO","Lesotho","2017","1.29340","0.97638"
"LSO","Lesotho","2018","0.93910","0.91730"
"LSO","Lesotho","2019","0.62480","0.86018"
"LSO","Lesotho","2020","0.69700","0.82960"
"LSO","Lesotho","2021","0.46140","0.80314"
"LSO","Lesotho","2022","0.81070","0.70660"
"LSO","Lesotho","2023","0.58760","0.63630"
"LSO","Lesotho","2024","0.71950","0.65524"
"LTU","Lituania","1992","2.94110",""
"LTU","Lituania","1993","2.37180",""
"LTU","Lituania","1994","2.03480",""
"LTU","Lituania","1995","2.44550",""
"LTU","Lituania","1996","2.69260","2.49716"
"LTU","Lituania","1997","3.00160","2.50926"
"LTU","Lituania","1998","2.86710","2.60832"
"LTU","Lituania","1999","2.60980","2.72332"
"LTU","Lituania","2000","3.34130","2.90248"
"LTU","Lituania","2001","3.05590","2.97514"
"LTU","Lituania","2002","3.63350","3.10152"
"LTU","Lituania","2003","3.57830","3.24376"
"LTU","Lituania","2004","4.02760","3.52732"
"LTU","Lituania","2005","3.73320","3.60570"
"LTU","Lituania","2006","2.35540","3.46560"
"LTU","Lituania","2007","3.92190","3.52328"
"LTU","Lituania","2008","4.26890","3.66140"
"LTU","Lituania","2009","4.20040","3.69596"
"LTU","Lituania","2010","3.30450","3.61022"
"LTU","Lituania","2011","3.39190","3.81752"
"LTU","Lituania","2012","4.78290","3.98972"
"LTU","Lituania","2013","4.30220","3.99638"
"LTU","Lituania","2014","4.56300","4.06890"
"LTU","Lituania","2015","5.23840","4.45568"
"LTU","Lituania","2016","4.36610","4.65052"
"LTU","Lituania","2017","4.82470","4.65888"
"LTU","Lituania","2018","3.67310","4.53306"
"LTU","Lituania","2019","4.29120","4.47870"
"LTU","Lituania","2020","5.39310","4.50964"
"LTU","Lituania","2021","4.50010","4.53644"
"LTU","Lituania","2022","4.73500","4.51850"
"LTU","Lituania","2023","4.73830","4.73154"
"LTU","Lituania","2024","5.04120","4.88154"
"LUX","Luxemburgo","2000","5.57690",""
"LUX","Luxemburgo","2001","5.49840",""
"LUX","Luxemburgo","2002","5.96690",""
"LUX","Luxemburgo","2003","6.13640",""
"LUX","Luxemburgo","2004","6.82410","6.00054"
"LUX","Luxemburgo","2005","6.01530","6.08822"
"LUX","Luxemburgo","2006","5.96940","6.18242"
"LUX","Luxemburgo","2007","5.59900","6.10884"
"LUX","Luxemburgo","2008","6.66170","6.21390"
"LUX","Luxemburgo","2009","6.56770","6.16262"
"LUX","Luxemburgo","2010","5.95860","6.15128"
"LUX","Luxemburgo","2011","5.52900","6.06320"
"LUX","Luxemburgo","2012","5.86650","6.11670"
"LUX","Luxemburgo","2013","6.36760","6.05788"
"LUX","Luxemburgo","2014","6.15410","5.97516"
"LUX","Luxemburgo","2015","6.28250","6.03994"
"LUX","Luxemburgo","2016","5.07440","5.94902"
"LUX","Luxemburgo","2017","5.48340","5.87240"
"LUX","Luxemburgo","2018","6.18880","5.83664"
"LUX","Luxemburgo","2019","6.15720","5.83726"
"LUX","Luxemburgo","2020","6.06870","5.79450"
"LUX","Luxemburgo","2021","5.91610","5.96284"
"LUX","Luxemburgo","2022","6.32940","6.13204"
"LUX","Luxemburgo","2023","5.80270","6.05482"
"LUX","Luxemburgo","2024","5.18170","5.85972"
"LVA","Letonia","1992","2.58480",""
"LVA","Letonia","1993","2.00060",""
"LVA","Letonia","1994","2.10780",""
"LVA","Letonia","1995","2.22350",""
"LVA","Letonia","1996","2.39610","2.26256"
"LVA","Letonia","1997","2.59090","2.26378"
"LVA","Letonia","1998","2.55330","2.37432"
"LVA","Letonia","1999","2.41030","2.43482"
"LVA","Letonia","2000","2.70340","2.53080"
"LVA","Letonia","2001","2.70800","2.59318"
"LVA","Letonia","2002","3.38440","2.75188"
"LVA","Letonia","2003","2.79140","2.79950"
"LVA","Letonia","2004","2.94230","2.90590"
"LVA","Letonia","2005","3.60990","3.08720"
"LVA","Letonia","2006","2.78150","3.10190"
"LVA","Letonia","2007","3.59440","3.14390"
"LVA","Letonia","2008","3.85660","3.35694"
"LVA","Letonia","2009","3.62760","3.49400"
"LVA","Letonia","2010","3.28490","3.42900"
"LVA","Letonia","2011","3.06130","3.48496"
"LVA","Letonia","2012","4.36950","3.63998"
"LVA","Letonia","2013","3.88570","3.64580"
"LVA","Letonia","2014","3.74740","3.66976"
"LVA","Letonia","2015","5.03040","4.01886"
"LVA","Letonia","2016","4.30450","4.26750"
"LVA","Letonia","2017","4.78690","4.35098"
"LVA","Letonia","2018","3.43140","4.26012"
"LVA","Letonia","2019","4.81230","4.47310"
"LVA","Letonia","2020","5.33840","4.53470"
"LVA","Letonia","2021","4.48110","4.57002"
"LVA","Letonia","2022","4.72450","4.55754"
"LVA","Letonia","2023","4.07010","4.68528"
"LVA","Letonia","2024","4.56650","4.63612"
"MAR","Marruecos","1961","0.45280",""
"MAR","Marruecos","1962","1.02740",""
"MAR","Marruecos","1963","0.87270",""
"MAR","Marruecos","1964","0.94120",""
"MAR","Marruecos","1965","0.95180","0.84918"
"MAR","Marruecos","1966","0.61010","0.88064"
"MAR","Marruecos","1967","0.73990","0.82314"
"MAR","Marruecos","1968","1.32140","0.91288"
"MAR","Marruecos","1969","0.74990","0.87462"
"MAR","Marruecos","1970","0.95160","0.87458"
"MAR","Marruecos","1971","1.09080","0.97072"
"MAR","Marruecos","1972","1.08130","1.03900"
"MAR","Marruecos","1973","0.77180","0.92908"
"MAR","Marruecos","1974","0.96660","0.97242"
"MAR","Marruecos","1975","0.93120","0.96834"
"MAR","Marruecos","1976","1.13910","0.97800"
"MAR","Marruecos","1977","0.63450","0.88864"
"MAR","Marruecos","1978","1.07010","0.94830"
"MAR","Marruecos","1979","1.08430","0.97184"
"MAR","Marruecos","1980","1.05620","0.99684"
"MAR","Marruecos","1981","0.54160","0.87734"
"MAR","Marruecos","1982","1.29520","1.00948"
"MAR","Marruecos","1983","0.99710","0.99488"
"MAR","Marruecos","1984","1.07200","0.99242"
"MAR","Marruecos","1985","1.24500","1.03018"
"MAR","Marruecos","1986","1.71380","1.26462"
"MAR","Marruecos","1987","1.06080","1.21774"
"MAR","Marruecos","1988","1.73520","1.36536"
"MAR","Marruecos","1989","1.49340","1.44964"
"MAR","Marruecos","1990","1.32900","1.46644"
"MAR","Marruecos","1991","1.86990","1.49766"
"MAR","Marruecos","1992","0.70110","1.42572"
"MAR","Marruecos","1993","0.68080","1.21484"
"MAR","Marruecos","1994","1.81110","1.27838"
"MAR","Marruecos","1995","0.55430","1.12344"
"MAR","Marruecos","1996","1.84150","1.11776"
"MAR","Marruecos","1997","0.92920","1.16338"
"MAR","Marruecos","1998","1.41840","1.31090"
"MAR","Marruecos","1999","0.80040","1.10876"
"MAR","Marruecos","2000","0.47580","1.09306"
"MAR","Marruecos","2001","1.22800","0.97036"
"MAR","Marruecos","2002","1.27930","1.04038"
"MAR","Marruecos","2003","1.72200","1.10110"
"MAR","Marruecos","2004","1.80820","1.30266"
"MAR","Marruecos","2005","1.02610","1.41272"
"MAR","Marruecos","2006","2.03650","1.57442"
"MAR","Marruecos","2007","0.61540","1.44164"
"MAR","Marruecos","2008","1.31890","1.36102"
"MAR","Marruecos","2009","2.13980","1.42734"
"MAR","Marruecos","2010","1.70950","1.56402"
"MAR","Marruecos","2011","1.94880","1.54648"
"MAR","Marruecos","2012","1.23420","1.67024"
"MAR","Marruecos","2013","2.16400","1.83926"
"MAR","Marruecos","2014","1.71320","1.75394"
"MAR","Marruecos","2015","2.46640","1.90532"
"MAR","Marruecos","2016","1.13150","1.74186"
"MAR","Marruecos","2017","2.09530","1.91408"
"MAR","Marruecos","2018","2.57520","1.99632"
"MAR","Marruecos","2019","1.60630","1.97494"
"MAR","Marruecos","2020","0.90040","1.66174"
"MAR","Marruecos","2021","2.63350","1.96214"
