iso3,iso3_desc_fundar,anio,idha
AHDI.EAS,Asia Oriental (AHDI),1960,.1536870833794348
AHDI.EAS,Asia Oriental (AHDI),1965,.1574854605634924
AHDI.EAS,Asia Oriental (AHDI),1970,.1686655032747799
AHDI.EAS,Asia Oriental (AHDI),1975,.1770771286819364
AHDI.EAS,Asia Oriental (AHDI),1980,.1935397313199452
AHDI.EAS,Asia Oriental (AHDI),1985,.2111580487935825
AHDI.EAS,Asia Oriental (AHDI),1990,.2711452648508496
AHDI.EAS,Asia Oriental (AHDI),1995,.2965508270648252
AHDI.EAS,Asia Oriental (AHDI),2000,.3700513389194438
AHDI.EAS,Asia Oriental (AHDI),2005,.3930421456667552
AHDI.EAS,Asia Oriental (AHDI),2010,.4138875046567035
AHDI.EAS,Asia Oriental (AHDI),2015,.4232481178180789
AHDI.EAS,Asia Oriental (AHDI),2020,.4321755017042772
AHDI.EEU,Europa Oriental (AHDI),1870,.0947619003545525
AHDI.EEU,Europa Oriental (AHDI),1880,.1031762677079134
AHDI.EEU,Europa Oriental (AHDI),1890,.1100167430046926
AHDI.EEU,Europa Oriental (AHDI),1900,.1254067215592654
AHDI.EEU,Europa Oriental (AHDI),1913,.1441931443989964
AHDI.EEU,Europa Oriental (AHDI),1925,.2089485142732425
AHDI.EEU,Europa Oriental (AHDI),1929,.2042644336384995
AHDI.EEU,Europa Oriental (AHDI),1933,.2024558302394084
AHDI.EEU,Europa Oriental (AHDI),1938,.2146984108256873
AHDI.EEU,Europa Oriental (AHDI),1950,.1858286788595809
AHDI.EEU,Europa Oriental (AHDI),1955,.2035503227681755
AHDI.EEU,Europa Oriental (AHDI),1960,.2255780206118027
AHDI.EEU,Europa Oriental (AHDI),1965,.2435763730236699
AHDI.EEU,Europa Oriental (AHDI),1970,.2542641344623582
AHDI.EEU,Europa Oriental (AHDI),1975,.268725837042665
AHDI.EEU,Europa Oriental (AHDI),1980,.2634452769657908
AHDI.EEU,Europa Oriental (AHDI),1985,.2736599689702316
AHDI.EEU,Europa Oriental (AHDI),1990,.4131167476088408
AHDI.EEU,Europa Oriental (AHDI),1995,.4515563959433504
AHDI.EEU,Europa Oriental (AHDI),2000,.4692752336668259
AHDI.EEU,Europa Oriental (AHDI),2005,.5017981616455315
AHDI.EEU,Europa Oriental (AHDI),2010,.5296695648395837
AHDI.EEU,Europa Oriental (AHDI),2015,.5530432241552353
AHDI.EEU,Europa Oriental (AHDI),2020,.5464812810655318
AHDI.LAC,América Latina y el Caribe (AHDI),1870,.0649938179301226
AHDI.LAC,América Latina y el Caribe (AHDI),1880,.0688013373954686
AHDI.LAC,América Latina y el Caribe (AHDI),1890,.0772719484342013
AHDI.LAC,América Latina y el Caribe (AHDI),1900,.0851052239809948
AHDI.LAC,América Latina y el Caribe (AHDI),1913,.103241025759897
AHDI.LAC,América Latina y el Caribe (AHDI),1925,.1234985708388073
AHDI.LAC,América Latina y el Caribe (AHDI),1929,.1290302942689088
AHDI.LAC,América Latina y el Caribe (AHDI),1933,.1258003365279924
AHDI.LAC,América Latina y el Caribe (AHDI),1938,.1330565258019052
AHDI.LAC,América Latina y el Caribe (AHDI),1950,.1902715542543177
AHDI.LAC,América Latina y el Caribe (AHDI),1955,.2016319183587894
AHDI.LAC,América Latina y el Caribe (AHDI),1960,.2278433726048938
AHDI.LAC,América Latina y el Caribe (AHDI),1965,.223042156675508
AHDI.LAC,América Latina y el Caribe (AHDI),1970,.2229417402666775
AHDI.LAC,América Latina y el Caribe (AHDI),1975,.2381601243817886
AHDI.LAC,América Latina y el Caribe (AHDI),1980,.2625778625380252
AHDI.LAC,América Latina y el Caribe (AHDI),1985,.3180526379233292
AHDI.LAC,América Latina y el Caribe (AHDI),1990,.3784200825613994
AHDI.LAC,América Latina y el Caribe (AHDI),1995,.4058195517427552
AHDI.LAC,América Latina y el Caribe (AHDI),2000,.4303773134595621
AHDI.LAC,América Latina y el Caribe (AHDI),2005,.4570627997341574
AHDI.LAC,América Latina y el Caribe (AHDI),2010,.4666840845887678
AHDI.LAC,América Latina y el Caribe (AHDI),2015,.4759330350974445
AHDI.LAC,América Latina y el Caribe (AHDI),2020,.4569037031748948
AHDI.MEA,Medio Oriente (AHDI),1870,.0353381585068388
AHDI.MEA,Medio Oriente (AHDI),1880,.0345371801143771
AHDI.MEA,Medio Oriente (AHDI),1890,.0369130603984327
AHDI.MEA,Medio Oriente (AHDI),1900,.0395752414528407
AHDI.MEA,Medio Oriente (AHDI),1913,.0483299879226652
AHDI.MEA,Medio Oriente (AHDI),1925,.0568119513308617
AHDI.MEA,Medio Oriente (AHDI),1929,.0648158276685678
AHDI.MEA,Medio Oriente (AHDI),1933,.0705922802843598
AHDI.MEA,Medio Oriente (AHDI),1938,.0798604197482573
AHDI.MEA,Medio Oriente (AHDI),1950,.1247268383176518
AHDI.MEA,Medio Oriente (AHDI),1955,.138610375233164
AHDI.MEA,Medio Oriente (AHDI),1960,.1377088013794589
AHDI.MEA,Medio Oriente (AHDI),1965,.1670900258644739
AHDI.MEA,Medio Oriente (AHDI),1970,.1955102005610375
AHDI.MEA,Medio Oriente (AHDI),1975,.2175151792041683
AHDI.MEA,Medio Oriente (AHDI),1980,.2133150513873845
AHDI.MEA,Medio Oriente (AHDI),1985,.2389531631260888
AHDI.MEA,Medio Oriente (AHDI),1990,.2647982869652327
AHDI.MEA,Medio Oriente (AHDI),1995,.288220494752668
AHDI.MEA,Medio Oriente (AHDI),2000,.3163462426584818
AHDI.MEA,Medio Oriente (AHDI),2005,.3414062980962605
AHDI.MEA,Medio Oriente (AHDI),2010,.3525451385207383
AHDI.MEA,Medio Oriente (AHDI),2015,.3461390075244971
AHDI.MEA,Medio Oriente (AHDI),2020,.3429447141183666
AHDI.NAF,África del Norte (AHDI),1870,.0380889978848606
AHDI.NAF,África del Norte (AHDI),1880,.0383140795630043
AHDI.NAF,África del Norte (AHDI),1890,.0456284013740956
AHDI.NAF,África del Norte (AHDI),1900,.0521689576790079
AHDI.NAF,África del Norte (AHDI),1913,.0603522970314017
AHDI.NAF,África del Norte (AHDI),1925,.0691799337856503
AHDI.NAF,África del Norte (AHDI),1929,.0734348280872773
AHDI.NAF,África del Norte (AHDI),1933,.0750715552248813
AHDI.NAF,África del Norte (AHDI),1938,.0809509536080927
AHDI.NAF,África del Norte (AHDI),1950,.1104070541908288
AHDI.NAF,África del Norte (AHDI),1955,.1033471539845308
AHDI.NAF,África del Norte (AHDI),1960,.1135941302666229
AHDI.NAF,África del Norte (AHDI),1965,.1303868498478818
AHDI.NAF,África del Norte (AHDI),1970,.1386837814237371
AHDI.NAF,África del Norte (AHDI),1975,.1545969459774438
AHDI.NAF,África del Norte (AHDI),1980,.1800542087250594
AHDI.NAF,África del Norte (AHDI),1985,.2140176027793545
AHDI.NAF,África del Norte (AHDI),1990,.2349180718801596
AHDI.NAF,África del Norte (AHDI),1995,.2498734742896184
AHDI.NAF,África del Norte (AHDI),2000,.2751806325150364
AHDI.NAF,África del Norte (AHDI),2005,.2872273867977683
AHDI.NAF,África del Norte (AHDI),2010,.3035337764183459
AHDI.NAF,África del Norte (AHDI),2015,.3123987643900203
AHDI.NAF,África del Norte (AHDI),2020,.3403317878768229
AHDI.OECD,OCDE (AHDI),1870,.1714441161973458
AHDI.OECD,OCDE (AHDI),1880,.1929323182769569
AHDI.OECD,OCDE (AHDI),1890,.2141578427302801
AHDI.OECD,OCDE (AHDI),1900,.2380103348158446
AHDI.OECD,OCDE (AHDI),1913,.2662525882399167
AHDI.OECD,OCDE (AHDI),1925,.3086498205961953
AHDI.OECD,OCDE (AHDI),1929,.3181377122574336
AHDI.OECD,OCDE (AHDI),1933,.3171545958219178
AHDI.OECD,OCDE (AHDI),1938,.3230303434129416
AHDI.OECD,OCDE (AHDI),1950,.4091052663471895
AHDI.OECD,OCDE (AHDI),1955,.4466147729394011
AHDI.OECD,OCDE (AHDI),1960,.4703960777854779
AHDI.OECD,OCDE (AHDI),1965,.4946510682725824
AHDI.OECD,OCDE (AHDI),1970,.5254850853272972
AHDI.OECD,OCDE (AHDI),1975,.5595571302055536
AHDI.OECD,OCDE (AHDI),1980,.6000844669177373
AHDI.OECD,OCDE (AHDI),1985,.62713742235961
AHDI.OECD,OCDE (AHDI),1990,.6553885891595346
AHDI.OECD,OCDE (AHDI),1995,.679027245533437
AHDI.OECD,OCDE (AHDI),2000,.7034308626937735
AHDI.OECD,OCDE (AHDI),2005,.7277382480984358
AHDI.OECD,OCDE (AHDI),2010,.7592411918773728
AHDI.OECD,OCDE (AHDI),2015,.7549179253321441
AHDI.OECD,OCDE (AHDI),2020,.7600403091872007
AHDI.ROW,No OCDE (AHDI),1870,.0482886172604241
AHDI.ROW,No OCDE (AHDI),1880,.0495981100156144
AHDI.ROW,No OCDE (AHDI),1890,.0519704181813558
AHDI.ROW,No OCDE (AHDI),1900,.0568741743588075
AHDI.ROW,No OCDE (AHDI),1913,.0675074247177865
AHDI.ROW,No OCDE (AHDI),1925,.0771706224973804
AHDI.ROW,No OCDE (AHDI),1929,.0872323128057783
AHDI.ROW,No OCDE (AHDI),1933,.0920434234495284
AHDI.ROW,No OCDE (AHDI),1938,.1027113108193866
AHDI.ROW,No OCDE (AHDI),1950,.1282431054598465
AHDI.ROW,No OCDE (AHDI),1955,.1538603426055703
AHDI.ROW,No OCDE (AHDI),1960,.1618964045191741
AHDI.ROW,No OCDE (AHDI),1965,.1812626641607056
AHDI.ROW,No OCDE (AHDI),1970,.1942064440606787
AHDI.ROW,No OCDE (AHDI),1975,.1927902065543647
AHDI.ROW,No OCDE (AHDI),1980,.2258558291315877
AHDI.ROW,No OCDE (AHDI),1985,.2413452310811743
AHDI.ROW,No OCDE (AHDI),1990,.2697179289904811
AHDI.ROW,No OCDE (AHDI),1995,.2938933551354788
AHDI.ROW,No OCDE (AHDI),2000,.3173194994862165
AHDI.ROW,No OCDE (AHDI),2005,.3360966739876306
AHDI.ROW,No OCDE (AHDI),2010,.353359374283497
AHDI.ROW,No OCDE (AHDI),2015,.3631418951002197
AHDI.ROW,No OCDE (AHDI),2020,.3578146913815282
AHDI.SAS,Asia del Sur (AHDI),1870,.0319782803863361
AHDI.SAS,Asia del Sur (AHDI),1880,.0339943933089928
AHDI.SAS,Asia del Sur (AHDI),1890,.0367040750208343
AHDI.SAS,Asia del Sur (AHDI),1900,.0444669361646416
AHDI.SAS,Asia del Sur (AHDI),1913,.0485543154162687
AHDI.SAS,Asia del Sur (AHDI),1925,.063973985899127
AHDI.SAS,Asia del Sur (AHDI),1929,.0697355982530224
AHDI.SAS,Asia del Sur (AHDI),1933,.0756013837287446
AHDI.SAS,Asia del Sur (AHDI),1938,.0883424897885491
AHDI.SAS,Asia del Sur (AHDI),1950,.1176315844806979
AHDI.SAS,Asia del Sur (AHDI),1955,.1431422030357953
AHDI.SAS,Asia del Sur (AHDI),1960,.1556802238351578
AHDI.SAS,Asia del Sur (AHDI),1965,.1652352007837974
AHDI.SAS,Asia del Sur (AHDI),1970,.1808462243009535
AHDI.SAS,Asia del Sur (AHDI),1975,.1732071217934247
AHDI.SAS,Asia del Sur (AHDI),1980,.2127174438210574
AHDI.SAS,Asia del Sur (AHDI),1985,.2285631243653023
AHDI.SAS,Asia del Sur (AHDI),1990,.2496457728974587
AHDI.SAS,Asia del Sur (AHDI),1995,.2736844985536755
AHDI.SAS,Asia del Sur (AHDI),2000,.2972832055897339
AHDI.SAS,Asia del Sur (AHDI),2005,.3136877528507471
AHDI.SAS,Asia del Sur (AHDI),2010,.3312108298508775
AHDI.SAS,Asia del Sur (AHDI),2015,.3501468021550882
AHDI.SAS,Asia del Sur (AHDI),2020,.336183861549363
AHDI.SSA,África Subsahariana (AHDI),1870,.0306992099843316
AHDI.SSA,África Subsahariana (AHDI),1880,.0326722456163733
AHDI.SSA,África Subsahariana (AHDI),1890,.0348218905320693
AHDI.SSA,África Subsahariana (AHDI),1900,.0378851632585922
AHDI.SSA,África Subsahariana (AHDI),1913,.041392447918134
AHDI.SSA,África Subsahariana (AHDI),1925,.0472206359042762
AHDI.SSA,África Subsahariana (AHDI),1929,.0513556933772699
AHDI.SSA,África Subsahariana (AHDI),1933,.0537203834663742
AHDI.SSA,África Subsahariana (AHDI),1938,.0616739794742215
AHDI.SSA,África Subsahariana (AHDI),1950,.0773469754101896
AHDI.SSA,África Subsahariana (AHDI),1955,.0887949979779766
AHDI.SSA,África Subsahariana (AHDI),1960,.1061785786189945
AHDI.SSA,África Subsahariana (AHDI),1965,.1169670155743294
AHDI.SSA,África Subsahariana (AHDI),1970,.1172290837672429
AHDI.SSA,África Subsahariana (AHDI),1975,.1213439863731934
AHDI.SSA,África Subsahariana (AHDI),1980,.1443396882511233
AHDI.SSA,África Subsahariana (AHDI),1985,.140332789585659
AHDI.SSA,África Subsahariana (AHDI),1990,.1539501398589135
AHDI.SSA,África Subsahariana (AHDI),1995,.1856658669847513
AHDI.SSA,África Subsahariana (AHDI),2000,.2054341485463426
AHDI.SSA,África Subsahariana (AHDI),2005,.2222174829440094
AHDI.SSA,África Subsahariana (AHDI),2010,.2426980189674484
AHDI.SSA,África Subsahariana (AHDI),2015,.2677859001090066
AHDI.SSA,África Subsahariana (AHDI),2020,.2748477172187963
AHDI.WEU,Europa Occidental (AHDI),1870,.1691299029981072
AHDI.WEU,Europa Occidental (AHDI),1880,.1952956938792481
AHDI.WEU,Europa Occidental (AHDI),1890,.2141715505453246
AHDI.WEU,Europa Occidental (AHDI),1900,.2342441382919848
AHDI.WEU,Europa Occidental (AHDI),1913,.2620251231686486
AHDI.WEU,Europa Occidental (AHDI),1925,.3017745597705622
AHDI.WEU,Europa Occidental (AHDI),1929,.3096016577796336
AHDI.WEU,Europa Occidental (AHDI),1933,.3025919467101534
AHDI.WEU,Europa Occidental (AHDI),1938,.3026232382403375
AHDI.WEU,Europa Occidental (AHDI),1950,.4003044128765041
AHDI.WEU,Europa Occidental (AHDI),1955,.4247716057355612
AHDI.WEU,Europa Occidental (AHDI),1960,.4479738727773591
AHDI.WEU,Europa Occidental (AHDI),1965,.4702157723175759
AHDI.WEU,Europa Occidental (AHDI),1970,.5005363569228332
AHDI.WEU,Europa Occidental (AHDI),1975,.5289577753305876
AHDI.WEU,Europa Occidental (AHDI),1980,.5742351927351598
AHDI.WEU,Europa Occidental (AHDI),1985,.5981917737159754
AHDI.WEU,Europa Occidental (AHDI),1990,.6247235494697944
AHDI.WEU,Europa Occidental (AHDI),1995,.6482626441757435
AHDI.WEU,Europa Occidental (AHDI),2000,.6757299586645581
AHDI.WEU,Europa Occidental (AHDI),2005,.7003607795221123
AHDI.WEU,Europa Occidental (AHDI),2010,.7272212361992896
AHDI.WEU,Europa Occidental (AHDI),2015,.7332885184278362
AHDI.WEU,Europa Occidental (AHDI),2020,.7482387700513154
AHDI.WLD,Mundo (AHDI),1870,.0776606439932899
AHDI.WLD,Mundo (AHDI),1880,.0850154840766099
AHDI.WLD,Mundo (AHDI),1890,.0921920507705461
AHDI.WLD,Mundo (AHDI),1900,.102331454101662
AHDI.WLD,Mundo (AHDI),1913,.1172139359985502
AHDI.WLD,Mundo (AHDI),1925,.1342911506552994
AHDI.WLD,Mundo (AHDI),1929,.1444877096633004
AHDI.WLD,Mundo (AHDI),1933,.1464201603410726
AHDI.WLD,Mundo (AHDI),1938,.1548132581480413
AHDI.WLD,Mundo (AHDI),1950,.1927319938085885
AHDI.WLD,Mundo (AHDI),1955,.2174300310237106
AHDI.WLD,Mundo (AHDI),1960,.2252223998350524
AHDI.WLD,Mundo (AHDI),1965,.2458012382264579
AHDI.WLD,Mundo (AHDI),1970,.2601611425213626
AHDI.WLD,Mundo (AHDI),1975,.2645600178876854
AHDI.WLD,Mundo (AHDI),1980,.2925226858736276
AHDI.WLD,Mundo (AHDI),1985,.305604163465462
AHDI.WLD,Mundo (AHDI),1990,.3288578667544683
AHDI.WLD,Mundo (AHDI),1995,.3494535115554117
AHDI.WLD,Mundo (AHDI),2000,.3703865551636024
AHDI.WLD,Mundo (AHDI),2005,.3864984135566377
AHDI.WLD,Mundo (AHDI),2010,.4016959205256982
AHDI.WLD,Mundo (AHDI),2015,.4093934567081329
AHDI.WLD,Mundo (AHDI),2020,.403932840643292
AHDI.WOF,Ramificaciones de Occidente (AHDI),1870,.238566736063026
AHDI.WOF,Ramificaciones de Occidente (AHDI),1880,.2371428074836241
AHDI.WOF,Ramificaciones de Occidente (AHDI),1890,.2636949794850386
AHDI.WOF,Ramificaciones de Occidente (AHDI),1900,.297946461567393
AHDI.WOF,Ramificaciones de Occidente (AHDI),1913,.3268687309163966
AHDI.WOF,Ramificaciones de Occidente (AHDI),1925,.3764448759432988
AHDI.WOF,Ramificaciones de Occidente (AHDI),1929,.3842352088813153
AHDI.WOF,Ramificaciones de Occidente (AHDI),1933,.3930676101198703
AHDI.WOF,Ramificaciones de Occidente (AHDI),1938,.4094503992301182
AHDI.WOF,Ramificaciones de Occidente (AHDI),1950,.4664352022177799
AHDI.WOF,Ramificaciones de Occidente (AHDI),1955,.487114657342901
AHDI.WOF,Ramificaciones de Occidente (AHDI),1960,.5043366402943474
AHDI.WOF,Ramificaciones de Occidente (AHDI),1965,.5285995706917123
AHDI.WOF,Ramificaciones de Occidente (AHDI),1970,.5528838759224409
AHDI.WOF,Ramificaciones de Occidente (AHDI),1975,.5974824523137529
AHDI.WOF,Ramificaciones de Occidente (AHDI),1980,.6325979205854219
AHDI.WOF,Ramificaciones de Occidente (AHDI),1985,.658783441032343
AHDI.WOF,Ramificaciones de Occidente (AHDI),1990,.6899774523860647
AHDI.WOF,Ramificaciones de Occidente (AHDI),1995,.7104243516717786
AHDI.WOF,Ramificaciones de Occidente (AHDI),2000,.7257785523460998
AHDI.WOF,Ramificaciones de Occidente (AHDI),2005,.7502938209548776
AHDI.WOF,Ramificaciones de Occidente (AHDI),2010,.7894618731813711
AHDI.WOF,Ramificaciones de Occidente (AHDI),2015,.7755629963738344
AHDI.WOF,Ramificaciones de Occidente (AHDI),2020,.7589273533497546
ALB,Albania,1870,.0305132097321122
ALB,Albania,1880,.0282693973700033
ALB,Albania,1890,.0301371068592832
ALB,Albania,1900,.0320069398773915
ALB,Albania,1913,.0565405609539396
ALB,Albania,1925,.0739802011214415
ALB,Albania,1929,.0831337208947832
ALB,Albania,1933,.091430725270082
ALB,Albania,1938,.0915558025306003
ALB,Albania,1950,.1283095403024651
ALB,Albania,1955,.1366359886989998
ALB,Albania,1960,.1470379306760995
ALB,Albania,1965,.1576582604973761
ALB,Albania,1970,.1757024525688869
ALB,Albania,1975,.1961761937950271
ALB,Albania,1980,.2124261079324971
ALB,Albania,1985,.2335514118421425
ALB,Albania,1990,.2624015240744469
ALB,Albania,1995,.3864026535307352
ALB,Albania,2000,.4220271303665742
ALB,Albania,2005,.4686422766529521
ALB,Albania,2010,.4944597392600183
ALB,Albania,2015,.4942943158343283
ALB,Albania,2020,.5164855869224786
ARE,Emiratos Árabes Unidos,1870,.0272557402128998
ARE,Emiratos Árabes Unidos,1880,.0242373130601631
ARE,Emiratos Árabes Unidos,1890,.0245891598481943
ARE,Emiratos Árabes Unidos,1900,.0265119308517971
ARE,Emiratos Árabes Unidos,1913,.0280532134956056
ARE,Emiratos Árabes Unidos,1925,.0298745156704634
ARE,Emiratos Árabes Unidos,1929,.0395098574069158
ARE,Emiratos Árabes Unidos,1933,.0427268607412436
ARE,Emiratos Árabes Unidos,1938,.0446201955302489
ARE,Emiratos Árabes Unidos,1950,.0937873182592431
ARE,Emiratos Árabes Unidos,1955,.1079807236661038
ARE,Emiratos Árabes Unidos,1960,.1233235587982014
ARE,Emiratos Árabes Unidos,1965,.1409522265233751
ARE,Emiratos Árabes Unidos,1970,.1577051175015999
ARE,Emiratos Árabes Unidos,1975,.1798295561677755
ARE,Emiratos Árabes Unidos,1980,.1998459418976038
ARE,Emiratos Árabes Unidos,1985,.2181310614553865
ARE,Emiratos Árabes Unidos,1990,.241323190379814
ARE,Emiratos Árabes Unidos,1995,.2742728430588824
ARE,Emiratos Árabes Unidos,2000,.2961293528277259
ARE,Emiratos Árabes Unidos,2005,.3047807274001578
ARE,Emiratos Árabes Unidos,2010,.3193526519144959
ARE,Emiratos Árabes Unidos,2015,.3412600843890518
ARE,Emiratos Árabes Unidos,2020,.397357798020182
ARG,Argentina,1870,.1242035480979203
ARG,Argentina,1880,.1313924860686982
ARG,Argentina,1890,.1509691314268987
ARG,Argentina,1900,.1637103172360898
ARG,Argentina,1913,.1997802311691575
ARG,Argentina,1925,.2381803677707674
ARG,Argentina,1929,.2523195217337575
ARG,Argentina,1933,.2261378847055227
ARG,Argentina,1938,.2391271784096613
ARG,Argentina,1950,.2767621963412397
ARG,Argentina,1955,.2722781814630046
ARG,Argentina,1960,.3344311090678602
ARG,Argentina,1965,.3380711659208507
ARG,Argentina,1970,.2536248871480702
ARG,Argentina,1975,.3653071257987405
ARG,Argentina,1980,.2364950688302423
ARG,Argentina,1985,.4600047665899788
ARG,Argentina,1990,.4550973611740822
ARG,Argentina,1995,.4806473783461783
ARG,Argentina,2000,.496827068423104
ARG,Argentina,2005,.5196086134907379
ARG,Argentina,2010,.525761432641915
ARG,Argentina,2015,.5494982894995361
ARG,Argentina,2020,.5808541814563672
ARM,Armenia,1870,
ARM,Armenia,1880,
ARM,Armenia,1890,
ARM,Armenia,1900,
ARM,Armenia,1913,
ARM,Armenia,1925,
ARM,Armenia,1929,
ARM,Armenia,1933,
ARM,Armenia,1938,
ARM,Armenia,1950,
ARM,Armenia,1955,
ARM,Armenia,1960,
ARM,Armenia,1965,
ARM,Armenia,1970,
ARM,Armenia,1975,
ARM,Armenia,1980,.2237734178668889
ARM,Armenia,1985,.2320457013540415
ARM,Armenia,1990,.4271537371560915
ARM,Armenia,1995,.398530994961391
ARM,Armenia,2000,.3848371767345576
ARM,Armenia,2005,.3919356218831674
ARM,Armenia,2010,.4080552753970935
ARM,Armenia,2015,.4382095825288533
ARM,Armenia,2020,.5582929237660135
AUS,Australia,1870,.2404408913418885
AUS,Australia,1880,.2701939470527281
AUS,Australia,1890,.2986126187492655
AUS,Australia,1900,.332183911873708
AUS,Australia,1913,.3908932189801295
AUS,Australia,1925,.430905986969338
AUS,Australia,1929,.4377815835417351
AUS,Australia,1933,.4535729040145021
AUS,Australia,1938,.4650765383762059
AUS,Australia,1950,.5038565396424634
AUS,Australia,1955,.5230430251206099
AUS,Australia,1960,.5392529226263675
AUS,Australia,1965,.5463983879755557
AUS,Australia,1970,.5682951617702762
AUS,Australia,1975,.6078608824118841
AUS,Australia,1980,.6455919403598175
AUS,Australia,1985,.6723619447836724
AUS,Australia,1990,.7081549691921234
AUS,Australia,1995,.7332401611716842
AUS,Australia,2000,.7583497555245989
AUS,Australia,2005,.7917522222107434
AUS,Australia,2010,.8148753517598621
AUS,Australia,2015,.8298358006504303
AUS,Australia,2020,.8479026702428611
AUT,Austria,1870,.152131051106705
AUT,Austria,1880,.1615944806500955
AUT,Austria,1890,.1799894798116094
AUT,Austria,1900,.2043033846468842
AUT,Austria,1913,.2265091176951675
AUT,Austria,1925,.310276194435535
AUT,Austria,1929,.3318542109917106
AUT,Austria,1933,.2435816639605079
AUT,Austria,1938,.2202579943440041
AUT,Austria,1950,.3897205765727469
AUT,Austria,1955,.4223323524914638
AUT,Austria,1960,.4560715339851087
AUT,Austria,1965,.4785729401240261
AUT,Austria,1970,.503821336611058
AUT,Austria,1975,.5326107379889461
AUT,Austria,1980,.5611649705415234
AUT,Austria,1985,.5828691624336045
AUT,Austria,1990,.6143413955046184
AUT,Austria,1995,.633120689384105
AUT,Austria,2000,.6605143547515582
AUT,Austria,2005,.6800098073489123
AUT,Austria,2010,.7020925843682082
AUT,Austria,2015,.7083975119518958
AUT,Austria,2020,.738255428727118
AZE,Azerbaiyán,1870,
AZE,Azerbaiyán,1880,
AZE,Azerbaiyán,1890,
AZE,Azerbaiyán,1900,
AZE,Azerbaiyán,1913,
AZE,Azerbaiyán,1925,
AZE,Azerbaiyán,1929,
AZE,Azerbaiyán,1933,
AZE,Azerbaiyán,1938,
AZE,Azerbaiyán,1950,
AZE,Azerbaiyán,1955,
AZE,Azerbaiyán,1960,
AZE,Azerbaiyán,1965,
AZE,Azerbaiyán,1970,
AZE,Azerbaiyán,1975,
AZE,Azerbaiyán,1980,.2012859441720369
AZE,Azerbaiyán,1985,.2161282354126886
AZE,Azerbaiyán,1990,.2759281823506636
AZE,Azerbaiyán,1995,.261035738098898
AZE,Azerbaiyán,2000,.2719558638034201
AZE,Azerbaiyán,2005,.281870639041364
AZE,Azerbaiyán,2010,.3011141625092766
AZE,Azerbaiyán,2015,.3062188828529359
AZE,Azerbaiyán,2020,.2845642823063513
BDI,Burundi,1870,.0194721774686084
BDI,Burundi,1880,.021859651291698
BDI,Burundi,1890,.0236511749009653
BDI,Burundi,1900,.0251088460082996
BDI,Burundi,1913,.0309576729589987
BDI,Burundi,1925,.0325068223458474
BDI,Burundi,1929,.0388275417029329
BDI,Burundi,1933,.0419482077123713
BDI,Burundi,1938,.0427118922378424
BDI,Burundi,1950,.054987800691891
BDI,Burundi,1955,.0625743857073957
BDI,Burundi,1960,.071305794716989
